#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_KN707890v1_decoy	1	1088	958	1088	100	131.303	255	37.7
chrUn_KN707891v1_decoy	1	1143	1391	1143	100	178.962	255	44.9
chrUn_KN707892v1_decoy	1	2530	2641	2530	100	155.306	255	48.3
chrUn_KN707893v1_decoy	1	8049	754	8049	100	13.8708	255	59.6
chrUn_KN707894v1_decoy	1	1366	118	1366	100	12.6706	255	43.7
chrUn_KN707895v1_decoy	1	4284	1811	4284	100	47.4309	255	29.9
chrUn_KN707896v1_decoy	1	33125	2652023	33125	100	10826.6	255	6.24
chrUn_KN707897v1_decoy	1	2137	1190	2126	99.4853	57.9789	255	11.5
chrUn_KN707898v1_decoy	1	3840	492	3840	100	17.6521	255	51.9
chrUn_KN707899v1_decoy	1	3087	882	3087	100	42.4091	255	27
chrUn_KN707900v1_decoy	1	2041	460	2041	100	33.4914	255	24
chrUn_KN707901v1_decoy	1	3344	2455	3344	100	108.811	255	34.7
chrUn_KN707902v1_decoy	1	2921	1792	2921	100	90.3581	255	37.9
chrUn_KN707903v1_decoy	1	6581	2755	6581	100	61.8929	255	24.3
chrUn_KN707904v1_decoy	1	3968	4416	3968	100	164.775	255	51.7
chrUn_KN707905v1_decoy	1	2339	2991	2339	100	165.053	255	34.9
chrUn_KN707906v1_decoy	1	1243	1449	1193	95.9775	174.408	255	39.2
chrUn_KN707907v1_decoy	1	7776	6	44	0.565844	0.026749	255	1.17
chrUn_KN707909v1_decoy	1	1737	329	1737	100	28.1244	255	47.4
chrUn_KN707910v1_decoy	1	1098	178	1098	100	23.9281	255	47.3
chrUn_KN707911v1_decoy	1	1893	358	1893	100	28.3185	255	45.2
chrUn_KN707912v1_decoy	1	1281	243	1281	100	26.8205	255	50.1
chrUn_KN707913v1_decoy	1	1527	246	1527	100	24.127	255	52.6
chrUn_KN707914v1_decoy	1	2055	367	2055	100	26.729	255	51.6
chrUn_KN707915v1_decoy	1	2527	547	2527	100	31.5445	255	57.7
chrUn_KN707916v1_decoy	1	3275	667	3275	100	29.6223	255	58.8
chrUn_KN707918v1_decoy	1	2623	7	283	10.7892	0.285932	255	1.57
chrUn_KN707919v1_decoy	1	4850	541	4842	99.8351	16.6326	255	59.9
chrUn_KN707920v1_decoy	1	3584	864	3584	100	35.317	255	58.8
chrUn_KN707921v1_decoy	1	2561	297	2557	99.8438	15.9828	255	33.1
chrUn_KN707923v1_decoy	1	1409	307	1408	99.929	28.626	255	40.9
chrUn_KN707924v1_decoy	1	4596	87	4138	90.0348	2.8057	255	47.6
chrUn_KN707925v1_decoy	1	11555	851	11500	99.524	10.9928	255	58.5
chrUn_KN707926v1_decoy	1	1266	104	1266	100	12.233	255	43
chrUn_KN707927v1_decoy	1	1079	3	55	5.09731	0.116775	255	32.3
chrUn_KN707929v1_decoy	1	1226	4	200	16.3132	0.377651	255	0.5
chrUn_KN707933v1_decoy	1	2038	393	2038	100	28.7586	255	57.4
chrUn_KN707934v1_decoy	1	1070	213	1070	100	29.5785	255	54.1
chrUn_KN707935v1_decoy	1	1312	157	1211	92.3018	14.5793	255	5.85
chrUn_KN707936v1_decoy	1	4031	758	3918	97.1967	27.7169	255	59.8
chrUn_KN707938v1_decoy	1	1770	512	1526	86.2147	32.7412	255	2.46
chrUn_KN707939v1_decoy	1	5600	1089	5600	100	28.0498	255	58.2
chrUn_KN707940v1_decoy	1	1882	205	1786	94.899	12.3959	255	9.74
chrUn_KN707941v1_decoy	1	1170	228	1170	100	27.0154	255	58.5
chrUn_KN707942v1_decoy	1	1300	273	1299	99.9231	29.0446	255	56.5
chrUn_KN707944v1_decoy	1	2043	363	1757	86.001	12.9075	255	10.3
chrUn_KN707945v1_decoy	1	1072	72	780	72.7612	7.26399	255	17.5
chrUn_KN707946v1_decoy	1	2463	282	2203	89.4438	15.5972	255	12.8
chrUn_KN707947v1_decoy	1	1010	308	1010	100	41.4337	255	38.5
chrUn_KN707948v1_decoy	1	1432	233	1430	99.8603	20.2256	255	13.7
chrUn_KN707949v1_decoy	1	1162	37	624	53.7005	2.99398	255	1.68
chrUn_KN707950v1_decoy	1	1095	167	1095	100	11.41	255	16.1
chrUn_KN707951v1_decoy	1	1118	262	1117	99.9106	33.7352	255	48.9
chrUn_KN707952v1_decoy	1	1383	311	1383	100	30.8525	255	59.6
chrUn_KN707953v1_decoy	1	2289	2188	2289	100	142.428	255	44
chrUn_KN707954v1_decoy	1	1648	326	1648	100	28.5667	255	59.8
chrUn_KN707955v1_decoy	1	2203	469	2203	100	31.3432	255	59.7
chrUn_KN707956v1_decoy	1	3270	364	3237	98.9908	15.2254	255	1.35
chrUn_KN707957v1_decoy	1	11499	1196	9176	79.7982	15.4005	255	54.6
chrUn_KN707959v1_decoy	1	2294	4526	2294	100	194.599	255	13.6
chrUn_KN707960v1_decoy	1	1238	277	1238	100	33.3239	255	45.2
chrUn_KN707961v1_decoy	1	3410	665	3409	99.9707	28.9757	255	50
chrUn_KN707962v1_decoy	1	1523	287	1523	100	27.4123	255	47
chrUn_KN707963v1_decoy	1	62955	93700	62923	99.9492	197.449	255	30.2
chrUn_KN707964v1_decoy	1	6282	7635	6259	99.6339	172.222	255	6.87
chrUn_KN707965v1_decoy	1	3836	1022	2177	56.7518	36.6853	255	19.9
chrUn_KN707966v1_decoy	1	6486	3428	6486	100	74.1696	255	33.9
chrUn_KN707967v1_decoy	1	15368	14922	15368	100	138.513	255	27.4
chrUn_KN707968v1_decoy	1	9572	9776	9572	100	145.686	255	29.2
chrUn_KN707969v1_decoy	1	6413	7273	6413	100	162.524	255	25.5
chrUn_KN707970v1_decoy	1	4104	4278	4103	99.9756	146.422	255	27.7
chrUn_KN707971v1_decoy	1	12943	15557	12942	99.9923	173.783	255	36
chrUn_KN707972v1_decoy	1	4650	7433	4618	99.3118	227.906	255	27.4
chrUn_KN707973v1_decoy	1	3080	2223	3080	100	105.927	255	42.6
chrUn_KN707974v1_decoy	1	3134	1891	3134	100	89.3759	255	22.8
chrUn_KN707975v1_decoy	1	6211	4023	6211	100	95.6621	255	20.9
chrUn_KN707976v1_decoy	1	1126	1137	1126	100	148.901	255	40.1
chrUn_KN707978v1_decoy	1	1101	168	1101	100	22.1798	255	55
chrUn_KN707979v1_decoy	1	2648	947	2643	99.8112	41.6133	255	8.51
chrUn_KN707980v1_decoy	1	2973	1191	2860	96.1991	50.6485	255	11.4
chrUn_KN707981v1_decoy	1	2520	514	2278	90.3968	17.9909	255	6.83
chrUn_KN707982v1_decoy	1	2318	1068	2318	100	55.1907	255	13.8
chrUn_KN707983v1_decoy	1	2606	853	2428	93.1696	37.0169	255	7.96
chrUn_KN707984v1_decoy	1	2205	571	2082	94.4218	35.2503	255	12.8
chrUn_KN707985v1_decoy	1	2929	995	2929	100	44.705	255	13.6
chrUn_KN707986v1_decoy	1	3869	1295	3545	91.6257	40.7599	255	10.6
chrUn_KN707987v1_decoy	1	1117	223	1116	99.9105	29.4073	255	32.2
chrUn_KN707988v1_decoy	1	2960	738	2960	100	37.2037	255	43.4
chrUn_KN707989v1_decoy	1	1009	279	1009	100	40.8196	255	48.9
chrUn_KN707990v1_decoy	1	4048	1046	4047	99.9753	38.2275	255	42.4
chrUn_KN707991v1_decoy	1	2193	405	2193	100	27.6452	255	48.1
chrUn_KN707992v1_decoy	1	1830	416	1830	100	33.6115	255	49.3
chrUn_JTFH01000001v1_decoy	1	25139	5401	25139	100	31.8638	255	59.4
chrUn_JTFH01000002v1_decoy	1	18532	3741	18529	99.9838	30.0704	255	59.7
chrUn_JTFH01000003v1_decoy	1	15240	3275	15240	100	32.0884	255	59.7
chrUn_JTFH01000004v1_decoy	1	13739	3298	13739	100	34.4153	255	55.4
chrUn_JTFH01000005v1_decoy	1	11297	1096	11297	100	14.4914	255	58.9
chrUn_JTFH01000006v1_decoy	1	10074	1	41	0.406988	0.00406988	255	0
chrUn_JTFH01000007v1_decoy	1	9891	1995	9713	98.2004	29.5381	255	48.5
chrUn_JTFH01000008v1_decoy	1	9774	1829	9774	100	27.9552	255	59.4
chrUn_JTFH01000009v1_decoy	1	9727	1997	9699	99.7121	30.3732	255	47.3
chrUn_JTFH01000010v1_decoy	1	9358	1897	9358	100	30.0071	255	59.2
chrUn_JTFH01000012v1_decoy	1	8479	1052	8479	100	17.9141	255	57.9
chrUn_JTFH01000013v1_decoy	1	8312	1979	8310	99.9759	32.9733	255	36
chrUn_JTFH01000014v1_decoy	1	8261	4	78	0.944196	0.0375257	255	0
chrUn_JTFH01000015v1_decoy	1	8131	775	8131	100	14.2625	255	59.8
chrUn_JTFH01000016v1_decoy	1	8051	2	152	1.88796	0.0324183	255	0
chrUn_JTFH01000017v1_decoy	1	7832	1536	7832	100	29.0236	255	54.6
chrUn_JTFH01000018v1_decoy	1	7710	3779	7710	100	64.9678	255	49.6
chrUn_JTFH01000020v1_decoy	1	7479	1520	7479	100	29.1389	255	58
chrUn_JTFH01000022v1_decoy	1	7162	1507	7162	100	30.6424	255	59.4
chrUn_JTFH01000023v1_decoy	1	7065	2204	7065	100	45.303	255	59.2
chrUn_JTFH01000025v1_decoy	1	6997	538	90	1.28627	4.6084	255	1.47
chrUn_JTFH01000027v1_decoy	1	6979	10	386	5.53088	0.105459	255	0.2
chrUn_JTFH01000028v1_decoy	1	6797	4	182	2.67765	0.0267765	255	21.8
chrUn_JTFH01000029v1_decoy	1	6525	967	6367	97.5785	22.1206	255	38.6
chrUn_JTFH01000030v1_decoy	1	6246	1413	6246	100	32.6069	255	48.1
chrUn_JTFH01000031v1_decoy	1	5926	1209	5926	100	30.449	255	58.6
chrUn_JTFH01000033v1_decoy	1	5898	1044	5898	100	26.2998	255	59.7
chrUn_JTFH01000034v1_decoy	1	5879	3	32	0.54431	0.0163293	255	60
chrUn_JTFH01000035v1_decoy	1	5834	4	80	1.37127	0.0262256	255	3
chrUn_JTFH01000037v1_decoy	1	5577	4	107	1.91859	0.0374753	255	0.5
chrUn_JTFH01000040v1_decoy	1	5246	2504	5246	100	71.188	255	56.7
chrUn_JTFH01000042v1_decoy	1	5058	1	35	0.691973	0.00691973	255	0
chrUn_JTFH01000044v1_decoy	1	4853	952	4853	100	28.5992	255	51
chrUn_JTFH01000045v1_decoy	1	4828	1087	4828	100	33.6769	255	58.7
chrUn_JTFH01000047v1_decoy	1	4809	1	99	2.05864	0.0205864	255	4
chrUn_JTFH01000048v1_decoy	1	4710	1108	4710	100	34.7497	255	59.2
chrUn_JTFH01000050v1_decoy	1	4645	2047	4645	100	63.631	255	28.6
chrUn_JTFH01000052v1_decoy	1	4439	588	4436	99.9324	18.6418	255	14
chrUn_JTFH01000054v1_decoy	1	4409	954	4409	100	32.2799	255	59.2
chrUn_JTFH01000056v1_decoy	1	4359	3	78	1.7894	0.0316586	255	22
chrUn_JTFH01000058v1_decoy	1	4290	328	3635	84.7319	11.4641	255	15.9
chrUn_JTFH01000059v1_decoy	1	4242	460	4242	100	15.9326	255	57.9
chrUn_JTFH01000060v1_decoy	1	4228	958	4228	100	32.4752	255	56.4
chrUn_JTFH01000061v1_decoy	1	4222	404	4222	100	14.3259	255	59.4
chrUn_JTFH01000063v1_decoy	1	4210	1411	4210	100	38.1784	255	38.1
chrUn_JTFH01000064v1_decoy	1	4206	2157	4205	99.9762	73.5423	255	33.8
chrUn_JTFH01000066v1_decoy	1	4101	789	4101	100	28.7184	255	59.6
chrUn_JTFH01000068v1_decoy	1	3967	1237	3967	100	44.7908	255	45.5
chrUn_JTFH01000070v1_decoy	1	3945	464	3945	100	17.6079	255	53
chrUn_JTFH01000071v1_decoy	1	3930	1369	3929	99.9746	51.4051	255	43.3
chrUn_JTFH01000072v1_decoy	1	3929	2158	3929	100	78.6259	255	21.3
chrUn_JTFH01000074v1_decoy	1	3919	1493	3919	100	49.631	255	43
chrUn_JTFH01000076v1_decoy	1	3892	2	51	1.31038	0.020555	255	0
chrUn_JTFH01000077v1_decoy	1	3890	1106	3890	100	40.9612	255	28.4
chrUn_JTFH01000078v1_decoy	1	3859	4	57	1.47707	0.0590827	255	0
chrUn_JTFH01000079v1_decoy	1	3846	691	3832	99.636	26.9277	255	59.7
chrUn_JTFH01000080v1_decoy	1	3835	339	3811	99.3742	13.2537	255	59.8
chrUn_JTFH01000082v1_decoy	1	3828	5	47	1.2278	0.0488506	255	12.2
chrUn_JTFH01000087v1_decoy	1	3799	500	3793	99.8421	17.9442	255	15.5
chrUn_JTFH01000089v1_decoy	1	3701	942	3701	100	37.9511	255	56
chrUn_JTFH01000090v1_decoy	1	3698	1656	3695	99.9189	63.3756	255	28.2
chrUn_JTFH01000091v1_decoy	1	3692	2	91	2.46479	0.0392741	255	3
chrUn_JTFH01000092v1_decoy	1	3686	634	3681	99.8644	25.6389	255	51.6
chrUn_JTFH01000093v1_decoy	1	3677	1701	3677	100	66.5578	255	37.7
chrUn_JTFH01000095v1_decoy	1	3613	180	3573	98.8929	7.46803	255	3.7
chrUn_JTFH01000096v1_decoy	1	3611	1877	3611	100	74.0745	255	27
chrUn_JTFH01000097v1_decoy	1	3606	674	3606	100	27.8771	255	59.5
chrUn_JTFH01000098v1_decoy	1	3584	1595	3584	100	66.3719	255	53.5
chrUn_JTFH01000099v1_decoy	1	3581	1044	3581	100	41.52	255	41.8
chrUn_JTFH01000101v1_decoy	1	3528	615	3528	100	25.1548	255	30.1
chrUn_JTFH01000102v1_decoy	1	3527	1240	3527	100	51.6731	255	42
chrUn_JTFH01000104v1_decoy	1	3493	711	3493	100	30.4896	255	59.7
chrUn_JTFH01000105v1_decoy	1	3484	692	3481	99.9139	29.0844	255	59.3
chrUn_JTFH01000107v1_decoy	1	3391	658	3391	100	28.0029	255	58.7
chrUn_JTFH01000108v1_decoy	1	3374	849	3374	100	36.6858	255	59.5
chrUn_JTFH01000111v1_decoy	1	3351	1536	3351	100	66.7941	255	34
chrUn_JTFH01000112v1_decoy	1	3340	1612	3340	100	69.4299	255	35.2
chrUn_JTFH01000113v1_decoy	1	3320	588	3320	100	26.2033	255	59
chrUn_JTFH01000114v1_decoy	1	3282	1169	3282	100	52.812	255	54.1
chrUn_JTFH01000115v1_decoy	1	3278	540	3278	100	24.6431	255	59.6
chrUn_JTFH01000116v1_decoy	1	3260	1777	3260	100	78.7322	255	43.7
chrUn_JTFH01000117v1_decoy	1	3258	738	3258	100	33.4678	255	59.4
chrUn_JTFH01000118v1_decoy	1	3253	605	3253	100	26.1051	255	35
chrUn_JTFH01000119v1_decoy	1	3247	71	3171	97.6594	3.26917	255	58.6
chrUn_JTFH01000122v1_decoy	1	3216	1	37	1.1505	0.011505	255	15
chrUn_JTFH01000123v1_decoy	1	3212	2124	3212	100	96.1843	255	45.6
chrUn_JTFH01000124v1_decoy	1	3194	1238	3194	100	54.7029	255	46.8
chrUn_JTFH01000125v1_decoy	1	3189	655	3189	100	30.6789	255	59.5
chrUn_JTFH01000126v1_decoy	1	3177	1898	3177	100	86.9603	255	47.7
chrUn_JTFH01000127v1_decoy	1	3176	2299	3176	100	106.033	255	45.8
chrUn_JTFH01000129v1_decoy	1	3170	1444	3170	100	64.7379	255	32.9
chrUn_JTFH01000130v1_decoy	1	3166	67	128	4.04296	0.82849	255	7.16
chrUn_JTFH01000132v1_decoy	1	3143	1222	3129	99.5546	55.1069	255	30
chrUn_JTFH01000133v1_decoy	1	3137	1670	3137	100	78.0411	255	38.1
chrUn_JTFH01000134v1_decoy	1	3116	879	3116	100	41.2869	255	51.8
chrUn_JTFH01000135v1_decoy	1	3106	1614	3106	100	73.0715	255	30.2
chrUn_JTFH01000136v1_decoy	1	3093	1947	3093	100	91.0993	255	40.2
chrUn_JTFH01000137v1_decoy	1	3079	294	3076	99.9026	14.2595	255	56.5
chrUn_JTFH01000139v1_decoy	1	3051	2	101	3.31039	0.0593248	255	1
chrUn_JTFH01000140v1_decoy	1	3015	1100	3015	100	52.6169	255	17.5
chrUn_JTFH01000141v1_decoy	1	3012	486	3011	99.9668	24.1152	255	59.1
chrUn_JTFH01000142v1_decoy	1	3009	13	924	30.7079	0.432702	255	3.54
chrUn_JTFH01000143v1_decoy	1	2997	1	74	2.46914	0.0246914	255	0
chrUn_JTFH01000144v1_decoy	1	2997	2203	2997	100	107.514	255	33.1
chrUn_JTFH01000145v1_decoy	1	2983	1343	2983	100	65.9809	255	34.5
chrUn_JTFH01000146v1_decoy	1	2979	533	2978	99.9664	25.8033	255	32.1
chrUn_JTFH01000148v1_decoy	1	2967	457	2967	100	22.8406	255	43.9
chrUn_JTFH01000150v1_decoy	1	2954	3741	2954	100	182.336	255	50.8
chrUn_JTFH01000151v1_decoy	1	2952	1474	2952	100	73.125	255	46.7
chrUn_JTFH01000152v1_decoy	1	2934	240	2886	98.364	12.1115	255	58.4
chrUn_JTFH01000153v1_decoy	1	2918	2581	2918	100	119.979	255	22.3
chrUn_JTFH01000154v1_decoy	1	2895	921	2895	100	46.2819	255	52.2
chrUn_JTFH01000155v1_decoy	1	2887	595	2887	100	29.0984	255	58.1
chrUn_JTFH01000156v1_decoy	1	2879	6096	2879	100	154.587	255	6.83
chrUn_JTFH01000157v1_decoy	1	2878	545	2878	100	28.3231	255	59.1
chrUn_JTFH01000158v1_decoy	1	2872	1251	2872	100	64.4157	255	39.6
chrUn_JTFH01000159v1_decoy	1	2868	468	2868	100	22.8839	255	40.2
chrUn_JTFH01000161v1_decoy	1	2865	564	2865	100	28.8091	255	58.3
chrUn_JTFH01000162v1_decoy	1	2864	559	2864	100	29.1589	255	59.7
chrUn_JTFH01000163v1_decoy	1	2859	656	2859	100	34.2924	255	59.5
chrUn_JTFH01000164v1_decoy	1	2854	889	2854	100	43.7519	255	41.4
chrUn_JTFH01000165v1_decoy	1	2830	514	2830	100	26.9523	255	59.4
chrUn_JTFH01000167v1_decoy	1	2824	549	2820	99.8584	28.972	255	59.4
chrUn_JTFH01000168v1_decoy	1	2819	601	2819	100	31.5619	255	59.6
chrUn_JTFH01000169v1_decoy	1	2813	335	2779	98.7913	15.2321	255	1.41
chrUn_JTFH01000174v1_decoy	1	2778	656	2778	100	33.0806	255	55.2
chrUn_JTFH01000178v1_decoy	1	2767	678	2767	100	31.2179	255	51.1
chrUn_JTFH01000179v1_decoy	1	2763	3096	2763	100	164.631	255	48.3
chrUn_JTFH01000180v1_decoy	1	2745	1593	2745	100	85.3406	255	45.4
chrUn_JTFH01000181v1_decoy	1	2742	1883	2742	100	99.4154	255	26.6
chrUn_JTFH01000182v1_decoy	1	2736	1127	2736	100	61.508	255	59.3
chrUn_JTFH01000183v1_decoy	1	2729	268	2537	92.9645	12.8886	255	22.3
chrUn_JTFH01000184v1_decoy	1	2726	10	547	20.066	0.512106	255	7.7
chrUn_JTFH01000185v1_decoy	1	2719	695	2717	99.9264	36.4903	255	31.5
chrUn_JTFH01000187v1_decoy	1	2708	532	2708	100	29.1732	255	59.1
chrUn_JTFH01000188v1_decoy	1	2704	331	2668	98.6686	18.3221	255	59.7
chrUn_JTFH01000190v1_decoy	1	2691	532	2691	100	29.5344	255	59.2
chrUn_JTFH01000191v1_decoy	1	2690	2572	2690	100	140.372	255	55.3
chrUn_JTFH01000192v1_decoy	1	2687	999	2669	99.3301	53.6803	255	38.9
chrUn_JTFH01000193v1_decoy	1	2677	1	37	1.38214	0.0138214	255	0
chrUn_JTFH01000194v1_decoy	1	2668	1141	2668	100	63.9944	255	46
chrUn_JTFH01000195v1_decoy	1	2668	237	2639	98.913	13.1466	255	59.2
chrUn_JTFH01000196v1_decoy	1	2663	624	2663	100	32.9786	255	53.7
chrUn_JTFH01000197v1_decoy	1	2655	276	2655	100	15.5691	255	59.6
chrUn_JTFH01000199v1_decoy	1	2642	562	2642	100	31.693	255	59.2
chrUn_JTFH01000200v1_decoy	1	2632	565	2631	99.962	31.8256	255	57.7
chrUn_JTFH01000201v1_decoy	1	2632	318	2632	100	17.8807	255	58.5
chrUn_JTFH01000202v1_decoy	1	2628	2672	2628	100	148.573	255	53.8
chrUn_JTFH01000203v1_decoy	1	2623	1	59	2.24933	0.0224933	255	0
chrUn_JTFH01000204v1_decoy	1	2622	59	2492	95.042	3.37529	255	60
chrUn_JTFH01000205v1_decoy	1	2619	1310	2619	100	72.4704	255	42.9
chrUn_JTFH01000206v1_decoy	1	2605	1226	2605	100	70.3144	255	44.9
chrUn_JTFH01000207v1_decoy	1	2603	815	2603	100	44.3143	255	26.5
chrUn_JTFH01000208v1_decoy	1	2601	650	2556	98.2699	36.6309	255	59.7
chrUn_JTFH01000211v1_decoy	1	2596	3	69	2.65794	0.0385208	255	12.3
chrUn_JTFH01000212v1_decoy	1	2594	883	2594	100	46.5093	255	33.2
chrUn_JTFH01000214v1_decoy	1	2585	492	2585	100	26.7427	255	14.4
chrUn_JTFH01000215v1_decoy	1	2583	514	2583	100	29.7809	255	59.7
chrUn_JTFH01000216v1_decoy	1	2578	449	2578	100	26.102	255	57.3
chrUn_JTFH01000217v1_decoy	1	2569	1176	2569	100	66.7392	255	39.5
chrUn_JTFH01000218v1_decoy	1	2569	1074	2562	99.7275	57.9397	255	26.1
chrUn_JTFH01000221v1_decoy	1	2548	293	2548	100	16.3936	255	36.6
chrUn_JTFH01000222v1_decoy	1	2546	1167	2546	100	66.0707	255	31.4
chrUn_JTFH01000223v1_decoy	1	2545	2942	2545	100	166.93	255	10.5
chrUn_JTFH01000224v1_decoy	1	2534	2	133	5.24862	0.0524862	255	9.5
chrUn_JTFH01000225v1_decoy	1	2533	860	2533	100	47.3774	255	31.7
chrUn_JTFH01000226v1_decoy	1	2522	2348	2522	100	135.882	255	47.7
chrUn_JTFH01000227v1_decoy	1	2522	987	2515	99.7224	48.8295	255	9.2
chrUn_JTFH01000228v1_decoy	1	2515	458	2515	100	27.1463	255	59.8
chrUn_JTFH01000230v1_decoy	1	2507	724	2507	100	42.1536	255	45.8
chrUn_JTFH01000231v1_decoy	1	2504	100	941	37.5799	5.51078	255	2.55
chrUn_JTFH01000232v1_decoy	1	2497	225	2486	99.5595	13.3544	255	58.5
chrUn_JTFH01000234v1_decoy	1	2465	1185	2465	100	66.3943	255	52.9
chrUn_JTFH01000236v1_decoy	1	2459	192	2447	99.512	11.695	255	55
chrUn_JTFH01000237v1_decoy	1	2457	207	2444	99.4709	12.5385	255	58.4
chrUn_JTFH01000241v1_decoy	1	2432	2897	2432	100	173.692	255	38.3
chrUn_JTFH01000242v1_decoy	1	2427	798	2427	100	48.5014	255	42.9
chrUn_JTFH01000243v1_decoy	1	2421	477	2416	99.7935	23.3552	255	31
chrUn_JTFH01000244v1_decoy	1	2420	496	2410	99.5868	30.4802	255	59.2
chrUn_JTFH01000245v1_decoy	1	2414	520	2414	100	30.8662	255	58
chrUn_JTFH01000246v1_decoy	1	2404	265	2404	100	16.4588	255	59.1
chrUn_JTFH01000247v1_decoy	1	2403	3	297	12.3596	0.161049	255	0
chrUn_JTFH01000248v1_decoy	1	2402	264	2402	100	16.4142	255	59.2
chrUn_JTFH01000249v1_decoy	1	2397	1175	2397	100	71.534	255	45.6
chrUn_JTFH01000251v1_decoy	1	2394	223	2368	98.914	13.8158	255	58.8
chrUn_JTFH01000254v1_decoy	1	2381	168	878	36.8753	8.72113	255	56.7
chrUn_JTFH01000255v1_decoy	1	2380	1	38	1.59664	0.0159664	255	6
chrUn_JTFH01000257v1_decoy	1	2364	2556	2361	99.8731	158.55	255	51.9
chrUn_JTFH01000258v1_decoy	1	2363	2599	2363	100	161.441	255	49.8
chrUn_JTFH01000259v1_decoy	1	2348	3	245	10.4344	0.117973	255	17.7
chrUn_JTFH01000260v1_decoy	1	2339	460	2339	100	29.3288	255	59.3
chrUn_JTFH01000262v1_decoy	1	2332	6	193	8.27616	0.385935	255	8.33
chrUn_JTFH01000263v1_decoy	1	2331	1745	2331	100	109.847	255	37.4
chrUn_JTFH01000264v1_decoy	1	2330	515	2324	99.7425	32.6884	255	38.8
chrUn_JTFH01000266v1_decoy	1	2319	920	2318	99.9569	59.3907	255	46
chrUn_JTFH01000267v1_decoy	1	2314	393	2314	100	24.9568	255	58.9
chrUn_JTFH01000268v1_decoy	1	2308	826	2308	100	51.8484	255	41.9
chrUn_JTFH01000269v1_decoy	1	2306	1537	2306	100	92.2966	255	35.9
chrUn_JTFH01000270v1_decoy	1	2296	221	2296	100	14.321	255	58.7
chrUn_JTFH01000271v1_decoy	1	2287	201	2283	99.8251	13.1251	255	59.4
chrUn_JTFH01000272v1_decoy	1	2279	536	2279	100	34.9776	255	57.2
chrUn_JTFH01000273v1_decoy	1	2276	4085	2276	100	153.55	255	9.83
chrUn_JTFH01000274v1_decoy	1	2273	1639	2273	100	101.69	255	49.2
chrUn_JTFH01000276v1_decoy	1	2254	7	190	8.42946	0.465839	255	6.57
chrUn_JTFH01000277v1_decoy	1	2252	1491	2248	99.8224	96.9076	255	32.3
chrUn_JTFH01000279v1_decoy	1	2239	230	2239	100	15.331	255	49.2
chrUn_JTFH01000280v1_decoy	1	2223	10493	2223	100	592.214	255	20.4
chrUn_JTFH01000281v1_decoy	1	2220	295	2220	100	19.3176	255	40.8
chrUn_JTFH01000282v1_decoy	1	2218	133	2150	96.9342	8.90712	255	4.83
chrUn_JTFH01000283v1_decoy	1	2215	204	2197	99.1874	13.7553	255	48.6
chrUn_JTFH01000284v1_decoy	1	2213	231	2213	100	15.4126	255	58.6
chrUn_JTFH01000285v1_decoy	1	2203	533	2202	99.9546	27.5266	255	21.6
chrUn_JTFH01000287v1_decoy	1	2197	493	2197	100	32.4811	255	58.7
chrUn_JTFH01000288v1_decoy	1	2194	1301	2194	100	78.84	255	35.6
chrUn_JTFH01000291v1_decoy	1	2177	415	2177	100	28.2774	255	58.6
chrUn_JTFH01000292v1_decoy	1	2177	393	2173	99.8163	26.6702	255	54.4
chrUn_JTFH01000293v1_decoy	1	2177	159	2170	99.6785	10.7203	255	58.1
chrUn_JTFH01000294v1_decoy	1	2168	1	55	2.5369	0.025369	255	0
chrUn_JTFH01000295v1_decoy	1	2160	491	2160	100	30.3481	255	30.3
chrUn_JTFH01000297v1_decoy	1	2144	907	2144	100	59.5452	255	55.8
chrUn_JTFH01000298v1_decoy	1	2143	478	2143	100	32.063	255	59.4
chrUn_JTFH01000299v1_decoy	1	2136	446	2136	100	31.1353	255	58.7
chrUn_JTFH01000302v1_decoy	1	2128	1209	2127	99.953	83.2251	255	44.5
chrUn_JTFH01000303v1_decoy	1	2125	513	2125	100	34.4282	255	58
chrUn_JTFH01000304v1_decoy	1	2125	170	2078	97.7882	11.9289	255	1.59
chrUn_JTFH01000305v1_decoy	1	2122	205	2111	99.4816	14.3935	255	59.1
chrUn_JTFH01000306v1_decoy	1	2111	767	2111	100	47.2525	255	26.3
chrUn_JTFH01000307v1_decoy	1	2106	445	2099	99.6676	31.1999	255	57
chrUn_JTFH01000308v1_decoy	1	2094	3967	2076	99.1404	142.81	255	8.38
chrUn_JTFH01000311v1_decoy	1	2086	27	541	25.9348	1.47555	255	2.04
chrUn_JTFH01000312v1_decoy	1	2086	228	2086	100	16.1908	255	58.9
chrUn_JTFH01000313v1_decoy	1	2084	419	2079	99.7601	29.7495	255	59.4
chrUn_JTFH01000315v1_decoy	1	2079	1008	2077	99.9038	71.1587	255	45.9
chrUn_JTFH01000316v1_decoy	1	2076	369	2076	100	26.488	255	59.2
chrUn_JTFH01000317v1_decoy	1	2071	530	2071	100	35.2627	255	32.2
chrUn_JTFH01000318v1_decoy	1	2066	1	43	2.08132	0.0208132	255	0
chrUn_JTFH01000319v1_decoy	1	2061	553	2061	100	38.0044	255	46.4
chrUn_JTFH01000320v1_decoy	1	2055	382	2032	98.8808	27.8302	255	59.1
chrUn_JTFH01000321v1_decoy	1	2053	61	46	2.24062	1.22065	255	0.787
