chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count
6	158411585	158411705	121	.	0.619835	118.380165	0.933477	0.757	1.056646	96	134	0	212
6	166653903	166654023	121	.	0.553719	90.710744	0.715292	0.48101	0.859511	61	109	0	152
7	1672480	1672600	121	.	0.471074	110.553719	0.871762	0.638719	0.993563	81	126	0	196
7	2968222	2968342	121	.	0.661157	91.743802	0.723438	0.512552	0.851625	65	108	0	153
7	5807987	5808107	121	.	0.429752	11.404959	0.089933	0.023656	0.118281	3	15	0	21
7	5814629	5814749	121	.	0.438017	53.495868	0.421837	0.323302	0.496781	41	63	0	96
7	5815650	5815770	121	.	0.322314	74.099174	0.584303	0.457354	0.693917	58	88	0	122
7	5820660	5820780	121	.	0.68595	96.942149	0.764429	0.583521	0.891052	74	113	0	174
7	5824040	5824160	121	.	0.404959	74.090909	0.584238	0.331188	0.670261	42	85	0	129
7	5878440	5878560	121	.	0.404959	93.454545	0.736928	0.551979	0.835854	70	106	0	155
7	5883462	5883582	121	.	0.454545	88.694215	0.699391	0.512552	0.780656	65	99	0	142
7	5887161	5887281	121	.	0.628099	9.024793	0.071164	0	0.165594	0	21	0.256198	21
7	5904899	5905019	121	.	0.421488	65.661157	0.517766	0.370615	0.615063	47	78	0	113
7	5930512	5930632	121	.	0.487603	73.975207	0.583325	0.425813	0.686031	54	87	0	129
7	5949332	5949452	121	.	0.239669	20.809917	0.164095	0.126167	0.205021	16	26	0	39
7	5971663	5971783	121	.	0.487603	8.057851	0.06354	0	0.110396	0	14	0.033058	14
7	6012982	6013222	241	.	0.456432	28.991701	0.228612	0.015771	0.417927	2	53	0	79
7	6017183	6017423	241	.	0.502075	61.66805	0.486278	0.023656	0.891052	3	113	0	181
7	6018217	6018337	121	.	0.31405	63.669421	0.50206	0.283875	0.638719	36	81	0	101
7	6020024	6020144	121	.	0.479339	33.347107	0.262956	0.10251	0.315417	13	40	0	57
7	6022419	6022659	241	.	0.435685	30.526971	0.240718	0.141938	0.410042	18	52	0	96
7	6026340	6027300	961	.	0.454735	161.468262	1.273245	0.473125	1.766334	60	224	0	1459
7	6029389	6029629	241	.	0.3361	114.73029	0.904696	0.575636	1.080302	73	137	0	303
7	6031586	6031706	121	.	0.396694	66.85124	0.52715	0.394271	0.622948	50	79	0	111
7	6035155	6035275	121	.	0.421488	109.008264	0.859576	0.65449	0.985677	83	125	0	188
7	6036917	6037157	241	.	0.369295	48.576763	0.383048	0.212906	0.536208	27	68	0	138
7	6038616	6038943	328	.	0.411585	120.204268	0.947861	0.244448	1.308979	31	166	0	399
7	6042056	6042296	241	.	0.46888	132.746888	1.046765	0.544094	1.379948	69	175	0	357
7	6043312	6043432	121	.	0.454545	98.818182	0.779223	0.615063	0.851625	78	108	0	168
7	6043586	6043706	121	.	0.338843	77.53719	0.611413	0.3785	0.733344	48	93	0	134
7	6045473	6045713	241	.	0.40249	119.950207	0.945858	0.622948	1.127615	79	143	0	328
7	6048579	6048699	121	.	0.661157	94.561983	0.745661	0.528323	0.883167	67	112	0	171
7	6075763	6075883	121	.	0.404959	99.099174	0.781438	0.583521	0.898938	74	114	0	163
7	6084250	6084370	121	.	0.438017	84.438017	0.665829	0.536208	0.749115	68	95	0	151
7	6092579	6092699	121	.	0.289256	53.900826	0.425031	0.260219	0.536208	33	68	0	100
7	6194214	6194334	121	.	0.677686	113.264463	0.893138	0.583521	1.127615	74	143	0	195
7	6199575	6199695	121	.	0.644628	115.479339	0.910603	0.630833	1.119729	80	142	0	191
7	6274604	6274724	121	.	0.487603	112.264463	0.885252	0.701802	1.001448	89	127	0	193
7	6426819	6426939	121	.	0.347107	80.760331	0.636829	0.48101	0.780656	61	99	0	134
7	11691236	11691356	121	.	0.380165	86.231405	0.679971	0.496781	0.796427	63	101	0	148
7	22987440	22987560	121	.	0.297521	87.92562	0.69333	0.46524	0.835854	59	106	0	152
7	32894443	32894563	121	.	0.545455	100.818182	0.794993	0.591406	0.906823	75	115	0	174
7	50467610	50468330	721	.	0.644938	192.527046	1.518156	0.757	1.766334	96	224	0	1333
7	50739395	50739515	121	.	0.396694	84.016529	0.662505	0.48101	0.804313	61	102	0	151
7	52528899	52529019	121	.	0.330579	62.983471	0.496651	0.362729	0.56775	46	72	0	120
7	54949908	54950028	121	.	0.512397	109.826446	0.866027	0.693917	0.985677	88	125	0	196
7	54970529	54970649	121	.	0.371901	83.735537	0.66029	0.46524	0.764886	59	97	0	138
7	55028414	55028534	121	.	0.487603	103.024793	0.812394	0.615063	1.001448	78	127	0	187
7	55072163	55072283	121	.	0.553719	93.719008	0.739014	0.488896	0.930479	62	118	0	160
7	55109117	55109237	121	.	0.421488	74.322314	0.586063	0.417927	0.686031	53	87	0	118
7	55140236	55140356	121	.	0.396694	82.347107	0.649341	0.473125	0.749115	60	95	0	140
7	55156743	55156863	121	.	0.231405	65.31405	0.515029	0.299646	0.591406	38	75	0	113
7	55179340	55179460	121	.	0.520661	108.347107	0.854362	0.686031	0.977792	87	124	0	198
7	55205870	55205990	121	.	0.330579	73.31405	0.578112	0.46524	0.693917	59	88	0	127
7	55210970	55211210	241	.	0.456432	139.792531	1.102323	0.686031	1.340521	87	170	0	375
7	55214288	55214408	121	.	0.570248	106.132231	0.836897	0.536208	1.017219	68	129	0	178
7	55220238	55220358	121	.	0.661157	108.528926	0.855796	0.646604	0.977792	82	124	0	182
7	55221387	55221507	121	.	0.330579	90.528926	0.713858	0.559865	0.820083	71	104	0	159
7	55221654	55222894	1241	.	0.473811	171.742143	1.354259	0.701802	1.805761	89	229	0	1992
7	55223114	55223524	411	.	0.479319	161.613139	1.274387	0.717573	1.608625	91	204	0	684
7	55232931	55233171	241	.	0.539419	156.609959	1.234935	0.812198	1.403604	103	178	0	425
7	55240796	55241795	1000	.	0.539	214.126	1.688473	1.017219	2.121177	129	269	0	2019
7	55242404	55242524	121	.	0.446281	92.322314	0.728	0.504667	0.867396	64	110	0	157
7	55244678	55244798	121	.	0.512397	83.297521	0.656836	0.370615	0.780656	47	99	0	144
7	55248958	55249198	241	.	0.59751	153.643154	1.21154	0.827969	1.435146	105	182	0	415
7	55250382	55250502	121	.	0.528926	125.024793	0.985873	0.741229	1.159156	94	147	0	219
7	55253138	55253258	121	.	0.61157	104.983471	0.827839	0.56775	0.985677	72	125	0	182
7	55259370	55259610	241	.	0.53112	159.93361	1.261143	0.84374	1.506115	107	191	0	437
7	55259888	55260008	121	.	0.61157	115.206612	0.908452	0.662375	1.056646	84	134	0	191
7	55260437	55260557	121	.	0.454545	99.082645	0.781308	0.615063	0.898938	78	114	0	178
7	55266363	55266603	241	.	0.518672	158.340249	1.248579	0.804313	1.490344	102	189	0	429
7	55267997	55268913	917	.	0.497274	189.005453	1.490387	0.875281	1.868844	111	237	0	1676
7	55268998	55270262	1265	.	0.454545	179.309881	1.413933	0.804313	1.908271	102	242	0	2163
7	55278792	55278912	121	.	0.438017	79.917355	0.630182	0.425813	0.796427	54	101	0	123
7	55306539	55306659	121	.	0.413223	96.661157	0.762214	0.520438	0.875281	66	111	0	159
7	55337149	55337269	121	.	0.561983	128.38843	1.012396	0.725458	1.182813	92	150	0	210
7	55381131	55381251	121	.	0.46281	88.231405	0.695742	0.496781	0.812198	63	103	0	149
7	55428919	55429039	121	.	0.454545	101.520661	0.800533	0.638719	0.898938	81	114	0	177
7	56749147	56749267	121	.	0.371901	89.909091	0.708971	0.504667	0.820083	64	104	0	150
7	64721486	64721606	121	.	0.553719	117.355372	0.925396	0.678146	1.088188	86	138	0	203
7	70859431	70859551	121	.	0.454545	105.991736	0.835789	0.591406	0.954136	75	121	0	188
7	78021576	78021696	121	.	0.396694	97.264463	0.766971	0.473125	0.938365	60	119	0	160
7	83542113	83542233	121	.	0.38843	69.413223	0.547352	0.3785	0.65449	48	83	0	124
7	85608047	85608167	121	.	0.272727	71.950413	0.567359	0.3785	0.701802	48	89	0	123
7	91179831	91179951	121	.	0.322314	90.561983	0.714119	0.56775	0.812198	72	103	0	154
7	97097027	97097147	121	.	0.289256	71.22314	0.561624	0.425813	0.646604	54	82	0	122
7	103122585	103122705	121	.	0.438017	80.719008	0.636503	0.512552	0.741229	65	94	0	140
7	103214880	103215000	121	.	0.380165	84.264463	0.664461	0.473125	0.812198	60	103	0	146
7	116129093	116129213	121	.	0.446281	76.570248	0.603788	0.457354	0.709688	58	90	0	132
7	116140556	116140676	121	.	0.561983	94.305785	0.743641	0.536208	0.898938	68	114	0	163
7	116155917	116156037	121	.	0.404959	47.107438	0.371462	0.27599	0.473125	35	60	0	95
7	116160464	116160584	121	.	0.322314	89.280992	0.704018	0.544094	0.804313	69	102	0	159
7	116186181	116186301	121	.	0.38843	106.933884	0.843218	0.65449	0.977792	83	124	0	181
7	116214582	116214702	121	.	0.479339	93.958678	0.740903	0.56775	0.875281	72	111	0	173
7	116224775	116224895	121	.	0.330579	93.991736	0.741164	0.583521	0.859511	74	109	0	163
7	116312379	116312499	121	.	0.809917	79.322314	0.62549	0.48101	0.749115	61	95	0	145
7	116331310	116331430	121	.	0.231405	78.727273	0.620797	0.425813	0.741229	54	94	0	128
7	116354465	116354585	121	.	0.446281	72.644628	0.572833	0.433698	0.646604	55	82	0	129
7	116381010	116381130	121	.	0.446281	68.140496	0.537316	0.244448	0.678146	31	86	0	118
7	116381147	116381267	121	.	0.31405	64.520661	0.508772	0.354844	0.599292	45	76	0	118
7	116405327	116405447	121	.	0.338843	13.61157	0.107333	0.007885	0.157708	1	20	0	26
7	116409624	116409744	121	.	0.347107	42.818182	0.337639	0.236563	0.441583	30	56	0	84
7	116411510	116415170	3661	.	0.36602	160.782573	1.267838	0.749115	1.734792	95	220	0	5423
7	116417423	116417543	121	.	0.363636	72.371901	0.570683	0.449469	0.678146	57	86	0	120
7	116418800	116419040	241	.	0.448133	155.543568	1.226526	0.812198	1.403604	103	178	0	427
7	116422036	116422156	121	.	0.396694	90.710744	0.715292	0.583521	0.820083	74	104	0	160
7	116423320	116423560	241	.	0.390041	124.06639	0.978315	0.622948	1.159156	79	147	0	334
7	116433570	116433690	121	.	0.438017	83.694215	0.659964	0.46524	0.812198	59	103	0	149
7	116435657	116435897	241	.	0.448133	154.124481	1.215336	0.772771	1.474573	98	187	0	458
7	116435939	116436179	241	.	0.46473	148.485477	1.17087	0.678146	1.395719	86	177	0	418
7	116437146	116437266	121	.	0.280992	86.22314	0.679905	0.520438	0.796427	66	101	0	140
7	116443014	116443134	121	.	0.438017	81.669421	0.643998	0.504667	0.733344	64	93	0	146
7	116448743	116448863	121	.	0.454545	92.297521	0.727805	0.520438	0.867396	66	110	0	164
7	116455958	116456078	121	.	0.322314	71.429752	0.563253	0.402156	0.678146	51	86	0	134
7	116468854	116468974	121	.	0.380165	113.247934	0.893007	0.646604	1.009333	82	128	0	190
7	116528503	116528623	121	.	0.305785	59.735537	0.47104	0.323302	0.551979	41	70	0	104
7	116569159	116569279	121	.	0.371901	60.950413	0.480619	0.331188	0.559865	42	71	0	108
7	116577064	116577184	121	.	0.413223	67.173554	0.529692	0.3785	0.599292	48	76	0	121
7	121090799	121090919	121	.	0.446281	99.826446	0.787173	0.544094	0.94625	69	120	0	163
7	124532317	124532437	121	.	0.380165	72.371901	0.570683	0.394271	0.662375	50	84	0	125
7	139338073	139338193	121	.	0.404959	86.190083	0.679645	0.536208	0.788542	68	100	0	159
7	140434363	140434603	241	.	0.435685	79.153527	0.624159	0.110396	0.820083	14	104	0	206
7	140439559	140439799	241	.	0.381743	122	0.962021	0.591406	1.1355	75	144	0	328
7	140449033	140449273	241	.	0.344398	131.896266	1.040057	0.65449	1.269552	83	161	0	347
7	140453074	140453194	121	.	0.404959	73.958678	0.583195	0.425813	0.686031	54	87	0	129
7	140453950	140454070	121	.	0.380165	73.793388	0.581892	0.441583	0.693917	56	88	0	129
7	140476680	140476920	241	.	0.39834	110.170124	0.868737	0.410042	1.056646	52	134	0	294
7	140477773	140477893	121	.	0.413223	78.016529	0.615193	0.449469	0.701802	57	89	0	131
7	140481374	140481737	364	.	0.335165	132.873626	1.047764	0.544094	1.395719	69	177	0	508
7	140481957	140482397	441	.	0.287982	100.968254	0.796177	0.354844	1.056646	45	134	0	518
7	140482407	140482877	471	.	0.335456	164.983015	1.30096	1.088188	1.474573	138	187	0	851
7	140482932	140484482	1551	.	0.323017	147.000645	1.159162	0.323302	1.514	41	192	0	2159
7	140484732	140486852	2121	.	0.356436	154.768977	1.220418	0.536208	1.561313	68	198	0	3015
7	140487132	140487686	555	.	0.302703	118.427027	0.933847	0.260219	1.22224	33	155	0	628
7	140487926	140488406	481	.	0.264033	119.887734	0.945365	0.473125	1.167042	60	148	0	584
7	140489006	140489486	481	.	0.301455	121.923077	0.961414	0.165594	1.348406	21	171	0	574
7	140489846	140490566	721	.	0.355062	156.649098	1.235244	0.638719	1.624396	81	206	0	1087
7	140490926	140493446	2521	.	0.349861	155.940896	1.229659	0.370615	1.529771	47	194	0	3607
7	140493806	140494166	361	.	0.31856	143.01385	1.127724	0.780656	1.387834	99	176	0	563
7	140494214	140495894	1681	.	0.33373	139.61749	1.100942	0.551979	1.427261	70	181	0	2200
7	140496134	140498054	1921	.	0.33368	137.800104	1.086611	0.070969	1.474573	9	187	0	2398
7	140498534	140498654	121	.	0.371901	54.099174	0.426595	0.260219	0.544094	33	69	0	90
7	140498914	140500214	1301	.	0.352806	163.659493	1.290523	0.622948	1.687479	79	214	0	1993
7	144662614	144662734	121	.	0.38843	83.809917	0.660876	0.473125	0.772771	60	98	0	147
7	148508705	148508825	121	.	0.429752	89.181818	0.703236	0.504667	0.859511	64	109	0	152
7	150486023	150486143	121	.	0.545455	91.900826	0.724676	0.56775	0.827969	72	105	0	164
7	151920983	151921103	121	.	0.272727	90.14876	0.710861	0.520438	0.84374	66	107	0	155
7	158450905	158451025	121	.	0.404959	73.107438	0.576483	0.402156	0.662375	51	84	0	125
8	565172	565292	121	.	0.46281	102.421488	0.807636	0.599292	0.938365	76	119	0	170
8	5498351	5498471	121	.	0.504132	95.760331	0.75511	0.48101	0.875281	61	111	0	166
8	6327214	6327334	121	.	0.289256	74.008264	0.583586	0.441583	0.670261	56	85	0	125
8	16704039	16704159	121	.	0.338843	53.305785	0.420338	0.212906	0.512552	27	65	0	85
8	18464870	18464990	121	.	0.46281	105.876033	0.834877	0.630833	1.001448	80	127	0	184
8	24533133	24533253	121	.	0.421488	80.487603	0.634678	0.386385	0.788542	49	100	0	135
8	36092361	36092481	121	.	0.413223	91.933884	0.724937	0.528323	0.875281	67	111	0	155
8	38271114	38271354	241	.	0.659751	174.240664	1.37396	0.938365	1.624396	119	206	0	529
8	38271428	38271548	121	.	0.603306	253.46281	1.99866	1.726907	2.16849	219	275	0	467
8	38271618	38271858	241	.	0.614108	203	1.60074	0.94625	2.026552	120	257	0	591
8	38272052	38272172	121	.	0.53719	136.586777	1.077044	0.883167	1.167042	112	148	0	266
8	38272238	38272478	241	.	0.568465	143.705394	1.133177	0.733344	1.269552	93	161	0	418
8	38273363	38273603	241	.	0.622407	261.365145	2.060973	0.993563	2.554875	126	324	0	677
8	38274819	38274939	121	.	0.495868	136.950413	1.079911	0.749115	1.245896	95	158	0	215
8	38275328	38275568	241	.	0.518672	159.257261	1.25581	0.741229	1.529771	94	194	0	440
8	53901226	53901346	121	.	0.371901	98.876033	0.779679	0.528323	0.922594	67	117	0	165
8	55374910	55375030	121	.	0.322314	44.214876	0.348653	0.212906	0.417927	27	53	0	75
8	59337193	59337313	121	.	0.504132	35.024793	0.276185	0.08674	0.65449	11	83	0	121
8	59790150	59790270	121	.	0.371901	94.702479	0.746769	0.544094	0.883167	69	112	0	167
8	65193077	65193197	121	.	0.330579	85.231405	0.672085	0.48101	0.812198	61	103	0	143
8	81288865	81288985	121	.	0.338843	76.272727	0.601442	0.425813	0.733344	54	93	0	138
8	90282751	90282871	121	.	0.280992	77.330579	0.609784	0.449469	0.741229	57	94	0	127
8	97963751	97963871	121	.	0.305785	96.884298	0.763973	0.520438	0.954136	66	121	0	165
8	109235798	109235918	121	.	0.363636	67.173554	0.529692	0.410042	0.646604	52	82	0	120
8	117864900	117865020	121	.	0.264463	38.743802	0.305511	0.205021	0.402156	26	51	0	75
8	120071838	120071958	121	.	0.429752	92.53719	0.729694	0.46524	0.859511	59	109	0	153
8	125874899	125875019	121	.	0.404959	72.950413	0.575244	0.425813	0.693917	54	88	0	133
8	128547661	128547781	121	.	0.264463	81.528926	0.64289	0.449469	0.764886	57	97	0	146
8	128559590	128559710	121	.	0.355372	89.603306	0.70656	0.48101	0.812198	61	103	0	159
8	128570999	128571119	121	.	0.61157	93.53719	0.73758	0.512552	0.883167	65	112	0	153
8	128606543	128606663	121	.	0.429752	96.247934	0.758955	0.551979	0.938365	70	119	0	171
8	128631610	128631730	121	.	0.636364	98.008264	0.772836	0.528323	0.938365	67	119	0	218
8	128652345	128652465	121	.	0.355372	69.413223	0.547352	0.394271	0.630833	50	80	0	121
8	128662232	128662352	121	.	0.495868	99.818182	0.787108	0.520438	0.962021	66	122	0	171
8	128700485	128700605	121	.	0.429752	96.801653	0.763321	0.551979	0.898938	70	114	0	167
8	128704398	128704518	121	.	0.438017	94.61157	0.746052	0.575636	0.875281	73	111	0	165
8	128750460	128751300	841	.	0.642093	171.802616	1.354735	0.796427	1.719021	101	218	0	1412
8	128773147	128773267	121	.	0.53719	97.92562	0.772184	0.607177	0.898938	77	114	0	176
8	128825235	128825355	121	.	0.322314	55.272727	0.435849	0.228677	0.559865	29	71	0	91
8	128829498	128829618	121	.	0.347107	39.099174	0.308313	0.10251	0.425813	13	54	0	58
8	128858468	128858588	121	.	0.479339	86.008264	0.678211	0.504667	0.804313	64	102	0	146
8	128866045	128866165	121	.	0.38843	53.099174	0.418709	0.283875	0.520438	36	66	0	89
8	128881641	128881761	121	.	0.355372	72.404959	0.570943	0.417927	0.670261	53	85	0	124
8	128941476	128941596	121	.	0.504132	60.140496	0.474233	0.307531	0.544094	39	69	0	105
8	128950298	128950418	121	.	0.512397	98.280992	0.774987	0.536208	0.938365	68	119	0	173
8	128961687	128961807	121	.	0.586777	39.330579	0.310138	0.141938	0.3785	18	48	0	65
8	128979948	128980068	121	.	0.429752	91.454545	0.721157	0.520438	0.827969	66	105	0	165
8	128991193	128991313	121	.	0.421488	114.471074	0.902652	0.678146	1.009333	86	128	0	196
8	131098102	131098222	121	.	0.495868	80.793388	0.63709	0.488896	0.725458	62	92	0	145
8	139766418	139766538	121	.	0.363636	75.950413	0.598901	0.46524	0.725458	59	92	0	139
8	145738528	145738648	121	.	0.702479	19.570248	0.15432	0.039427	0.205021	5	26	0	49
9	421920	422040	121	.	0.413223	90.603306	0.714445	0.504667	0.835854	64	106	0	143
9	5073682	5073802	121	.	0.355372	91.22314	0.719333	0.528323	0.827969	67	105	0	161
9	8341227	8341347	121	.	0.396694	40.570248	0.319913	0.236563	0.402156	30	51	0	81
9	10094838	10094958	121	.	0.338843	81.842975	0.645366	0.410042	0.780656	52	99	0	142
9	16206700	16206820	121	.	0.471074	91.570248	0.72207	0.536208	0.851625	68	108	0	150
9	21968175	21968295	121	.	0.487603	89.239669	0.703692	0.551979	0.812198	70	103	0	158
9	21968687	21968807	121	.	0.487603	104.363636	0.822951	0.536208	1.009333	68	128	0	181
9	21970874	21971234	361	.	0.684211	165.789474	1.307319	0.764886	1.584969	97	201	0	621
9	21974471	21974831	361	.	0.65374	166.055402	1.309416	0.693917	1.655938	88	210	0	632
9	21994114	21994354	241	.	0.680498	161.946058	1.277012	0.875281	1.466688	111	186	0	448
9	27687099	27687219	121	.	0.330579	66.214876	0.522132	0.402156	0.646604	51	82	0	111
9	31112797	31112917	121	.	0.280992	79.454545	0.626532	0.46524	0.772771	59	98	0	136
9	32890528	32890648	121	.	0.396694	78.421488	0.618386	0.457354	0.725458	58	92	0	134
9	75047001	75047121	121	.	0.347107	66.396694	0.523566	0.410042	0.583521	52	74	0	124
9	80343535	80343655	121	.	0.305785	35.752066	0.28192	0.236563	0.323302	30	41	0	77
9	80409323	80409563	241	.	0.348548	142.26971	1.121856	0.693917	1.332636	88	169	0	388
9	87315057	87315177	121	.	0.380165	86.743802	0.684011	0.544094	0.772771	69	98	0	155
9	87549022	87549262	241	.	0.435685	157.962656	1.245602	0.835854	1.435146	106	182	0	433
9	87563343	87563583	241	.	0.564315	148.236515	1.168907	0.780656	1.41149	99	179	0	400
9	87570177	87570537	361	.	0.587258	199.781163	1.575358	0.749115	2.113292	95	268	0	752
9	87635080	87635320	241	.	0.568465	157.207469	1.239647	0.796427	1.466688	101	186	0	424
9	87636139	87636379	241	.	0.572614	159.236515	1.255646	0.804313	1.561313	102	198	0	433
9	92495016	92495136	121	.	0.487603	87.016529	0.686162	0.520438	0.804313	66	102	0	151
9	93650704	93650824	121	.	0.380165	43.173554	0.340442	0.228677	0.386385	29	49	0	80
9	98209164	98209764	601	.	0.657238	163.124792	1.286307	0.693917	1.687479	88	214	0	987
9	98211298	98211658	361	.	0.620499	187.216066	1.476277	0.757	1.924042	96	244	0	710
9	98212113	98212233	121	.	0.504132	93.330579	0.735951	0.512552	0.875281	65	111	0	160
9	98215711	98215951	241	.	0.547718	142.261411	1.121791	0.686031	1.348406	87	171	0	383
9	98218506	98218746	241	.	0.556017	140.099585	1.104744	0.757	1.253781	96	159	0	388
9	98220255	98220615	361	.	0.559557	149.512465	1.178968	0.662375	1.490344	84	189	0	573
9	98221854	98222094	241	.	0.53527	119.481328	0.94216	0.646604	1.127615	82	143	0	331
9	98224089	98224329	241	.	0.526971	160.136929	1.262747	0.875281	1.498229	111	190	0	446
9	98229372	98229732	361	.	0.473684	166.019391	1.309132	0.898938	1.553427	114	197	0	648
9	98230994	98231474	481	.	0.56341	172.303534	1.358685	0.607177	1.868844	77	237	0	807
9	98232094	98232214	121	.	0.446281	81.785124	0.64491	0.512552	0.741229	65	94	0	138
9	98238258	98238498	241	.	0.585062	158.742739	1.251753	0.875281	1.490344	111	189	0	434
9	98239030	98239150	121	.	0.421488	101.090909	0.797144	0.622948	0.930479	79	118	0	172
9	98239787	98240027	241	.	0.551867	173.282158	1.366402	0.725458	1.616511	92	205	0	473
9	98240283	98240523	241	.	0.518672	143.170124	1.128956	0.796427	1.293209	101	164	0	394
9	98241236	98241476	241	.	0.53527	150.692946	1.188277	0.827969	1.348406	105	171	0	419
9	98242191	98242431	241	.	0.456432	147.921162	1.16642	0.615063	1.356292	78	172	0	403
9	98242651	98242891	241	.	0.497925	137.717842	1.085963	0.709688	1.269552	90	161	0	378
9	98244217	98244337	121	.	0.396694	84.305785	0.664786	0.48101	0.749115	61	95	0	161
9	98244390	98244510	121	.	0.347107	102.958678	0.811872	0.638719	0.922594	81	117	0	176
9	98247941	98248181	241	.	0.46888	157.863071	1.244816	0.583521	1.545542	74	196	0	425
9	98268665	98268905	241	.	0.568465	132.082988	1.04153	0.725458	1.214354	92	154	0	363
9	98270423	98270663	241	.	0.742739	126.883817	1.000532	0.662375	1.143386	84	145	0	365
9	98278692	98278812	121	.	0.768595	78.702479	0.620602	0.473125	0.686031	60	87	0	154
9	98278883	98279123	241	.	0.560166	144.526971	1.139656	0.851625	1.395719	108	177	0	410
9	100968538	100968658	121	.	0.256198	61.355372	0.483813	0.299646	0.575636	38	73	0	97
9	101900136	101900376	241	.	0.410788	115.356846	0.909637	0.551979	1.127615	70	143	0	306
9	101911404	101911644	241	.	0.373444	100.352697	0.791323	0.48101	0.985677	61	125	0	269
9	107040653	107040773	121	.	0.371901	80.487603	0.634678	0.449469	0.709688	57	90	0	133
9	113137340	113137460	121	.	0.371901	76.008264	0.599357	0.410042	0.701802	52	89	0	133
9	125767480	125767600	121	.	0.272727	66.735537	0.526238	0.055198	0.65449	7	83	0	123
9	127911896	127912256	361	.	0.409972	150.634349	1.187815	0.536208	1.529771	68	194	0	559
9	135771582	135772182	601	.	0.545757	180.963394	1.426972	0.638719	1.758448	81	223	0	1048
9	135772531	135772771	241	.	0.448133	180.912863	1.426574	0.883167	1.671709	112	212	0	538
9	135772784	135773024	241	.	0.410788	105.141079	0.829081	0.055198	1.356292	7	172	0	319
9	135776043	135776283	241	.	0.485477	157.282158	1.240236	0.686031	1.498229	87	190	0	415
9	135776971	135777091	121	.	0.528926	104.355372	0.822886	0.575636	0.985677	73	125	0	188
9	135777963	135778203	241	.	0.460581	153.394191	1.209577	0.733344	1.482459	93	188	0	409
9	135779001	135779241	241	.	0.547718	165.493776	1.304988	0.820083	1.608625	104	204	0	443
9	135779760	135779880	121	.	0.438017	85.495868	0.674171	0.457354	0.804313	58	102	0	141
9	135780912	135781632	721	.	0.527046	199.105409	1.570029	0.725458	2.026552	92	257	0	1370
9	135782110	135782230	121	.	0.413223	70.082645	0.552631	0.354844	0.662375	45	84	0	123
9	135782662	135782782	121	.	0.38843	101.578512	0.800989	0.559865	0.930479	71	118	0	170
9	135785848	135786088	241	.	0.53527	138.481328	1.091983	0.622948	1.348406	79	171	0	376
9	135786385	135786505	121	.	0.479339	93.272727	0.735494	0.551979	0.820083	70	104	0	150
9	135786742	135786982	241	.	0.489627	98.377593	0.775748	0.354844	0.969906	45	123	0	251
9	135787637	135787877	241	.	0.427386	115.26971	0.90895	0.622948	1.103959	79	140	0	309
9	135796726	135796846	121	.	0.429752	93.570248	0.737841	0.488896	0.867396	62	110	0	166
9	135797163	135797403	241	.	0.435685	136.858921	1.07919	0.65449	1.356292	83	172	0	369
9	135798687	135798927	241	.	0.481328	141.547718	1.116163	0.772771	1.316865	98	167	0	385
9	135800930	135801170	241	.	0.414938	122.448133	0.965555	0.504667	1.206469	64	153	0	324
9	135802580	135802700	121	.	0.495868	69.289256	0.546375	0.370615	0.662375	47	84	0	122
9	135804146	135804266	121	.	0.53719	96.446281	0.760519	0.559865	0.867396	71	110	0	161
9	136548739	136548859	121	.	0.628099	113.917355	0.898286	0.701802	1.03299	89	131	0	191
9	137328266	137328506	241	.	0.614108	166.257261	1.311008	0.914708	1.624396	116	206	0	454
9	138829649	138829769	121	.	0.438017	82.826446	0.653121	0.46524	0.820083	59	104	0	145
9	139412176	139412416	241	.	0.6639	164.240664	1.295106	0.898938	1.482459	114	188	0	448
9	139413039	139413279	241	.	0.618257	152.377593	1.201561	0.780656	1.443031	99	183	0	412
10	1509987	1510107	121	.	0.53719	92.702479	0.730998	0.559865	0.835854	71	106	0	168
10	8097559	8097919	361	.	0.722992	164.800554	1.299521	0.646604	1.742677	82	221	0	619
10	8100236	8100836	601	.	0.69218	172.677205	1.361632	0.717573	1.70325	91	216	0	1021
10	8105908	8106148	241	.	0.551867	139.190871	1.097578	0.638719	1.356292	81	172	0	381
10	8111378	8111618	241	.	0.522822	131.448133	1.036523	0.394271	1.348406	50	171	0	354
10	8115627	8115987	361	.	0.506925	112.581717	0.887754	0.260219	1.301094	33	165	0	456
10	15009308	15009428	121	.	0.404959	76.471074	0.603006	0.425813	0.717573	54	91	0	131
10	18471901	18472021	121	.	0.380165	63.413223	0.50004	0.362729	0.599292	46	76	0	106
10	26579976	26580096	121	.	0.46281	111.256198	0.877302	0.56775	1.009333	72	128	0	181
10	34717536	34717656	121	.	0.454545	76.768595	0.605352	0.473125	0.701802	60	89	0	130
10	43052920	43053040	121	.	0.280992	68.198347	0.537772	0.417927	0.622948	53	79	0	117
10	43595784	43595904	121	.	0.371901	39.92562	0.31483	0.236563	0.354844	30	45	0	83
10	43606870	43608346	1477	.	0.60325	207.319567	1.634801	0	1.987125	0	252	0.000677	2918
10	43608408	43612226	3819	.	0.600157	197.871432	1.560299	0.299646	2.002896	38	254	0	6946
10	43613815	43613935	121	.	0.553719	109.479339	0.86329	0.693917	0.977792	88	124	0	197
