# HOMER Peaks
# Peak finding parameters:
# tag directory = /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_H12
#
# total peaks = 28592
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 210
# genome size = 2000000000
# Total tags = 13325162.5
# Total tags in peaks = 3561820.5
# Approximate IP efficiency = 26.73%
# tags per bp = 0.006140
# expected tags per peak = 6.140
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# FDR rate threshold = 0.100000000
# FDR effective poisson threshold = 6.479868e-04
# FDR tag threshold = 16.0
# number of putative peaks = 37486
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 8892
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 2
#
# cmd = /hpcdata/sg/sg_data/users/narayananm/tools/homer/bin/findPeaks /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_H12 -size 1000 -minDist 2500 -fdr 0.10 -o /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homer/Project_ATACseq/Sample_H12/H12.peaks1kb.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	Not used	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr12-910	chr12	100573395	100574395	+	37.1	0.000	51.000000	7.96	2.98e-27	0.98
chr12-927	chr12	101671108	101672108	+	37.1	0.000	49.500000	7.13	3.20e-25	0.99
chr12-928	chr12	123120260	123121260	+	37.1	0.000	49.500000	8.03	2.03e-27	1.00
chr12-933	chr12	132506333	132507333	+	37.1	0.000	49.000000	7.82	6.37e-27	0.99
chr13-423	chr13	49219998	49220998	+	37.1	0.000	49.000000	5.43	2.32e-20	0.98
chr14-605	chr14	22536577	22537577	+	37.1	0.000	49.500000	4.18	5.96e-16	0.98
chr14-619	chr14	51419440	51420440	+	37.1	0.000	48.000000	19.80	4.48e-45	1.01
chr14-621	chr14	75050795	75051795	+	37.1	0.000	48.000000	20.25	1.57e-45	1.02
chr14-599	chr14	76761315	76762315	+	37.1	0.000	51.000000	11.28	6.68e-34	0.97
chr14-626	chr14	89220807	89221807	+	37.1	0.000	47.500000	13.10	7.83e-37	1.01
chr14-598	chr14	101876183	101877183	+	37.1	0.000	51.500000	11.28	6.68e-34	0.98
chr15-535	chr15	28106485	28107485	+	37.1	0.000	46.000000	6.36	3.66e-23	1.04
chr15-518	chr15	70558921	70559921	+	37.1	0.000	48.500000	10.01	1.33e-31	1.00
chr16-623	chr16	1379019	1380019	+	37.1	0.000	49.000000	9.38	2.36e-30	0.98
chr16-616	chr16	87713000	87714000	+	37.1	0.000	50.000000	11.14	1.17e-33	0.98
chr17-844	chr17	5281745	5282745	+	37.1	0.000	48.500000	12.73	2.91e-36	1.00
chr17-817	chr17	5468191	5469191	+	37.1	0.000	50.500000	11.88	6.51e-35	0.97
chr17-824	chr17	18157815	18158815	+	37.1	0.000	50.000000	6.91	1.20e-24	0.98
chr17-821	chr17	39867128	39868128	+	37.1	0.000	50.500000	4.07	1.68e-15	0.98
chr17-783	chr17	45409688	45410688	+	37.1	0.000	54.000000	8.10	1.37e-27	0.98
chr17-833	chr17	58487392	58488392	+	37.1	0.000	49.500000	12.55	5.52e-36	0.97
chr17-808	chr17	63998077	63999077	+	37.1	0.000	51.500000	6.80	2.30e-24	0.97
chr17-835	chr17	77382105	77383105	+	37.1	0.000	49.500000	7.19	2.28e-25	1.01
chr17-843	chr17	80035956	80036956	+	37.1	0.000	49.000000	11.88	6.51e-35	1.01
chr17-830	chr17	81927522	81928522	+	37.1	0.000	50.000000	6.23	8.78e-23	1.05
chr19-851	chr19	862119	863119	+	37.1	0.000	50.500000	5.37	3.77e-20	0.99
chr19-854	chr19	13116314	13117314	+	37.1	0.000	50.500000	6.02	3.61e-22	0.99
chr19-891	chr19	45075888	45076888	+	37.1	0.000	48.000000	5.01	6.01e-19	1.04
chr20-387	chr20	290006	291006	+	37.1	0.000	49.000000	10.61	1.03e-32	0.99
chr20-386	chr20	32509471	32510471	+	37.1	0.000	50.000000	10.24	4.89e-32	0.98
chr22-317	chr22	39597858	39598858	+	37.1	0.000	48.500000	5.94	6.25e-22	1.02
chrX-516	chrX	15757720	15758720	+	37.1	0.000	51.000000	8.82	3.42e-29	0.98
chrX-536	chrX	20412562	20413562	+	37.1	0.000	49.000000	9.48	1.48e-30	0.98
chrX-532	chrX	63350586	63351586	+	37.1	0.000	49.500000	7.75	9.25e-27	0.97
chrX-528	chrX	69503738	69504738	+	37.1	0.000	50.000000	8.33	4.17e-28	0.97
chrX-550	chrX	71622227	71623227	+	37.1	0.000	46.500000	4.57	2.09e-17	1.04
chr1-1718	chr1	31771766	31772766	+	36.8	0.000	49.500000	9.19	3.73e-30	1.00
chr1-1714	chr1	36350464	36351464	+	36.8	0.000	50.000000	10.76	3.53e-33	1.01
chr1-1653	chr1	52927020	52928020	+	36.8	0.000	53.000000	8.40	1.85e-28	0.99
chr1-1658	chr1	66769426	66770426	+	36.8	0.000	52.500000	7.54	1.93e-26	1.01
chr1-1751	chr1	92029555	92030555	+	36.8	0.000	47.500000	10.38	1.74e-32	1.01
chr1-1727	chr1	169667065	169668065	+	36.8	0.000	49.000000	9.28	2.36e-30	0.99
chr1-1723	chr1	206765981	206766981	+	36.8	0.000	49.500000	7.60	1.34e-26	1.00
chr1-1742	chr1	245953285	245954285	+	36.8	0.000	48.500000	4.59	1.15e-17	1.00
chr2-1290	chr2	25314019	25315019	+	36.8	0.000	49.500000	5.65	3.08e-21	0.99
chr2-1318	chr2	159091727	159092727	+	36.8	0.000	48.500000	7.81	4.37e-27	1.00
chr2-1362	chr2	174696861	174697861	+	36.8	0.000	46.000000	5.44	1.42e-20	1.05
chr2-1300	chr2	197152230	197153230	+	36.8	0.000	49.500000	6.04	2.06e-22	1.02
chr2-1343	chr2	234147130	234148130	+	36.8	0.000	47.500000	8.65	5.25e-29	1.02
chr2-1234	chr2	241271763	241272763	+	36.8	0.000	53.000000	7.74	6.37e-27	0.99
chr3-1078	chr3	45915529	45916529	+	36.8	0.000	48.000000	12.60	2.91e-36	1.01
chr3-1093	chr3	47056887	47057887	+	36.8	0.000	47.000000	13.78	4.99e-38	1.04
chr3-1094	chr3	52317272	52318272	+	36.8	0.000	47.000000	10.50	1.03e-32	1.05
chr3-1099	chr3	59857461	59858461	+	36.8	0.000	46.500000	13.78	4.99e-38	1.08
chr4-721	chr4	99055569	99056569	+	36.8	0.000	45.000000	9.38	1.48e-30	1.06
chr4-668	chr4	147799734	147800734	+	36.8	0.000	49.500000	10.14	4.89e-32	1.00
chr5-849	chr5	52914943	52915943	+	36.8	0.000	49.500000	10.14	4.89e-32	1.02
chr5-855	chr5	55037005	55038005	+	36.8	0.000	49.000000	16.33	2.08e-41	1.01
chr5-860	chr5	138132907	138133907	+	36.8	0.000	49.000000	13.36	2.02e-37	1.03
chr6-1044	chr6	34182355	34183355	+	36.8	0.000	49.500000	13.16	4.00e-37	1.00
chr6-1079	chr6	42547329	42548329	+	36.8	0.000	47.500000	17.29	1.49e-42	1.02
chr6-1068	chr6	89834798	89835798	+	36.8	0.000	48.000000	9.48	9.26e-31	1.01
chr6-1088	chr6	158518068	158519068	+	36.8	0.000	47.000000	10.02	8.10e-32	1.02
chr7-883	chr7	5240012	5241012	+	36.8	0.000	48.000000	9.59	5.76e-31	1.05
chr7-886	chr7	54773689	54774689	+	36.8	0.000	47.500000	9.38	1.48e-30	1.02
chr7-984	chr7	76461283	76462283	+	36.8	0.000	39.500000	88.20	2.93e-76	1.21
chr7-880	chr7	106767902	106768902	+	36.8	0.000	48.500000	5.22	7.70e-20	1.00
chr7-901	chr7	155738786	155739786	+	36.8	0.000	46.500000	6.89	8.69e-25	1.03
chr8-675	chr8	1787675	1788675	+	36.8	0.000	49.000000	5.07	2.45e-19	1.00
chr8-670	chr8	2203134	2204134	+	36.8	0.000	49.500000	5.38	2.32e-20	0.98
chr8-726	chr8	109325633	109326633	+	36.8	0.000	44.000000	12.97	7.83e-37	1.09
chr8-698	chr8	143430364	143431364	+	36.8	0.000	46.500000	4.69	5.09e-18	1.03
chr9-704	chr9	73107183	73108183	+	36.8	0.000	46.500000	11.76	6.51e-35	1.03
chr9-687	chr9	88921745	88922745	+	36.8	0.000	48.000000	11.76	6.51e-35	1.02
chr9-700	chr9	130053356	130054356	+	36.8	0.000	47.000000	12.42	5.52e-36	1.04
chr10-804	chr10	3764619	3765619	+	36.8	0.000	48.000000	8.82	2.22e-29	1.01
chr10-781	chr10	8438240	8439240	+	36.8	0.000	50.000000	12.25	1.04e-35	0.98
chr10-793	chr10	17002643	17003643	+	36.8	0.000	49.000000	4.64	7.67e-18	1.02
chr10-805	chr10	23368499	23369499	+	36.8	0.000	48.000000	8.09	9.28e-28	1.00
chr10-794	chr10	70602224	70603224	+	36.8	0.000	49.000000	11.61	1.18e-34	1.00
chr10-795	chr10	88934707	88935707	+	36.8	0.000	49.000000	4.48	3.09e-17	1.03
chr10-803	chr10	104935300	104936300	+	36.8	0.000	48.500000	10.76	3.53e-33	1.00
chr11-908	chr11	72781399	72782399	+	36.8	0.000	47.000000	9.19	3.73e-30	1.03
chr11-909	chr11	90240060	90241060	+	36.8	0.000	47.000000	10.26	2.93e-32	1.02
chr12-946	chr12	9906595	9907595	+	36.8	0.000	46.500000	14.70	2.63e-39	1.03
chr12-943	chr12	26853441	26854441	+	36.8	0.000	47.000000	7.74	6.37e-27	1.04
chr12-924	chr12	48118902	48119902	+	36.8	0.000	49.500000	18.00	2.34e-43	0.98
chr12-931	chr12	53738498	53739498	+	36.8	0.000	49.000000	5.19	9.73e-20	0.99
chr12-959	chr12	68538848	68539848	+	36.8	0.000	46.000000	9.38	1.48e-30	1.05
chr12-932	chr12	110349358	110350358	+	36.8	0.000	49.000000	14.95	1.22e-39	0.98
chr13-414	chr13	21060842	21061842	+	36.8	0.000	50.500000	6.78	1.67e-24	0.99
chr13-442	chr13	29080727	29081727	+	36.8	0.000	44.000000	15.75	1.11e-40	1.09
chr13-428	chr13	95176322	95177322	+	36.8	0.000	48.000000	11.61	1.18e-34	1.02
chr14-616	chr14	20960861	20961861	+	36.8	0.000	48.000000	11.03	1.17e-33	1.00
chr14-650	chr14	55212770	55213770	+	36.8	0.000	43.500000	11.92	3.56e-35	1.10
chr14-597	chr14	64549566	64550566	+	36.8	0.000	51.500000	8.65	5.25e-29	0.99
chr14-638	chr14	92603132	92604132	+	36.8	0.000	45.500000	18.38	9.00e-44	1.05
chr14-611	chr14	93970473	93971473	+	36.8	0.000	49.000000	13.57	1.01e-37	1.01
chr15-491	chr15	58484669	58485669	+	36.8	0.000	53.000000	12.78	1.52e-36	0.99
chr15-497	chr15	91319628	91320628	+	36.8	0.000	52.500000	10.63	6.05e-33	1.00
chr15-524	chr15	99443647	99444647	+	36.8	0.000	48.000000	8.17	6.24e-28	1.05
chr16-622	chr16	1351355	1352355	+	36.8	0.000	49.000000	12.25	1.04e-35	0.98
chr16-638	chr16	28622986	28623986	+	36.8	0.000	47.500000	36.75	5.90e-58	1.01
chr16-632	chr16	67150282	67151282	+	36.8	0.000	48.500000	5.92	4.75e-22	0.99
chr16-637	chr16	89534027	89535027	+	36.8	0.000	48.000000	27.56	5.05e-52	1.02
chr17-876	chr17	980624	981624	+	36.8	0.000	46.000000	6.94	6.25e-25	1.05
chr17-883	chr17	7650332	7651332	+	36.8	0.000	45.500000	12.25	1.04e-35	1.05
chr17-837	chr17	31008376	31009376	+	36.8	0.000	49.000000	21.00	1.80e-46	1.01
chr17-819	chr17	37642895	37643895	+	36.8	0.000	50.500000	13.78	4.99e-38	1.02
chr17-893	chr17	50139743	50140743	+	36.8	0.000	45.000000	6.49	1.10e-23	1.06
chr18-307	chr18	58818756	58819756	+	36.8	0.000	45.500000	11.03	1.17e-33	1.06
chr19-877	chr19	4182107	4183107	+	36.8	0.000	48.500000	6.58	5.92e-24	1.00
chr19-895	chr19	4831199	4832199	+	36.8	0.000	47.500000	10.14	4.89e-32	1.03
chr19-914	chr19	12956689	12957689	+	36.8	0.000	46.000000	11.16	6.68e-34	1.04
chr19-873	chr19	18044594	18045594	+	36.8	0.000	49.000000	24.50	1.30e-49	1.01
chr19-910	chr19	35267424	35268424	+	36.8	0.000	46.500000	6.44	1.49e-23	1.04
chr19-905	chr19	45439310	45440310	+	36.8	0.000	47.000000	5.73	1.83e-21	1.02
chr19-892	chr19	46016231	46017231	+	36.8	0.000	48.000000	6.94	6.25e-25	1.05
chr19-862	chr19	57947145	57948145	+	36.8	0.000	50.000000	25.94	8.84e-51	1.02
chr20-388	chr20	2524345	2525345	+	36.8	0.000	49.000000	8.17	6.24e-28	1.01
chr20-379	chr20	21505727	21506727	+	36.8	0.000	52.000000	4.45	3.75e-17	1.01
chr21-221	chr21	5128015	5129015	+	36.8	0.000	40.500000	40.09	9.25e-60	1.18
chr21-193	chr21	43728226	43729226	+	36.8	0.000	48.500000	10.89	2.04e-33	1.01
chr22-316	chr22	38984721	38985721	+	36.8	0.000	48.500000	7.74	6.37e-27	0.99
chrX-537	chrX	55908038	55909038	+	36.8	0.000	49.000000	9.48	9.26e-31	1.02
chrX-542	chrX	75155571	75156571	+	36.8	0.000	48.000000	8.73	3.42e-29	1.00
chrX-529	chrX	102900082	102901082	+	36.8	0.000	50.000000	15.21	5.56e-40	1.01
chrX-508	chrX	154019604	154020604	+	36.8	0.000	53.000000	4.79	2.20e-18	0.99
chr1-1743	chr1	5388625	5389625	+	36.4	0.000	48.000000	14.55	3.87e-38	0.99
chr1-1734	chr1	9787269	9788269	+	36.4	0.000	48.500000	10.91	1.30e-32	1.00
chr1-1750	chr1	40508268	40509268	+	36.4	0.000	47.500000	13.43	1.37e-36	1.00
chr1-1795	chr1	155250338	155251338	+	36.4	0.000	45.500000	5.49	3.71e-20	1.03
chr1-1745	chr1	236394926	236395926	+	36.4	0.000	48.000000	7.21	5.90e-25	1.01
chr2-1308	chr2	44478943	44479943	+	36.4	0.000	49.000000	17.82	4.22e-42	1.03
chr2-1295	chr2	72917222	72918222	+	36.4	0.000	49.500000	4.62	2.93e-17	0.98
chr2-1310	chr2	130144298	130145298	+	36.4	0.000	49.000000	10.27	1.81e-31	0.97
chr2-1297	chr2	176553705	176554705	+	36.4	0.000	49.500000	8.73	1.96e-28	0.99
chr2-1269	chr2	225002017	225003017	+	36.4	0.000	51.000000	5.94	1.65e-21	0.99
chr2-1419	chr2	234278450	234279450	+	36.4	0.000	43.500000	15.59	1.75e-39	1.10
chr3-1092	chr3	33054785	33055785	+	36.4	0.000	47.000000	11.05	7.48e-33	1.02
chr3-1066	chr3	40505596	40506596	+	36.4	0.000	49.000000	7.59	7.12e-26	0.98
chr3-1100	chr3	60056078	60057078	+	36.4	0.000	46.500000	8.91	8.29e-29	1.01
chr3-1086	chr3	66489898	66490898	+	36.4	0.000	47.500000	5.08	7.98e-19	1.01
chr3-1120	chr3	71511703	71512703	+	36.4	0.000	44.500000	14.31	8.09e-38	1.07
chr3-1055	chr3	112303463	112304463	+	36.4	0.000	50.000000	11.96	2.34e-34	0.98
chr3-1076	chr3	184261043	184262043	+	36.4	0.000	48.500000	4.10	2.48e-15	0.99
chr3-1070	chr3	185824848	185825848	+	36.4	0.000	49.000000	5.78	4.81e-21	0.98
chr3-1104	chr3	196604239	196605239	+	36.4	0.000	46.000000	5.94	1.65e-21	1.03
chr4-651	chr4	6199883	6200883	+	36.4	0.000	51.500000	5.56	2.25e-20	0.99
chr4-686	chr4	37815665	37816665	+	36.4	0.000	47.500000	19.40	8.79e-44	0.99
chr4-702	chr4	71009600	71010600	+	36.4	0.000	46.500000	6.42	7.14e-23	1.02
chr4-654	chr4	75655094	75656094	+	36.4	0.000	51.000000	6.77	8.27e-24	0.97
chr4-688	chr4	101417696	101418696	+	36.4	0.000	47.500000	8.73	1.96e-28	1.02
chr4-692	chr4	152010427	152011427	+	36.4	0.000	47.500000	5.86	2.82e-21	0.99
chr4-685	chr4	177339494	177340494	+	36.4	0.000	48.000000	8.16	3.45e-27	0.99
chr5-862	chr5	150485882	150486882	+	36.4	0.000	49.000000	5.78	4.81e-21	0.99
chr5-852	chr5	171418645	171419645	+	36.4	0.000	49.500000	4.72	1.30e-17	1.00
chr5-876	chr5	179607767	179608767	+	36.4	0.000	47.500000	4.93	2.41e-18	0.99
chr6-1066	chr6	7073472	7074472	+	36.4	0.000	48.000000	14.08	1.67e-37	0.99
chr6-1093	chr6	12125679	12126679	+	36.4	0.000	46.000000	10.91	1.30e-32	1.03
chr7-877	chr7	38215418	38216418	+	36.4	0.000	48.500000	7.46	1.46e-25	1.02
chr7-863	chr7	44145273	44146273	+	36.4	0.000	49.500000	7.94	1.11e-26	0.98
chr7-931	chr7	74269468	74270468	+	36.4	0.000	44.500000	13.23	2.71e-36	1.07
chr7-893	chr7	118213977	118214977	+	36.4	0.000	47.000000	14.08	1.67e-37	1.00
chr7-860	chr7	150502316	150503316	+	36.4	0.000	50.000000	8.16	3.45e-27	0.98
chr8-650	chr8	37275602	37276602	+	36.4	0.000	52.000000	9.39	8.80e-30	0.98
chr8-673	chr8	70141208	70142208	+	36.4	0.000	49.500000	8.08	5.11e-27	0.97
chr8-682	chr8	80138358	80139358	+	36.4	0.000	48.500000	6.93	3.14e-24	0.99
chr8-686	chr8	133616316	133617316	+	36.4	0.000	48.000000	9.59	3.46e-30	1.00
chr9-697	chr9	20940637	20941637	+	36.4	0.000	47.000000	10.78	2.23e-32	1.03
chr9-682	chr9	75071404	75072404	+	36.4	0.000	49.000000	13.03	5.28e-36	0.99
chr9-654	chr9	117782990	117783990	+	36.4	0.000	52.500000	7.86	1.62e-26	0.98
chr11-865	chr11	925568	926568	+	36.4	0.000	50.500000	6.47	5.29e-23	0.99
chr11-912	chr11	35821676	35822676	+	36.4	0.000	46.500000	6.87	4.35e-24	1.05
chr11-941	chr11	64000022	64001022	+	36.4	0.000	45.000000	9.00	5.35e-29	1.07
chr11-860	chr11	65780244	65781244	+	36.4	0.000	51.000000	5.74	6.25e-21	0.98
chr11-853	chr11	86955175	86956175	+	36.4	0.000	52.000000	4.34	2.94e-16	0.99
chr11-924	chr11	102469898	102470898	+	36.4	0.000	46.000000	8.24	2.32e-27	1.03
chr11-926	chr11	128157426	128158426	+	36.4	0.000	46.000000	11.64	7.67e-34	1.03
chr12-963	chr12	69161536	69162536	+	36.4	0.000	45.500000	4.41	1.68e-16	1.03
chr12-915	chr12	89663482	89664482	+	36.4	0.000	50.500000	5.02	1.25e-18	0.97
chr12-942	chr12	122393480	122394480	+	36.4	0.000	47.500000	14.55	3.87e-38	0.99
chr13-426	chr13	49257805	49258805	+	36.4	0.000	48.000000	8.82	1.28e-28	0.98
chr13-419	chr13	94506851	94507851	+	36.4	0.000	49.500000	9.70	2.15e-30	0.99
chr13-421	chr13	113152989	113153989	+	36.4	0.000	49.500000	4.14	1.76e-15	1.01
chr14-628	chr14	51905351	51906351	+	36.4	0.000	47.000000	7.73	3.42e-26	1.00
chr14-633	chr14	69129046	69130046	+	36.4	0.000	46.000000	11.34	2.43e-33	1.02
chr14-625	chr14	70934395	70935395	+	36.4	0.000	47.500000	13.03	5.28e-36	1.01
chr15-516	chr15	85316032	85317032	+	36.4	0.000	49.000000	10.52	6.44e-32	0.98
chr16-631	chr16	12089329	12090329	+	36.4	0.000	48.500000	9.00	5.35e-29	1.00
chr16-647	chr16	46620850	46621850	+	36.4	0.000	47.000000	10.78	2.23e-32	1.01
chr16-593	chr16	68022744	68023744	+	36.4	0.000	52.500000	12.47	3.67e-35	0.97
chr16-641	chr16	68210668	68211668	+	36.4	0.000	47.500000	9.59	3.46e-30	1.01
chr17-885	chr17	8199798	8200798	+	36.4	0.000	45.500000	16.79	6.21e-41	1.04
chr17-867	chr17	16491449	16492449	+	36.4	0.000	46.500000	9.81	1.33e-30	1.01
chr17-845	chr17	43917085	43918085	+	36.4	0.000	48.500000	13.64	6.89e-37	0.99
chr17-862	chr17	44070364	44071364	+	36.4	0.000	47.000000	4.39	2.03e-16	1.00
chr17-905	chr17	56653529	56654529	+	36.4	0.000	44.000000	16.17	3.41e-40	1.08
chr17-853	chr17	78378159	78379159	+	36.4	0.000	48.000000	4.90	2.99e-18	0.99
chr17-847	chr17	82200541	82201541	+	36.4	0.000	48.500000	11.34	2.43e-33	0.99
chr18-293	chr18	9082579	9083579	+	36.4	0.000	49.500000	6.19	3.08e-22	1.03
chr18-313	chr18	58763955	58764955	+	36.4	0.000	44.000000	4.74	1.06e-17	1.07
chr19-879	chr19	32794084	32795084	+	36.4	0.000	48.500000	18.19	1.65e-42	0.98
chr19-890	chr19	36972803	36973803	+	36.4	0.000	48.000000	21.29	1.25e-45	1.00
chr19-880	chr19	37719060	37720060	+	36.4	0.000	48.500000	31.18	2.85e-53	0.99
chr19-899	chr19	46745863	46746863	+	36.4	0.000	47.500000	6.98	2.26e-24	1.01
chr19-875	chr19	48835485	48836485	+	36.4	0.000	49.000000	6.51	3.91e-23	0.99
chr22-324	chr22	36364710	36365710	+	36.4	0.000	46.500000	6.02	9.50e-22	1.04
chrX-554	chrX	40589386	40590386	+	36.4	0.000	46.000000	15.32	3.88e-39	1.03
chrX-551	chrX	119564879	119565879	+	36.4	0.000	46.500000	15.05	8.47e-39	1.05
chr1-1746	chr1	6490114	6491114	+	36.0	0.000	47.500000	5.54	1.75e-20	1.01
chr1-1747	chr1	11735852	11736852	+	36.0	0.000	47.500000	7.32	2.08e-25	1.03
chr1-1749	chr1	32240564	32241564	+	36.0	0.000	47.500000	11.08	4.28e-33	1.01
chr1-1719	chr1	36322985	36323985	+	36.0	0.000	49.500000	5.47	2.90e-20	0.98
chr1-1771	chr1	59926175	59927175	+	36.0	0.000	46.500000	13.71	3.42e-37	1.01
chr1-1780	chr1	61042717	61043717	+	36.0	0.000	46.000000	13.94	1.67e-37	1.03
chr1-1724	chr1	67194267	67195267	+	36.0	0.000	49.000000	8.73	1.28e-28	0.99
chr1-1765	chr1	94384417	94385417	+	36.0	0.000	47.000000	12.00	1.27e-34	1.02
chr1-1707	chr1	113947162	113948162	+	36.0	0.000	50.500000	5.92	1.25e-21	1.00
chr1-1738	chr1	148361352	148362352	+	36.0	0.000	48.500000	8.47	4.55e-28	1.00
chr1-1787	chr1	200351628	200352628	+	36.0	0.000	46.000000	7.20	4.19e-25	1.05
chr1-1744	chr1	223748734	223749734	+	36.0	0.000	48.000000	7.93	7.53e-27	1.01
chr1-1731	chr1	235887874	235888874	+	36.0	0.000	49.000000	14.16	8.09e-38	0.98
chr2-1369	chr2	70984553	70985553	+	36.0	0.000	45.500000	7.65	3.42e-26	1.03
chr2-1403	chr2	71000783	71001783	+	36.0	0.000	44.000000	12.71	1.02e-35	1.08
chr2-1359	chr2	85827115	85828115	+	36.0	0.000	46.000000	10.05	3.01e-31	1.04
chr2-1360	chr2	121974701	121975701	+	36.0	0.000	46.000000	10.67	2.23e-32	1.02
chr2-1353	chr2	147181961	147182961	+	36.0	0.000	46.500000	13.71	3.42e-37	1.05
chr2-1395	chr2	170872853	170873853	+	36.0	0.000	44.500000	11.68	4.25e-34	1.07
chr2-1373	chr2	174902259	174903259	+	36.0	0.000	45.500000	12.00	1.27e-34	1.03
chr2-1396	chr2	177164231	177165231	+	36.0	0.000	44.500000	4.62	1.96e-17	1.09
chr2-1288	chr2	239380606	239381606	+	36.0	0.000	50.000000	9.29	8.80e-30	0.98
chr3-1067	chr3	48429118	48430118	+	36.0	0.000	49.000000	15.16	3.88e-39	0.98
chr3-1061	chr3	66480689	66481689	+	36.0	0.000	49.500000	6.45	3.91e-23	0.98
chr3-1069	chr3	111392448	111393448	+	36.0	0.000	49.000000	15.43	1.75e-39	0.98
chr3-1080	chr3	113912514	113913514	+	36.0	0.000	48.000000	12.71	1.02e-35	1.01
chr3-1102	chr3	177057531	177058531	+	36.0	0.000	46.500000	5.37	6.07e-20	1.01
chr3-1090	chr3	197029225	197030225	+	36.0	0.000	47.500000	6.86	3.14e-24	1.02
chr4-706	chr4	15547059	15548059	+	36.0	0.000	46.000000	11.08	4.28e-33	1.04
chr4-700	chr4	40550675	40551675	+	36.0	0.000	46.500000	10.94	7.48e-33	1.01
chr4-670	chr4	54683547	54684547	+	36.0	0.000	49.000000	10.29	1.08e-31	0.99
chr4-687	chr4	89437841	89438841	+	36.0	0.000	47.500000	5.68	6.25e-21	1.01
chr4-683	chr4	123421442	123422442	+	36.0	0.000	48.000000	8.64	1.96e-28	1.00
chr5-877	chr5	42756390	42757390	+	36.0	0.000	47.000000	12.17	6.87e-35	1.03
chr5-843	chr5	66821707	66822707	+	36.0	0.000	50.000000	7.78	1.62e-26	0.98
chr5-856	chr5	71887243	71888243	+	36.0	0.000	49.000000	7.51	7.12e-26	1.01
chr5-859	chr5	131747209	131748209	+	36.0	0.000	49.000000	21.60	4.05e-46	0.98
chr6-1105	chr6	14857206	14858206	+	36.0	0.000	45.000000	9.39	5.53e-30	1.04
chr6-1032	chr6	30259247	30260247	+	36.0	0.000	50.500000	13.94	1.67e-37	0.99
chr6-1094	chr6	79671346	79672346	+	36.0	0.000	46.000000	6.40	5.29e-23	1.03
chr6-1081	chr6	85449622	85450622	+	36.0	0.000	47.500000	6.55	2.12e-23	1.00
chr6-1056	chr6	118719074	118720074	+	36.0	0.000	49.000000	6.13	3.08e-22	0.98
chr6-1096	chr6	122491613	122492613	+	36.0	0.000	46.000000	12.52	1.94e-35	1.04
chr6-1074	chr6	154267388	154268388	+	36.0	0.000	48.000000	9.29	8.80e-30	1.01
chr6-1065	chr6	163405637	163406637	+	36.0	0.000	48.500000	6.86	3.14e-24	0.98
chr7-867	chr7	24965821	24966821	+	36.0	0.000	49.000000	8.31	1.04e-27	0.98
chr7-899	chr7	98930458	98931458	+	36.0	0.000	46.500000	9.19	1.39e-29	1.01
chr7-879	chr7	102415471	102416471	+	36.0	0.000	48.500000	8.91	5.35e-29	1.03
chr7-871	chr7	113421512	113422512	+	36.0	0.000	49.000000	11.68	4.25e-34	0.99
chr7-894	chr7	142520120	142521120	+	36.0	0.000	47.000000	10.29	1.08e-31	1.00
chr8-699	chr8	10928053	10929053	+	36.0	0.000	46.000000	16.62	6.21e-41	1.04
chr8-690	chr8	125930021	125931021	+	36.0	0.000	47.500000	4.94	1.56e-18	1.00
chr8-694	chr8	144019553	144020553	+	36.0	0.000	47.000000	20.09	1.11e-44	1.01
chr9-686	chr9	5671677	5672677	+	36.0	0.000	48.000000	10.29	1.08e-31	1.03
chr9-694	chr9	128093923	128094923	+	36.0	0.000	47.500000	7.85	1.11e-26	1.02
chr9-667	chr9	129944456	129945456	+	36.0	0.000	50.500000	13.09	2.71e-36	1.03
chr9-690	chr9	131656261	131657261	+	36.0	0.000	48.000000	17.28	1.05e-41	0.99
chr10-758	chr10	103451409	103452409	+	36.0	0.000	52.500000	5.37	6.07e-20	1.03
chr10-834	chr10	132544140	132545140	+	36.0	0.000	45.500000	5.02	7.98e-19	1.04
chr11-900	chr11	14319722	14320722	+	36.0	0.000	47.500000	17.63	4.22e-42	1.00
chr11-890	chr11	35235688	35236688	+	36.0	0.000	48.500000	5.92	1.25e-21	1.00
chr11-964	chr11	45339744	45340744	+	36.0	0.000	43.000000	15.71	7.79e-40	1.12
chr11-917	chr11	59565765	59566765	+	36.0	0.000	46.500000	12.52	1.94e-35	1.01
