# HOMER Peaks
# Peak finding parameters:
# tag directory = /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_A01
#
# total peaks = 39675
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 202
# genome size = 2000000000
# Total tags = 16333084.5
# Total tags in peaks = 4735920.5
# Approximate IP efficiency = 29.00%
# tags per bp = 0.007487
# expected tags per peak = 7.487
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# FDR rate threshold = 0.100000000
# FDR effective poisson threshold = 7.749239e-04
# FDR tag threshold = 18.0
# number of putative peaks = 53169
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 13493
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = /hpcdata/sg/sg_data/users/narayananm/tools/homer/bin/findPeaks /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_A01 -size 1000 -minDist 2500 -fdr 0.10 -o /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homer/Project_ATACseq/Sample_A01/A01.peaks1kb.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	Not used	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr6-1609	chr6	27830795	27831795	+	26.3	0.000	42.500000	16.83	4.54e-37	0.99
chr6-1611	chr6	31516184	31517184	+	26.3	0.000	42.500000	11.38	2.74e-30	1.05
chr6-1574	chr6	42332905	42333905	+	26.3	0.000	44.000000	6.67	1.92e-21	0.98
chr6-1561	chr6	51302505	51303505	+	26.3	0.000	44.500000	11.73	8.47e-31	1.05
chr6-1594	chr6	69813241	69814241	+	26.3	0.000	43.000000	11.73	8.47e-31	1.00
chr6-1730	chr6	75208493	75209493	+	26.3	0.000	38.500000	8.51	2.18e-25	1.15
chr6-1562	chr6	108254093	108255093	+	26.3	0.000	44.500000	6.50	4.90e-21	1.01
chr6-1577	chr6	110509469	110510469	+	26.3	0.000	44.000000	7.44	3.36e-23	1.03
chr6-1676	chr6	113872896	113873896	+	26.3	0.000	40.500000	16.83	4.54e-37	1.04
chr6-1662	chr6	117469097	117470097	+	26.3	0.000	41.000000	16.47	1.08e-36	1.04
chr6-1677	chr6	142796186	142797186	+	26.3	0.000	40.500000	9.67	1.55e-27	1.04
chr6-1599	chr6	143708621	143709621	+	26.3	0.000	43.000000	12.29	1.35e-31	1.00
chr6-1601	chr6	149212801	149213801	+	26.3	0.000	43.000000	5.13	2.43e-17	1.00
chr7-1418	chr7	32846230	32847230	+	26.3	0.000	38.500000	10.18	2.12e-28	1.11
chr7-1323	chr7	41566842	41567842	+	26.3	0.000	42.500000	11.73	8.47e-31	1.00
chr7-1198	chr7	41732196	41733196	+	26.3	0.000	48.000000	6.34	1.21e-20	1.00
chr7-1336	chr7	102478517	102479517	+	26.3	0.000	42.000000	16.12	2.54e-36	1.00
chr7-1328	chr7	116671698	116672698	+	26.3	0.000	42.500000	9.00	2.51e-26	0.99
chr7-1292	chr7	152667388	152668388	+	26.3	0.000	44.000000	6.40	9.00e-21	1.07
chr8-1089	chr8	6689999	6690999	+	26.3	0.000	42.500000	12.90	1.95e-32	1.01
chr8-1080	chr8	21896774	21897774	+	26.3	0.000	43.000000	7.10	1.93e-22	1.00
chr8-1047	chr8	29655558	29656558	+	26.3	0.000	44.500000	4.90	1.17e-16	1.00
chr8-1118	chr8	61656855	61657855	+	26.3	0.000	41.000000	10.46	7.52e-29	1.03
chr8-1101	chr8	102577496	102578496	+	26.3	0.000	42.000000	10.46	7.52e-29	1.00
chr8-1037	chr8	124727835	124728835	+	26.3	0.000	45.500000	5.95	1.21e-19	0.98
chr9-1176	chr9	5509994	5510994	+	26.3	0.000	42.000000	9.56	2.51e-27	1.03
chr9-1209	chr9	18947734	18948734	+	26.3	0.000	40.000000	13.34	5.05e-33	1.07
chr9-1148	chr9	84323628	84324628	+	26.3	0.000	43.500000	12.90	1.95e-32	1.00
chr9-1213	chr9	91117673	91118673	+	26.3	0.000	40.000000	10.90	1.49e-29	1.14
chr9-1193	chr9	123749480	123750480	+	26.3	0.000	41.500000	9.11	1.61e-26	1.07
chr9-1183	chr9	132161452	132162452	+	26.3	0.000	42.000000	5.73	4.68e-19	1.04
chr9-1161	chr9	136410079	136411079	+	26.3	0.000	43.000000	10.75	2.58e-29	1.03
chr9-1162	chr9	136551822	136552822	+	26.3	0.000	43.000000	8.51	2.18e-25	1.00
chr9-1207	chr9	136631061	136632061	+	26.3	0.000	40.500000	6.85	7.32e-22	1.08
chr10-1353	chr10	17851309	17852309	+	26.3	0.000	39.000000	11.55	1.53e-30	1.08
chr10-1308	chr10	22742423	22743423	+	26.3	0.000	41.000000	11.91	4.64e-31	1.03
chr10-1436	chr10	38032720	38033720	+	26.3	0.000	36.500000	11.06	8.56e-30	1.19
chr10-1245	chr10	46091817	46092817	+	26.3	0.000	44.000000	6.79	1.01e-21	0.99
chr10-1260	chr10	70296015	70297015	+	26.3	0.000	43.500000	7.10	1.93e-22	1.01
chr10-1269	chr10	70715637	70716637	+	26.3	0.000	43.000000	5.45	2.82e-18	1.03
chr10-1270	chr10	73643767	73644767	+	26.3	0.000	43.000000	4.61	9.55e-16	1.00
chr10-1272	chr10	90777439	90778439	+	26.3	0.000	43.000000	7.23	9.70e-23	1.01
chr10-1327	chr10	92830518	92831518	+	26.3	0.000	40.500000	11.38	2.74e-30	1.08
chr10-1273	chr10	104417264	104418264	+	26.3	0.000	43.000000	11.55	1.53e-30	1.01
chr10-1295	chr10	133318389	133319389	+	26.3	0.000	42.000000	6.05	6.92e-20	1.07
chr11-1503	chr11	2427831	2428831	+	26.3	0.000	41.500000	4.93	9.40e-17	1.01
chr11-1550	chr11	11318598	11319598	+	26.3	0.000	40.000000	12.90	1.95e-32	1.08
chr11-1508	chr11	47494929	47495929	+	26.3	0.000	41.500000	5.78	3.59e-19	1.01
chr11-1477	chr11	66328111	66329111	+	26.3	0.000	43.000000	6.29	1.63e-20	1.00
chr11-1489	chr11	72624423	72625423	+	26.3	0.000	42.500000	5.06	3.85e-17	0.99
chr11-1574	chr11	87352493	87353493	+	26.3	0.000	39.500000	6.34	1.21e-20	1.08
chr11-1561	chr11	117856820	117857820	+	26.3	0.000	40.000000	8.41	3.30e-25	1.08
chr11-1416	chr11	118886431	118887431	+	26.3	0.000	45.500000	5.34	5.89e-18	0.98
chr11-1435	chr11	122690632	122691632	+	26.3	0.000	45.000000	7.37	4.80e-23	1.00
chr12-1449	chr12	172242	173242	+	26.3	0.000	43.500000	4.84	1.80e-16	0.98
chr12-1541	chr12	6037674	6038674	+	26.3	0.000	40.000000	4.14	3.43e-14	1.05
chr12-1558	chr12	19908584	19909584	+	26.3	0.000	39.500000	14.33	2.90e-34	1.08
chr12-1509	chr12	20492006	20493006	+	26.3	0.000	41.500000	20.37	1.89e-40	1.04
chr12-1498	chr12	46562185	46563185	+	26.3	0.000	42.000000	16.83	4.54e-37	1.04
chr12-1529	chr12	47651336	47652336	+	26.3	0.000	40.500000	10.75	2.58e-29	1.04
chr12-1441	chr12	53197312	53198312	+	26.3	0.000	44.000000	5.86	2.09e-19	1.00
chr12-1442	chr12	54549127	54550127	+	26.3	0.000	44.000000	6.00	9.16e-20	1.01
chr12-1511	chr12	62624967	62625967	+	26.3	0.000	41.500000	9.21	1.02e-26	1.04
chr12-1492	chr12	66691891	66692891	+	26.3	0.000	42.500000	6.62	2.63e-21	0.99
chr12-1535	chr12	106909983	106910983	+	26.3	0.000	40.500000	9.67	1.55e-27	1.07
chr13-555	chr13	25871155	25872155	+	26.3	0.000	39.500000	4.84	1.80e-16	1.12
chr13-542	chr13	48181227	48182227	+	26.3	0.000	41.000000	10.75	2.58e-29	1.05
chr13-550	chr13	48614750	48615750	+	26.3	0.000	40.000000	10.18	2.12e-28	1.05
chr13-531	chr13	76655894	76656894	+	26.3	0.000	42.000000	14.33	2.90e-34	1.01
chr13-525	chr13	77184182	77185182	+	26.3	0.000	42.500000	19.85	5.48e-40	1.01
chr13-537	chr13	78101978	78102978	+	26.3	0.000	41.500000	10.75	2.58e-29	1.04
chr13-532	chr13	95509568	95510568	+	26.3	0.000	42.000000	12.69	3.75e-32	1.03
chr13-521	chr13	100493175	100494175	+	26.3	0.000	43.000000	7.04	2.71e-22	1.01
chr13-545	chr13	113393588	113394588	+	26.3	0.000	40.500000	8.70	9.34e-26	1.08
chr14-921	chr14	21244312	21245312	+	26.3	0.000	43.000000	8.15	1.12e-24	1.03
chr14-936	chr14	49920548	49921548	+	26.3	0.000	42.000000	12.09	2.51e-31	1.03
chr14-951	chr14	65332188	65333188	+	26.3	0.000	41.500000	7.74	7.72e-24	1.07
chr14-925	chr14	73568886	73569886	+	26.3	0.000	43.000000	9.44	4.03e-27	0.98
chr14-993	chr14	94136414	94137414	+	26.3	0.000	39.000000	6.34	1.21e-20	1.08
chr14-945	chr14	101005146	101006146	+	26.3	0.000	42.000000	7.17	1.37e-22	1.01
chr15-902	chr15	40115424	40116424	+	26.3	0.000	41.500000	11.55	1.53e-30	1.04
chr15-892	chr15	41633776	41634776	+	26.3	0.000	42.000000	16.83	4.54e-37	1.04
chr15-912	chr15	63226289	63227289	+	26.3	0.000	41.000000	10.60	4.42e-29	1.03
chr15-888	chr15	72338434	72339434	+	26.3	0.000	42.500000	7.23	9.70e-23	0.99
chr15-864	chr15	78056292	78057292	+	26.3	0.000	45.000000	5.27	9.52e-18	0.99
chr15-896	chr15	78719618	78720618	+	26.3	0.000	42.000000	26.69	2.77e-45	1.00
chr16-1095	chr16	569388	570388	+	26.3	0.000	43.500000	5.19	1.53e-17	1.03
chr16-1096	chr16	11506494	11507494	+	26.3	0.000	43.500000	9.56	2.51e-27	1.01
chr16-1079	chr16	15948990	15949990	+	26.3	0.000	44.500000	5.13	2.43e-17	0.98
chr16-1111	chr16	27242745	27243745	+	26.3	0.000	42.500000	4.58	1.17e-15	1.00
chr16-1114	chr16	79264481	79265481	+	26.3	0.000	42.500000	4.75	3.41e-16	1.00
chr16-1115	chr16	81424493	81425493	+	26.3	0.000	42.500000	6.09	5.21e-20	1.04
chr16-1126	chr16	87635918	87636918	+	26.3	0.000	42.000000	7.04	2.71e-22	1.01
chr17-1570	chr17	1150885	1151885	+	26.3	0.000	42.000000	9.67	1.55e-27	1.03
chr17-1571	chr17	4703663	4704663	+	26.3	0.000	42.000000	11.73	8.47e-31	1.03
chr17-1558	chr17	9356096	9357096	+	26.3	0.000	42.500000	16.12	2.54e-36	1.04
chr17-1543	chr17	32243360	32244360	+	26.3	0.000	43.000000	6.05	6.92e-20	1.01
chr17-1620	chr17	36999247	37000247	+	26.3	0.000	40.000000	14.07	6.05e-34	1.08
chr17-1612	chr17	39363293	39364293	+	26.3	0.000	40.500000	5.86	2.09e-19	1.08
chr17-1629	chr17	39538568	39539568	+	26.3	0.000	39.500000	11.73	8.47e-31	1.07
chr17-1544	chr17	41717169	41718169	+	26.3	0.000	43.000000	8.32	4.98e-25	0.99
chr17-1574	chr17	44363295	44364295	+	26.3	0.000	42.000000	10.18	2.12e-28	1.08
chr17-1575	chr17	45123673	45124673	+	26.3	0.000	42.000000	6.45	6.65e-21	1.03
chr17-1666	chr17	59440461	59441461	+	26.3	0.000	38.000000	4.78	2.76e-16	1.14
chr17-1656	chr17	64025394	64026394	+	26.3	0.000	38.500000	5.41	3.61e-18	1.11
chr17-1604	chr17	65065700	65066700	+	26.3	0.000	41.000000	9.21	1.02e-26	1.04
chr17-1461	chr17	66302180	66303180	+	26.3	0.000	47.000000	5.53	1.71e-18	1.01
chr17-1592	chr17	70405212	70406212	+	26.3	0.000	41.500000	19.35	1.54e-39	1.04
chr18-466	chr18	518597	519597	+	26.3	0.000	42.000000	13.34	5.05e-33	1.03
chr18-473	chr18	11893500	11894500	+	26.3	0.000	41.500000	14.88	6.38e-35	1.01
chr18-469	chr18	45071605	45072605	+	26.3	0.000	42.000000	5.61	1.02e-18	1.01
chr18-516	chr18	58638154	58639154	+	26.3	0.000	37.500000	9.92	5.82e-28	1.14
chr18-481	chr18	62807578	62808578	+	26.3	0.000	41.000000	14.88	6.38e-35	1.09
chr18-527	chr18	74551670	74552670	+	26.3	0.000	37.000000	10.46	7.52e-29	1.19
chr18-498	chr18	79982414	79983414	+	26.3	0.000	39.500000	8.23	7.47e-25	1.09
chr19-1494	chr19	16788189	16789189	+	26.3	0.000	42.500000	9.33	6.42e-27	1.04
chr19-1507	chr19	39524218	39525218	+	26.3	0.000	42.000000	10.75	2.58e-29	1.00
chr19-1459	chr19	46624824	46625824	+	26.3	0.000	44.500000	4.50	2.12e-15	0.98
chr19-1524	chr19	48738469	48739469	+	26.3	0.000	41.000000	8.60	1.43e-25	1.04
chr20-805	chr20	1472634	1473634	+	26.3	0.000	42.000000	4.78	2.76e-16	1.08
chr20-782	chr20	3093446	3094446	+	26.3	0.000	44.000000	5.86	2.09e-19	0.98
chr20-813	chr20	3744617	3745617	+	26.3	0.000	41.500000	5.23	1.21e-17	1.03
chr20-806	chr20	3854464	3855464	+	26.3	0.000	42.000000	10.60	4.42e-29	1.03
chr20-780	chr20	53609296	53610296	+	26.3	0.000	44.500000	8.23	7.47e-25	0.98
chr21-341	chr21	14567535	14568535	+	26.3	0.000	42.000000	9.11	1.61e-26	1.01
chr21-337	chr21	29064705	29065705	+	26.3	0.000	42.500000	20.37	1.89e-40	1.01
chr21-340	chr21	38296497	38297497	+	26.3	0.000	42.500000	12.48	7.15e-32	1.00
chr21-335	chr21	38733728	38734728	+	26.3	0.000	43.000000	10.18	2.12e-28	0.98
chr21-334	chr21	41953534	41954534	+	26.3	0.000	43.500000	7.04	2.71e-22	0.98
chr21-355	chr21	43710757	43711757	+	26.3	0.000	39.500000	7.17	1.37e-22	1.07
chr22-636	chr22	17699665	17700665	+	26.3	0.000	43.500000	5.86	2.09e-19	1.00
chr22-646	chr22	19291263	19292263	+	26.3	0.000	42.500000	6.62	2.63e-21	1.00
chr22-681	chr22	23281434	23282434	+	26.3	0.000	39.000000	6.14	3.92e-20	1.08
chr22-653	chr22	23849223	23850223	+	26.3	0.000	41.500000	8.15	1.12e-24	1.05
chr22-640	chr22	42661848	42662848	+	26.3	0.000	43.500000	4.55	1.43e-15	1.00
chrX-711	chrX	1493727	1494727	+	26.3	0.000	41.500000	7.59	1.62e-23	1.01
chrX-649	chrX	2888198	2889198	+	26.3	0.000	46.000000	6.24	2.19e-20	1.00
chrX-782	chrX	15977340	15978340	+	26.3	0.000	37.000000	4.45	3.12e-15	1.14
chrX-727	chrX	23699413	23700413	+	26.3	0.000	40.000000	9.56	2.51e-27	1.08
chrX-698	chrX	118630657	118631657	+	26.3	0.000	42.500000	8.06	1.66e-24	1.08
chrX-689	chrX	138925000	138926000	+	26.3	0.000	43.000000	11.22	4.87e-30	1.00
chr1-2762	chr1	23585255	23586255	+	26.0	0.000	40.500000	8.32	2.79e-24	1.06
chr1-2741	chr1	35544617	35545617	+	26.0	0.000	41.000000	8.90	2.27e-25	1.04
chr1-2847	chr1	37922455	37923455	+	26.0	0.000	39.000000	8.32	2.79e-24	1.06
chr1-2718	chr1	44472416	44473416	+	26.0	0.000	41.500000	9.00	1.47e-25	1.00
chr1-2699	chr1	111746902	111747902	+	26.0	0.000	42.000000	8.69	5.35e-25	0.99
chr1-2771	chr1	152170210	152171210	+	26.0	0.000	40.500000	4.30	2.93e-14	1.08
chr1-2651	chr1	156375951	156376951	+	26.0	0.000	43.000000	4.27	3.51e-14	1.03
chr1-2940	chr1	207077494	207078494	+	26.0	0.000	37.500000	15.00	4.45e-34	1.13
chr1-2867	chr1	231590244	231591244	+	26.0	0.000	39.000000	10.20	1.31e-27	1.07
chr2-2020	chr2	9136762	9137762	+	26.0	0.000	43.000000	4.81	7.12e-16	0.97
chr2-2213	chr2	27854043	27855043	+	26.0	0.000	39.000000	8.60	8.14e-25	1.07
chr2-1979	chr2	39778537	39779537	+	26.0	0.000	44.000000	5.28	3.16e-17	0.99
chr2-2153	chr2	40148124	40149124	+	26.0	0.000	40.000000	9.68	9.37e-27	1.06
chr2-2132	chr2	46097488	46098488	+	26.0	0.000	40.500000	8.05	9.12e-24	1.04
chr2-2044	chr2	105308933	105309933	+	26.0	0.000	42.500000	7.57	8.63e-23	0.99
chr2-2009	chr2	119326682	119327682	+	26.0	0.000	43.500000	13.42	3.43e-32	0.97
chr2-2106	chr2	129202972	129203972	+	26.0	0.000	41.000000	10.77	1.63e-28	1.03
chr2-2089	chr2	152499560	152500560	+	26.0	0.000	41.500000	6.77	5.04e-21	1.00
chr2-2029	chr2	191051602	191052602	+	26.0	0.000	43.000000	5.20	5.04e-17	0.99
chr2-1944	chr2	196247352	196248352	+	26.0	0.000	45.000000	4.40	1.40e-14	1.04
chr2-2031	chr2	202848563	202849563	+	26.0	0.000	43.000000	12.34	8.95e-31	1.03
chr2-2071	chr2	205925393	205926393	+	26.0	0.000	42.000000	8.60	8.14e-25	0.98
chr2-2093	chr2	232440052	232441052	+	26.0	0.000	41.500000	4.53	5.38e-15	1.04
chr3-1702	chr3	42164374	42165374	+	26.0	0.000	42.500000	10.34	7.88e-28	1.02
chr3-1717	chr3	44235590	44236590	+	26.0	0.000	42.000000	8.05	9.12e-24	1.04
chr3-1739	chr3	48366186	48367186	+	26.0	0.000	41.500000	10.77	1.63e-28	1.02
chr3-1822	chr3	49448760	49449760	+	26.0	0.000	39.000000	5.67	2.69e-18	1.06
chr3-1686	chr3	72482505	72483505	+	26.0	0.000	43.000000	5.93	5.52e-19	1.00
chr3-1776	chr3	122272789	122273789	+	26.0	0.000	40.500000	8.79	3.49e-25	1.06
chr3-1724	chr3	138935860	138936860	+	26.0	0.000	42.000000	4.32	2.44e-14	1.00
chr3-1674	chr3	156705512	156706512	+	26.0	0.000	43.500000	4.69	1.63e-15	0.97
chr3-1779	chr3	184604304	184605304	+	26.0	0.000	40.500000	5.71	2.08e-18	1.02
chr4-1044	chr4	3814924	3815924	+	26.0	0.000	41.500000	4.94	3.03e-16	0.99
chr4-1015	chr4	53702416	53703416	+	26.0	0.000	43.500000	8.90	2.27e-25	0.99
chr4-1038	chr4	85761535	85762535	+	26.0	0.000	42.000000	9.94	3.56e-27	0.99
chr4-1088	chr4	123415693	123416693	+	26.0	0.000	39.000000	5.43	1.21e-17	1.06
chr4-1093	chr4	146287855	146288855	+	26.0	0.000	39.000000	12.54	4.77e-31	1.07
chr4-1025	chr4	158610585	158611585	+	26.0	0.000	43.000000	8.90	2.27e-25	0.98
chr4-1077	chr4	184406612	184407612	+	26.0	0.000	40.000000	11.09	5.47e-29	1.06
chr5-1365	chr5	97097553	97098553	+	26.0	0.000	40.500000	6.89	2.65e-21	1.02
chr5-1327	chr5	139246030	139247030	+	26.0	0.000	42.500000	7.81	2.86e-23	0.98
chr5-1318	chr5	141650958	141651958	+	26.0	0.000	43.000000	6.54	1.75e-20	0.99
chr5-1345	chr5	143573441	143574441	+	26.0	0.000	41.500000	11.77	5.53e-30	1.00
chr5-1336	chr5	173018105	173019105	+	26.0	0.000	42.000000	4.69	1.63e-15	0.99
chr5-1330	chr5	178163801	178164801	+	26.0	0.000	42.500000	6.32	5.78e-20	0.99
chr5-1337	chr5	179923210	179924210	+	26.0	0.000	42.000000	9.44	2.40e-26	1.02
chr6-1654	chr6	15795086	15796086	+	26.0	0.000	41.000000	6.65	9.44e-21	1.02
chr6-1606	chr6	16331392	16332392	+	26.0	0.000	42.500000	7.73	4.15e-23	1.00
chr6-1682	chr6	26577017	26578017	+	26.0	0.000	40.000000	6.48	2.37e-20	1.04
chr6-1623	chr6	28988301	28989301	+	26.0	0.000	42.000000	9.22	6.01e-26	1.04
chr6-1728	chr6	39286305	39287305	+	26.0	0.000	38.500000	4.40	1.40e-14	1.08
chr6-1686	chr6	107847873	107848873	+	26.0	0.000	40.000000	6.54	1.75e-20	1.10
chr6-1643	chr6	108083057	108084057	+	26.0	0.000	41.500000	10.48	4.70e-28	1.02
chr6-1661	chr6	116492238	116493238	+	26.0	0.000	41.000000	17.79	5.29e-37	1.02
chr6-1716	chr6	137076212	137077212	+	26.0	0.000	39.000000	9.22	6.01e-26	1.07
chr6-1581	chr6	147194794	147195794	+	26.0	0.000	44.000000	8.23	4.16e-24	0.97
chr6-1775	chr6	151029684	151030684	+	26.0	0.000	37.500000	7.73	4.15e-23	1.13
chr7-1378	chr7	23410181	23411181	+	26.0	0.000	40.000000	14.71	9.52e-34	1.03
chr7-1325	chr7	50449819	50450819	+	26.0	0.000	42.500000	11.25	3.13e-29	0.97
chr7-1359	chr7	100465524	100466524	+	26.0	0.000	41.000000	4.05	2.01e-13	1.03
chr7-1335	chr7	100865678	100866678	+	26.0	0.000	42.000000	4.55	4.43e-15	0.98
chr7-1454	chr7	106736287	106737287	+	26.0	0.000	37.500000	11.25	3.13e-29	1.14
chr7-1340	chr7	150206413	150207413	+	26.0	0.000	42.000000	12.97	1.31e-31	1.02
chr8-1110	chr8	65821884	65822884	+	26.0	0.000	41.500000	10.62	2.78e-28	1.06
chr8-1136	chr8	67745808	67746808	+	26.0	0.000	40.000000	9.44	2.40e-26	1.03
chr8-1190	chr8	94913988	94914988	+	26.0	0.000	37.500000	10.07	2.17e-27	1.14
chr8-1086	chr8	124824871	124825871	+	26.0	0.000	43.000000	8.05	9.12e-24	0.97
chr8-1077	chr8	133913196	133914196	+	26.0	0.000	43.500000	5.00	1.96e-16	0.99
chr9-1094	chr9	33143049	33144049	+	26.0	0.000	46.000000	5.54	5.77e-18	0.99
chr9-1165	chr9	70494017	70495017	+	26.0	0.000	42.500000	7.43	1.76e-22	0.99
chr9-1168	chr9	91099851	91100851	+	26.0	0.000	42.500000	7.65	6.00e-23	1.00
chr9-1178	chr9	91516318	91517318	+	26.0	0.000	42.000000	9.68	9.37e-27	1.02
chr9-1171	chr9	98867286	98868286	+	26.0	0.000	42.500000	8.05	9.12e-24	0.97
chr9-1149	chr9	99119018	99120018	+	26.0	0.000	43.500000	8.23	4.16e-24	1.10
chr10-1268	chr10	61867419	61868419	+	26.0	0.000	43.000000	9.44	2.40e-26	0.98
chr10-1313	chr10	88091226	88092226	+	26.0	0.000	41.000000	7.89	1.96e-23	1.00
chr10-1275	chr10	127945211	127946211	+	26.0	0.000	43.000000	7.97	1.34e-23	0.97
chr10-1276	chr10	132458370	132459370	+	26.0	0.000	43.000000	4.97	2.44e-16	0.97
chr11-1520	chr11	3124223	3125223	+	26.0	0.000	41.000000	5.80	1.23e-18	1.03
chr11-1583	chr11	10913820	10914820	+	26.0	0.000	39.000000	6.89	2.65e-21	1.11
chr11-1473	chr11	47499150	47500150	+	26.0	0.000	43.000000	5.20	5.04e-17	1.00
chr11-1588	chr11	60119411	60120411	+	26.0	0.000	39.000000	12.54	4.77e-31	1.07
chr11-1501	chr11	78362773	78363773	+	26.0	0.000	42.000000	6.89	2.65e-21	1.02
chr11-1479	chr11	88414164	88415164	+	26.0	0.000	43.000000	13.42	3.43e-32	1.02
chr11-1544	chr11	103035632	103036632	+	26.0	0.000	40.500000	17.00	3.21e-36	1.04
chr12-1514	chr12	1804159	1805159	+	26.0	0.000	41.000000	7.57	8.63e-23	1.03
chr12-1450	chr12	4561766	4562766	+	26.0	0.000	43.500000	4.94	3.03e-16	0.98
chr12-1466	chr12	6635848	6636848	+	26.0	0.000	43.000000	4.90	3.76e-16	0.98
chr12-1518	chr12	16392842	16393842	+	26.0	0.000	41.000000	6.71	6.91e-21	1.04
chr12-1456	chr12	53232327	53233327	+	26.0	0.000	43.500000	4.78	8.78e-16	0.99
chr12-1457	chr12	55966135	55967135	+	26.0	0.000	43.500000	6.83	3.66e-21	0.99
chr13-509	chr13	27522670	27523670	+	26.0	0.000	44.000000	9.94	3.56e-27	0.97
chr13-520	chr13	45047038	45048038	+	26.0	0.000	43.000000	7.29	3.55e-22	0.98
chr13-528	chr13	110154082	110155082	+	26.0	0.000	42.500000	10.20	1.31e-27	1.00
chr13-529	chr13	113552756	113553756	+	26.0	0.000	42.500000	7.15	7.04e-22	0.98
chr14-972	chr14	24672922	24673922	+	26.0	0.000	40.000000	15.30	2.04e-34	1.04
chr14-961	chr14	76929572	76930572	+	26.0	0.000	41.000000	6.17	1.37e-19	1.04
chr14-918	chr14	78450800	78451800	+	26.0	0.000	43.500000	9.94	3.56e-27	1.00
chr14-966	chr14	80996025	80997025	+	26.0	0.000	40.500000	12.54	4.77e-31	1.07
chr14-955	chr14	91666762	91667762	+	26.0	0.000	41.500000	13.42	3.43e-32	1.02
chr14-956	chr14	93038662	93039662	+	26.0	0.000	41.500000	4.75	1.08e-15	1.04
chr15-908	chr15	41603643	41604643	+	26.0	0.000	41.000000	7.73	4.15e-23	1.02
chr15-948	chr15	67745697	67746697	+	26.0	0.000	39.500000	6.43	3.20e-20	1.08
chr15-879	chr15	70892025	70893025	+	26.0	0.000	43.500000	7.97	1.34e-23	0.99
chr15-951	chr15	75089963	75090963	+	26.0	0.000	39.500000	15.00	4.45e-34	1.04
chr15-917	chr15	90319717	90320717	+	26.0	0.000	41.000000	12.14	1.66e-30	1.02
chr16-1147	chr16	27456793	27457793	+	26.0	0.000	40.500000	5.58	4.49e-18	1.02
chr16-1113	chr16	55753457	55754457	+	26.0	0.000	42.500000	5.43	1.21e-17	1.08
chr16-1110	chr16	56974698	56975698	+	26.0	0.000	43.000000	5.10	1.00e-16	0.99
chr16-1099	chr16	59259157	59260157	+	26.0	0.000	43.500000	9.94	3.56e-27	0.97
chr16-1133	chr16	67013655	67014655	+	26.0	0.000	41.500000	5.00	1.96e-16	0.99
chr16-1091	chr16	72124743	72125743	+	26.0	0.000	44.000000	9.00	1.47e-25	1.00
chr16-1150	chr16	89256611	89257611	+	26.0	0.000	40.500000	5.67	2.69e-18	1.06
chr17-1560	chr17	20467022	20468022	+	26.0	0.000	42.500000	21.86	1.44e-40	0.98
chr17-1547	chr17	42772979	42773979	+	26.0	0.000	43.000000	9.44	2.40e-26	0.97
chr17-1590	chr17	57995141	57996141	+	26.0	0.000	41.500000	8.23	4.16e-24	1.07
chr17-1568	chr17	77863327	77864327	+	26.0	0.000	42.500000	5.62	3.48e-18	0.98
chr18-452	chr18	404674	405674	+	26.0	0.000	43.500000	4.16	8.53e-14	1.02
chr18-477	chr18	873492	874492	+	26.0	0.000	41.000000	10.48	4.70e-28	1.04
chr18-468	chr18	24186827	24187827	+	26.0	0.000	42.000000	8.50	1.23e-24	1.00
chr18-459	chr18	24465143	24466143	+	26.0	0.000	43.000000	15.30	2.04e-34	0.99
chr18-497	chr18	58764020	58765020	+	26.0	0.000	39.500000	5.50	7.40e-18	1.08
chr18-487	chr18	76983009	76984009	+	26.0	0.000	40.500000	5.31	2.49e-17	1.02
chr18-488	chr18	79642575	79643575	+	26.0	0.000	40.500000	5.67	2.69e-18	1.03
chr19-1433	chr19	3125084	3126084	+	26.0	0.000	45.500000	8.69	5.35e-25	1.00
chr19-1518	chr19	14888313	14889313	+	26.0	0.000	41.500000	9.33	3.81e-26	1.00
chr19-1535	chr19	31213808	31214808	+	26.0	0.000	40.500000	9.68	9.37e-27	1.04
chr19-1473	chr19	35305577	35306577	+	26.0	0.000	43.500000	6.65	9.44e-21	0.99
chr19-1497	chr19	38425539	38426539	+	26.0	0.000	42.500000	9.44	2.40e-26	0.98
chr20-758	chr20	5687822	5688822	+	26.0	0.000	45.500000	6.32	5.78e-20	0.99
