n_genes_by_counts	total_counts	pct_counts_mt	cellrank_n_genes_by_counts	cellrank_total_counts	cellrank_pct_counts_mt	cell_index
4409	4132.7354	4.736365009820215	13996	8751	48092	48092
3089	3082.8057	4.73624959794146	32504	54524	48093	48093
4356	3181.5532	4.736233770381845	14538	50259	48094	48094
2747	2405.1743	4.736118145230168	39194	70019	48095	48095
4475	4312.096	4.736066971552593	13399	4345	48096	48096
3385	3733.0505	4.735993550987505	27263	24476	48097	48097
2237	3271.989	4.735959765297569	50764	46201	48098	48098
2265	3072.106	4.735824742268041	49982	54957	48099	48099
3115	3705.0166	4.735523018071495	32000	25754	48100	48100
2464	3515.457	4.73542600896861	45326	34792	48101	48101
2433	3208.5862	4.735331632653061	46022	49057	48102	48102
2029	3122.3442	4.735246092838815	55983	52856	48103	48103
2718	2076.1257	4.735237070173668	39802	70985	48104	48104
9597	4633.034	4.735127180996426	214	666	48105	48105
2530	3220.8982	4.734991208239136	43896	48502	48106	48106
5904	4483.1694	4.734864657159935	4883	1823	48107	48107
4222	4092.469	4.734819369715603	15934	9976	48108	48108
7923	4006.1323	4.7346782675207955	1084	12947	48109	48109
3992	4019.6614	4.734601685344453	18610	12454	48110	48110
2563	3369.6926	4.73445143256464	43202	41728	48111	48111
2864	3369.7622	4.73444949550948	36891	41724	48112	48112
2784	3498.662	4.734446130500759	38468	35590	48113	48113
3120	2802.3992	4.734411684951359	31926	64771	48114	48114
3832	3562.927	4.734306263529083	20622	32549	48115	48115
1227	1343.6526	4.734180554437145	72118	72318	48116	48116
3833	3292.851	4.733804552233966	20619	45259	48117	48117
3150	3242.4077	4.733679766157843	31353	47582	48118	48118
2127	3160.8225	4.733610615963557	53432	51175	48119	48119
3447	3943.9756	4.733587059942911	26245	15312	48120	48120
4580	4244.1025	4.73355597502541	12413	5737	48121	48121
8386	4343.149	4.73352476928356	736	3771	48122	48122
2254	3372.7456	4.733301297453147	50304	41592	48123	48123
3059	3704.8474	4.733184738429264	33068	25765	48124	48124
5576	3980.695	4.733048162230672	6137	13916	48125	48125
3730	4003.1428	4.733018269027298	21982	13070	48126	48126
3278	3769.293	4.732843442520862	29057	22881	48127	48127
1401	2623.2148	4.732720463057541	71298	68329	48128	48128
2522	3267.0667	4.7326469611424775	44071	46431	48129	48129
1868	2744.7563	4.73247395373477	60223	66289	48130	48130
1902	3113.0479	4.732394366197183	59294	53234	48131	48131
1553	2516.3018	4.732303990374975	68964	69384	48132	48132
3819	3942.1243	4.7322775263951735	20791	15385	48133	48133
1674	2871.4248	4.732254047322541	65666	62573	48134	48134
3535	3849.6047	4.732189287571503	24883	19194	48135	48135
4131	3870.8489	4.731932964283006	16918	18281	48136	48136
5647	4246.6562	4.731659491026898	5845	5674	48137	48137
4035	3907.7068	4.731643296263037	18077	16751	48138	48138
4657	3848.9106	4.731355252606255	11746	19231	48139	48139
2892	3259.7727	4.73134757207164	36356	46791	48140	48140
8216	4582.957	4.731321347319254	850	974	48141	48141
3960	3643.195	4.731214296176944	19016	28721	48142	48142
3010	3550.3542	4.7312089515932865	33993	33147	48143	48143
3891	3940.3125	4.731182795698925	19856	15469	48144	48144
3705	3536.4993	4.731018695154521	22358	33769	48145	48145
1473	2600.547	4.730887898525882	70489	68600	48146	48146
4678	3946.5825	4.7308842375053395	11578	15213	48147	48147
4599	3966.0935	4.730821832649509	12243	14443	48148	48148
4992	3879.714	4.730730635064749	9359	17902	48149	48149
3688	3997.6511	4.7306593290295265	22587	13262	48150	48150
3620	4078.6506	4.730511219060837	23571	10438	48151	48151
5341	4203.943	4.730236511825591	7337	6743	48152	48152
1499	2597.9456	4.730139478471801	70062	68615	48153	48153
4589	4025.8357	4.730010076462569	12343	12227	48154	48154
2605	3642.4592	4.729871767920959	42253	28765	48155	48155
8124	3877.1216	4.7298703100076285	921	18020	48156	48156
2978	3649.481	4.729818998546704	34634	28426	48157	48157
1295	2444.4023	4.72972972972973	71902	69827	48158	48158
3853	3728.3027	4.729684011096827	20359	24685	48159	48159
1737	2860.363	4.729538374398187	63909	62980	48160	48160
3844	3988.9895	4.729426545813515	20473	13608	48161	48161
2083	3126.1252	4.729281767955801	54588	52704	48162	48162
1911	1898.9333	4.729271626682961	59081	71362	48163	48163
4058	3631.0527	4.7291324662204826	17810	29327	48164	48164
2468	3341.0896	4.729117593766987	45234	43053	48165	48165
2865	3729.8062	4.729003531398741	36883	24617	48166	48166
2395	3338.316	4.728888888888889	46932	43199	48167	48167
5694	4312.442	4.728858045286712	5665	4334	48168	48168
9244	4400.831	4.7287496373658255	314	2854	48169	48169
3331	3739.6143	4.728711379050489	28161	24188	48170	48170
7362	4075.4487	4.728689628631903	1714	10537	48171	48171
2288	3237.246	4.728546409807356	49434	47780	48172	48172
6142	4264.6636	4.728467658249741	4128	5284	48173	48173
3123	3263.8477	4.72819675106634	31875	46580	48174	48174
4940	4272.995	4.727962333246142	9707	5127	48175	48175
4953	4032.1272	4.727807748896518	9609	12023	48176	48176
2783	3656.6155	4.727746984023476	38493	28086	48177	48177
1853	3058.8462	4.727614276768942	60660	55514	48178	48178
3365	3915.9788	4.72744814278823	27616	16437	48179	48179
7215	4635.9854	4.727414140923122	1898	653	48180	48180
4727	4076.9282	4.727395868608196	11218	10497	48181	48181
5546	4127.632	4.7268858979695665	6271	8910	48182	48182
3140	3401.006	4.726780069245823	31552	40315	48183	48183
3716	3250.5354	4.726760563380282	22170	47227	48184	48184
5804	4324.524	4.72639584492673	5229	4121	48185	48185
1667	2839.8242	4.72636815920398	65862	63660	48186	48186
3027	3717.9827	4.72636815920398	33662	25161	48187	48187
2848	3829.6133	4.726224783861672	37214	20125	48188	48188
2291	3296.7349	4.72601344469342	49356	45078	48189	48189
2669	3437.7642	4.725897920604915	40864	38540	48190	48190
4379	4118.1025	4.725827019728452	14298	9179	48191	48191
1577	2764.3928	4.725609756097561	68351	65828	48192	48192
4777	4204.0044	4.725568212786832	10858	6742	48193	48193
1453	2701.229	4.725554343874955	70778	67205	48194	48194
4972	4337.8545	4.725375882172445	9478	3853	48195	48195
3086	3525.7502	4.725367268644147	32581	34300	48196	48196
7468	4259.014	4.725363489499192	1574	5410	48197	48197
5817	4154.4526	4.725342046150704	5187	8114	48198	48198
1640	2866.393	4.724666014988595	66627	62740	48199	48199
4671	3933.2722	4.724655819774718	11624	15744	48200	48200
1825	2967.627	4.724622030237581	61444	59129	48201	48201
4047	3848.7908	4.724570493591491	17933	19236	48202	48202
4657	3828.554	4.7243663436798595	11748	20179	48203	48203
3032	3775.311	4.7242984064306865	33557	22609	48204	48204
3016	3660.243	4.724107028549482	33889	27903	48205	48205
6104	4291.01	4.72397781503934	4234	4770	48206	48206
3284	3612.8538	4.723897911832946	28946	30213	48207	48207
4153	4088.147	4.723879969740271	16662	10126	48208	48208
7020	4448.7866	4.723865332522528	2148	2228	48209	48209
5645	4378.5586	4.723642561480399	5850	3179	48210	48210
5369	3835.568	4.723586985956904	7190	19853	48211	48211
6137	4055.4146	4.723251949380034	4141	11214	48212	48212
2784	3452.157	4.723237244552713	38481	37824	48213	48213
2670	3587.9656	4.72307169554876	40827	31434	48214	48214
2001	3070.6653	4.7230571060541005	56713	55011	48215	48215
3161	3736.0112	4.7225501770956315	31159	24363	48216	48216
6042	4314.1533	4.722542177654312	4416	4306	48217	48217
6995	4609.4404	4.722512248012207	2197	790	48218	48218
4651	4324.0537	4.722509479489831	11804	4127	48219	48219
2194	3411.92	4.722290188402251	51835	39798	48220	48220
6110	4054.2715	4.72224002050362	4216	11250	48221	48221
2425	2832.1077	4.7220361687876755	46222	63903	48222	48222
1809	1652.5553	4.7220211777054395	61917	71842	48223	48223
2197	3418.5427	4.721969006381039	51740	39480	48224	48224
4898	4133.5566	4.721905561888763	9991	8725	48225	48225
3056	3412.0166	4.721827522133566	33131	39793	48226	48226
5335	3805.8792	4.721790375646264	7361	21224	48227	48227
2458	2543.2312	4.721590008558659	45452	69143	48228	48228
2290	3311.3413	4.721285459234279	49387	44410	48229	48229
7337	4192.8574	4.72109401199836	1750	7043	48230	48230
4635	4003.2417	4.720957679986512	11962	13064	48231	48231
1608	2653.738	4.720798489344483	67543	67930	48232	48232
3697	3838.658	4.720793534166055	22469	19715	48233	48233
4856	3979.285	4.720545936495403	10292	13973	48234	48234
4377	4084.67	4.720521429982224	14311	10237	48235	48235
3335	3475.4304	4.72032538527557	28113	36699	48236	48236
2763	3441.4739	4.720029830339942	38858	38362	48237	48237
2784	3506.049	4.719849428116404	38479	35213	48238	48238
3347	3684.4436	4.719825345670028	27903	26736	48239	48239
4578	3717.793	4.719704258874765	12445	25166	48240	48240
1877	3032.2944	4.719600222098834	59967	56595	48241	48241
3547	3803.7754	4.7195098602335825	24674	21313	48242	48242
2214	3224.4802	4.719501335707925	51299	48345	48243	48243
4292	3939.2527	4.71941180167159	15191	15520	48244	48244
4086	4032.0042	4.719387755102041	17475	12030	48245	48245
1621	2739.2224	4.719387755102041	67177	66427	48246	48246
4756	3742.009	4.719342152306042	11000	24078	48247	48247
4953	3955.0342	4.719210713883783	9606	14878	48248	48248
3125	3758.3215	4.718952810471895	31838	23344	48249	48249
3853	3681.9468	4.718916700861715	20362	26858	48250	48250
2867	3506.8467	4.71884713195818	36840	35183	48251	48251
5152	4075.3738	4.7188457357446385	8369	10542	48252	48252
7844	4574.002	4.7187899446101405	1152	1047	48253	48253
5028	4496.164	4.7187200471872	9144	1699	48254	48254
4902	4157.815	4.71870274779707	9964	8027	48255	48255
3221	3425.5957	4.718619140026555	30088	39135	48256	48256
3104	3692.5686	4.71857532822046	32223	26376	48257	48257
3742	4092.122	4.718570947084597	21832	9991	48258	48258
2041	3194.0842	4.718343765045739	55657	49721	48259	48259
1500	2705.9543	4.718217562254259	70058	67103	48260	48260
6162	4181.282	4.717967093672549	4069	7360	48261	48261
1957	3096.0862	4.717948717948718	57845	53944	48262	48262
4244	3879.6873	4.717727436174038	15690	17904	48263	48263
4649	3810.9841	4.717367159642252	11818	21012	48264	48264
1036	1305.783	4.717167837890749	72480	72367	48265	48265
4572	4059.371	4.716638411237588	12513	11081	48266	48266
4273	3907.8552	4.716601902720086	15383	16746	48267	48267
6590	4256.703	4.71651763781075	2974	5464	48268	48268
5170	4236.178	4.716343403879153	8251	5922	48269	48269
2182	3384.3894	4.716054234623698	52154	41067	48270	48270
4994	4306.9463	4.716002684399975	9349	4442	48271	48271
2485	3496.4382	4.715930189379874	44881	35700	48272	48272
3834	3935.5728	4.715471928087148	20591	15665	48273	48273
4085	3616.796	4.71521677529045	17483	30023	48274	48274
2456	3422.8796	4.715054761462781	45509	39264	48275	48275
3326	3626.3926	4.714893617021277	28248	29547	48276	48276
2749	3315.0662	4.714868958251021	39151	44240	48277	48277
2558	3533.7168	4.7147385103011095	43313	33929	48278	48278
5144	4114.652	4.7146904087414	8424	9271	48279	48279
5492	4126.5146	4.714273655777834	6541	8942	48280	48280
1216	969.27576	4.713983931868461	72150	72765	48281	48281
4501	3997.4382	4.713928069854063	13124	13276	48282	48282
2574	2488.0713	4.713766280337668	42958	69575	48283	48283
4182	3072.429	4.713630233124793	16366	54939	48284	48284
3740	3673.054	4.713545314469814	21850	27304	48285	48285
3449	3205.0967	4.713316714012406	26210	49215	48286	48286
4668	4206.931	4.7128740239098885	11652	6655	48287	48287
2575	3335.8247	4.712791863629852	42932	43292	48288	48288
8625	4009.1506	4.712628948548728	590	12833	48289	48289
4027	3794.4644	4.712556732223903	18193	21729	48290	48290
2174	3129.6404	4.712414578587699	52309	52544	48291	48291
3918	4157.355	4.712292104760084	19533	8036	48292	48292
4051	3007.7075	4.7122659832044524	17889	57549	48293	48293
5126	3997.2988	4.7122624124677515	8530	13285	48294	48294
1565	2814.3313	4.712230215827338	68651	64439	48295	48295
2816	3522.1462	4.712189616252822	37816	34475	48296	48296
7621	4127.7324	4.712108076867505	1385	8908	48297	48297
1299	2371.4595	4.712041884816754	71889	70149	48298	48298
2083	3208.9504	4.712041884816754	54590	49042	48299	48299
2849	3528.0247	4.711970584229879	37184	34198	48300	48300
1436	2638.6895	4.711852120333454	70969	68138	48301	48301
4162	3741.8796	4.7116843702579665	16571	24083	48302	48302
6777	4243.1274	4.711458838982325	2573	5755	48303	48303
5418	3953.871	4.711442493982269	6918	14923	48304	48304
3978	4051.4514	4.7114252061248525	18797	11346	48305	48305
5666	4217.943	4.711300035423308	5769	6384	48306	48306
3799	3826.3416	4.711271061671847	21066	20294	48307	48307
4046	3984.079	4.711219682428895	17943	13795	48308	48308
2637	3696.7825	4.710992315402606	41552	26169	48309	48309
6256	4065.7961	4.710928002161286	3814	10881	48310	48310
3352	3658.4873	4.710768919055821	27823	27990	48311	48311
2163	3207.0686	4.710578842315369	52586	49126	48312	48312
4232	4012.7773	4.710144927536232	15820	12691	48313	48313
2598	3523.6155	4.710017574692443	42409	34405	48314	48314
3849	3353.322	4.709963032266898	20418	42456	48315	48315
4599	3916.6716	4.709677419354839	12245	16417	48316	48316
3504	3612.953	4.7093627568561605	25328	30207	48317	48317
2995	3651.1216	4.70925470925471	34280	28353	48318	48318
3297	3697.9895	4.7091412742382275	28752	26100	48319	48319
6643	4198.1846	4.708637553382008	2840	6892	48320	48320
2158	1828.5118	4.708480612077041	52717	71523	48321	48321
5446	4012.6448	4.7083221321863356	6762	12700	48322	48322
2354	3255.0706	4.7083098855749395	47903	47020	48323	48323
6171	4464.145	4.708182299515334	4043	2043	48324	48324
3244	3419.908	4.708129203686789	29670	39423	48325	48325
3533	3395.2869	4.708129203686789	24921	40558	48326	48326
5253	3988.176	4.707850400286773	7801	13636	48327	48327
3052	3529.4438	4.707719767960731	33201	34120	48328	48328
5435	4049.3137	4.70767537360823	6817	11443	48329	48329
4178	3595.0417	4.707240038872692	16401	31105	48330	48330
2732	3605.7197	4.706708816297858	39543	30552	48331	48331
4968	4220.897	4.706640876853642	9517	6307	48332	48332
1928	2863.0374	4.706495310871831	58611	62877	48333	48333
4030	3942.8076	4.706171222786053	18135	15357	48334	48334
8694	4797.7847	4.70614642175751	543	155	48335	48335
2480	3302.3845	4.706061529089248	44968	44822	48336	48336
1539	2726.8862	4.705882352941177	69274	66686	48337	48337
3205	3454.4016	4.705882352941177	30380	37701	48338	48338
3564	3713.658	4.70576773187841	24398	25360	48339	48339
4329	4151.7437	4.705606013153774	14794	8193	48340	48340
1522	2767.539	4.705472289996514	69605	65740	48341	48341
3054	3632.3445	4.705446461652464	33155	29268	48342	48342
5707	3753.832	4.705422614532331	5603	23525	48343	48343
2934	3365.078	4.705344906349931	35528	41931	48344	48344
2720	3391.1023	4.705175693262588	39755	40749	48345	48345
7763	4661.7783	4.704906641561877	1230	518	48346	48346
3470	3938.9993	4.704906375918464	25897	15535	48347	48347
2564	3518.6252	4.7046877644271445	43176	34644	48348	48348
2218	3290.0847	4.704412989175687	51191	45375	48349	48349
2651	3562.0962	4.704301075268817	41248	32589	48350	48350
8023	4426.5737	4.704221317345665	991	2506	48351	48351
2092	3217.045	4.704205274411975	54364	48678	48352	48352
5345	4169.1772	4.704102582573929	7322	7690	48353	48353
2571	3239.3044	4.703557312252964	43031	47707	48354	48354
2371	3215.9966	4.703282828282828	47465	48720	48355	48355
1076	1244.493	4.702985408738477	72426	72451	48356	48356
3832	3888.4778	4.702522608281771	20632	17527	48357	48357
2776	3741.1318	4.7024623803009575	38635	24119	48358	48358
1804	3101.369	4.701515620167028	62041	53726	48359	48359
4948	3893.5186	4.70150987224158	9652	17325	48360	48360
3205	3625.3123	4.70115757146232	30378	29604	48361	48361
3562	4018.2131	4.701116975573831	24432	12504	48362	48362
4054	4067.8564	4.701107635072292	17864	10806	48363	48363
3918	3604.7957	4.7011027278003485	19544	30601	48364	48364
4519	4092.0894	4.701063699718792	12944	9992	48365	48365
5672	4402.037	4.7004013100235245	5745	2832	48366	48366
3617	3973.989	4.700105226236408	23614	14147	48367	48367
3506	3620.4968	4.7000512732866175	25300	29845	48368	48368
7439	3678.323	4.7000224702269495	1612	27023	48369	48369
4321	3967.798	4.6999523193242965	14887	14379	48370	48370
4024	4066.986	4.69990993203963	18218	10837	48371	48371
3026	3699.0112	4.699908866033069	33688	26052	48372	48372
2780	3551.4453	4.699868073878628	38552	33091	48373	48373
3348	3281.8257	4.699850459303568	27882	45760	48374	48374
6144	4469.5015	4.699833115330838	4118	1986	48375	48375
2242	3235.0564	4.6995377503852085	50621	47877	48376	48376
2973	3657.9827	4.699484032910333	34736	28014	48377	48377
3544	3695.0908	4.699363841576031	24746	26261	48378	48378
4899	3954.1377	4.699316536579447	9989	14911	48379	48379
2060	3160.2092	4.699293888483077	55176	51206	48380	48380
2054	3230.2122	4.6991995868835525	55311	48079	48381	48381
5618	3810.7163	4.6991448968384715	5961	21022	48382	48382
5238	4494.0225	4.698990402592546	7885	1718	48383	48383
4988	3512.846	4.698877058994855	9388	34914	48384	48384
6631	4465.433	4.698755730189915	2863	2032	48385	48385
3014	3674.0996	4.698166242805515	33932	27245	48386	48386
1572	2124.6975	4.6980104479270866	68477	70862	48387	48387
4152	3827.394	4.697907456528147	16680	20241	48388	48388
4642	4206.6597	4.697822363591877	11892	6660	48389	48389
1757	2853.784	4.697816150330117	63352	63180	48390	48390
4645	4043.9966	4.697792673061366	11860	11620	48391	48391
2932	3801.003	4.697717870012011	35557	21431	48392	48392
1978	2611.9014	4.69769464984776	57296	68455	48393	48393
5415	4187.6562	4.69762174405436	6931	7188	48394	48394
1755	2870.5427	4.697312233107259	63408	62604	48395	48395
1608	1650.2443	4.696870789872082	67553	71847	48396	48396
6574	4231.3633	4.696341574121705	3006	6041	48397	48397
9058	3995.3235	4.696226921294603	371	13372	48398	48398
5292	4301.6626	4.696117512149839	7597	4555	48399	48399
2154	2983.5364	4.696068136740171	52808	58493	48400	48400
1768	2932.3508	4.695966285370258	63036	60406	48401	48401
2117	2994.4514	4.69585892609471	53693	58065	48402	48402
4363	3953.192	4.695852222748495	14469	14954	48403	48403
4240	3991.7495	4.695701517945808	15729	13515	48404	48404
2930	3569.5632	4.69548404916448	35600	32257	48405	48405
7180	4367.0312	4.695062923523717	1943	3375	48406	48406
3472	3723.6775	4.6948849910723665	25865	24896	48407	48407
1932	3069.0823	4.694708276797829	58527	55071	48408	48408
3820	3750.9934	4.694589877835951	20779	23665	48409	48409
3729	4027.3464	4.6942427112935485	21999	12176	48410	48410
7874	4533.2134	4.693950019974255	1132	1380	48411	48411
6770	4088.922	4.693933571232501	2585	10094	48412	48412
3711	3589.399	4.693905438644438	22256	31373	48413	48413
6975	4257.4844	4.6938775510204085	2239	5443	48414	48414
2551	3470.318	4.6936758893280635	43460	36951	48415	48415
2785	3670.9045	4.693549910284258	38457	27398	48416	48416
3926	3775.9082	4.693547252128632	19441	22583	48417	48417
3514	3910.9797	4.693103801619018	25200	16632	48418	48418
3186	3497.1218	4.693057946069994	30719	35667	48419	48419
4134	3725.7676	4.692744248489657	16888	24792	48420	48420
3396	3843.8723	4.692556634304207	27094	19465	48421	48421
4690	3446.007	4.692540815328967	11484	38144	48422	48422
2556	3409.3467	4.692529222429273	43339	39932	48423	48423
2975	3875.964	4.69244288224956	34690	18078	48424	48424
2847	3528.1228	4.6924141401434145	37229	34190	48425	48425
2525	3314.871	4.692214846107423	44011	44250	48426	48426
4380	3858.2554	4.692025487545858	14289	18817	48427	48427
3579	3502.5305	4.691997697179044	24171	35377	48428	48428
3070	3620.8828	4.69187675070028	32858	29827	48429	48429
1559	2693.1514	4.6918123275068995	68814	67349	48430	48430
6829	4657.2153	4.69173603801869	2469	545	48431	48431
2413	3446.7893	4.6916890080428955	46486	38105	48432	48432
2111	2978.9011	4.691588785046729	53856	58682	48433	48433
2139	2890.0557	4.69127285270783	53143	61970	48434	48434
7637	4252.3877	4.691170073945194	1366	5557	48435	48435
3977	4020.8188	4.691053828658074	18802	12413	48436	48436
4751	4103.0986	4.690718224702677	11035	9650	48437	48437
1882	3055.782	4.690562867544106	59837	55642	48438	48438
3098	3693.8086	4.690553745928339	32323	26313	48439	48439
6258	4127.9165	4.6903417248971	3805	8901	48440	48440
2050	3090.961	4.690338563170933	55414	54167	48441	48441
2300	2841.1687	4.6901579586877284	49157	63619	48442	48442
2566	2928.9834	4.690016103059581	43117	60541	48443	48443
3132	3404.4634	4.68983371502539	31704	40170	48444	48444
3323	3484.0862	4.689667930811211	28288	36292	48445	48445
4957	3996.9495	4.689648849362794	9587	13300	48446	48446
1841	2903.03	4.68930468930469	60997	61512	48447	48447
1762	2890.9897	4.6892980437284235	63194	61932	48448	48448
4127	3871.0923	4.689265536723164	16978	18271	48449	48449
4548	3953.216	4.689252860668612	12694	14953	48450	48450
6420	4419.9	4.6887871099542	3390	2594	48451	48451
5158	3913.0168	4.688598890364929	8329	16551	48452	48452
9674	4415.9893	4.688573184397932	195	2647	48453	48453
2095	3118.7305	4.688546550569324	54290	53006	48454	48454
7529	4501.3926	4.68834350732943	1485	1650	48455	48455
5158	3778.239	4.6883274664340675	8324	22479	48456	48456
3244	3785.352	4.68829841594277	29683	22128	48457	48457
6250	4386.5522	4.688112286701578	3829	3073	48458	48458
3275	2722.562	4.688097896335581	29110	66784	48459	48459
4294	4208.2095	4.6880241529688025	15166	6606	48460	48460
2399	2207.7039	4.687375485851657	46818	70675	48461	48461
6496	4427.59	4.687325620326624	3209	2491	48462	48462
4101	4136.981	4.687230742719283	17297	8634	48463	48463
5691	4102.112	4.68720960487678	5674	9685	48464	48464
3155	2792.2585	4.687027860570887	31272	65080	48465	48465
4243	3866.2595	4.686962081345595	15696	18480	48466	48466
3552	3608.9727	4.6869409660107335	24599	30404	48467	48467
5896	4303.6064	4.686915693688453	4910	4510	48468	48468
5814	4171.507	4.686675059903343	5202	7623	48469	48469
2369	2224.1487	4.68646658342635	47509	70641	48470	48470
4347	4120.539	4.686352284413104	14625	9112	48471	48471
7386	4345.8354	4.686282597735918	1683	3726	48472	48472
2791	3163.8562	4.686172150054632	38327	51054	48473	48473
1481	2611.1443	4.686035613870666	70367	68463	48474	48474
3464	3756.0884	4.685922035952332	26001	23434	48475	48475
1581	2863.3044	4.685542470558757	68263	62870	48476	48476
10050	4770.7363	4.685459357627451	129	204	48477	48477
5146	4179.0537	4.685353817978329	8414	7421	48478	48478
6452	4240.149	4.685342579239667	3312	5841	48479	48479
1835	3132.6755	4.685294947784364	61179	52405	48480	48480
2229	3268.2256	4.684821938678347	50929	46381	48481	48481
2520	3484.8713	4.684742499598909	44113	36250	48482	48482
2227	3256.1416	4.684684684684685	50978	46956	48483	48483
1162	2084.601	4.684572142410993	72261	70963	48484	48484
2606	3534.042	4.684572142410993	42243	33911	48485	48485
4136	3862.4485	4.68445022771633	16872	18634	48486	48486
2608	3606.7168	4.684437475499804	42194	30504	48487	48487
2613	3531.7834	4.684418145956608	42093	34024	48488	48488
2023	2183.8103	4.6842241844393	56145	70737	48489	48489
4005	3737.8276	4.683765101104723	18437	24272	48490	48490
2896	3692.0356	4.683671998847096	36291	26403	48491	48491
6920	4440.729	4.683641318232138	2319	2330	48492	48492
3425	3837.2131	4.683589560243117	26574	19775	48493	48493
2753	3558.6802	4.6835443037974684	39078	32755	48494	48494
4507	4067.357	4.683227645587294	13067	10826	48495	48495
2265	3187.923	4.6827217125382266	50010	49994	48496	48496
1005	1646.9742	4.682553551864822	72547	71853	48497	48497
4186	3815.569	4.682375804688449	16324	20812	48498	48498
3577	3591.8142	4.682302062541583	24195	31254	48499	48499
3140	3735.3738	4.682201072092769	31542	24390	48500	48500
2818	3527.7932	4.682179341657208	37763	34206	48501	48501
5161	4427.473	4.682094715495646	8307	2493	48502	48502
4199	3969.0635	4.68205574912892	16188	14331	48503	48503
3449	3836.3982	4.681822900446382	26216	19813	48504	48504
4876	4044.7266	4.681734317343174	10163	11599	48505	48505
3942	3999.944	4.681663484684984	19245	13184	48506	48506
6176	4144.8853	4.681133874649637	4031	8413	48507	48507
1651	2727.2134	4.681064232439051	66322	66675	48508	48508
1606	2904.9883	4.680998613037448	67612	61450	48509	48509
2415	2808.6057	4.680905323557539	46456	64586	48510	48510
4970	3786.7769	4.68081672181422	9500	22080	48511	48511
3401	3780.3848	4.680722283869667	26989	22385	48512	48512
3018	2851.2192	4.680685735339791	33848	63267	48513	48513
2282	3314.7615	4.6805946163117715	49608	44258	48514	48514
3417	3758.4622	4.680542611577095	26705	23341	48515	48515
6980	4280.781	4.680465575930603	2229	4968	48516	48516
2021	3018.2666	4.680120223271791	56192	57150	48517	48517
1853	3033.4695	4.679935449166218	60661	56546	48518	48518
6523	4554.085	4.679928307481247	3145	1188	48519	48519
4122	3993.636	4.679858550899104	17025	13426	48520	48520
2815	3574.1777	4.679802955665025	37825	32052	48521	48521
4061	3852.787	4.679802955665025	17774	19059	48522	48522
5603	4212.6685	4.6797212080982415	6023	6495	48523	48523
3540	3778.8948	4.679718358234587	24811	22452	48524	48524
4458	4022.279	4.6791021182421755	13528	12364	48525	48525
4177	3694.8206	4.679072931344444	16415	26272	48526	48526
2132	3271.577	4.6790235081374325	53310	46223	48527	48527
5228	4058.414	4.678648173471381	7930	11118	48528	48528
3244	4002.5217	4.678559407606866	29665	13098	48529	48529
1979	3192.9768	4.678223699833769	57258	49775	48530	48530
1786	2976.496	4.67818831942789	62569	58763	48531	48531
2257	3153.5269	4.678105294031383	50224	51495	48532	48532
5432	4141.1123	4.6780015197568385	6830	8529	48533	48533
2104	3247.6921	4.677914110429448	54047	47345	48534	48534
3195	3627.6604	4.677905548732834	30520	29487	48535	48535
4197	4009.7622	4.677826186654437	16201	12804	48536	48536
3661	4006.9524	4.6777012439601116	22948	12916	48537	48537
3856	3913.5488	4.677612450829486	20322	16523	48538	48538
4636	3955.6714	4.677473826409996	11950	14854	48539	48539
3715	3816.8882	4.677218566601458	22192	20750	48540	48540
3421	3954.6208	4.677031980786247	26643	14895	48541	48541
2969	3344.982	4.67694660379763	34805	42869	48542	48542
2058	3176.902	4.676616915422885	55230	50473	48543	48543
2780	3026.4238	4.676495445581745	38559	56832	48544	48544
2290	3451.1282	4.676258992805756	49385	37876	48545	48545
3272	2736.954	4.6759246624947775	29166	66475	48546	48546
4594	3417.6794	4.675888522448498	12293	39528	48547	48547
3156	3672.3894	4.67562828755114	31262	27332	48548	48548
2532	3088.8975	4.675324675324675	43867	54254	48549	48549
2876	3809.243	4.675175677613653	36672	21090	48550	48550
3112	3711.6846	4.675150703281982	32040	25474	48551	48551
2264	3073.8772	4.675105485232067	50028	54898	48552	48552
4509	4276.4062	4.675101865751662	13047	5053	48553	48553
4612	3337.064	4.67492700989817	12138	43248	48554	48554
3365	3156.42	4.674869768277349	27618	51362	48555	48555
2928	3329.2607	4.67479674796748	35647	43566	48556	48556
2799	2930.6294	4.674693918850551	38134	60478	48557	48557
2461	3301.6008	4.674565817237462	45387	44859	48558	48558
2487	3053.237	4.674318904715807	44830	55734	48559	48559
1905	3109.5303	4.673962608299133	59236	53378	48560	48560
2498	3075.6633	4.673843039838071	44578	54809	48561	48561
5062	4279.3477	4.673812816966344	8932	4998	48562	48562
2328	3320.924	4.6734454438795465	48498	43973	48563	48563
5359	4093.3901	4.67341214185534	7242	9950	48564	48564
2653	3529.512	4.673375405082722	41209	34119	48565	48565
4006	4006.0876	4.673290670259346	18425	12948	48566	48566
1633	2776.918	4.673182651191203	66822	65490	48567	48567
2358	2996.3992	4.672750157331655	47783	57982	48568	48568
2371	3046.0017	4.672372667321453	47475	56039	48569	48569
7462	4234.1143	4.67233302747863	1584	5969	48570	48570
6722	4522.182	4.672313029346501	2675	1467	48571	48571
1897	2936.0183	4.672206832871653	59447	60274	48572	48572
2329	3325.101	4.672206832871653	48460	43767	48573	48573
3844	3788.63	4.671934043284095	20470	22011	48574	48574
