n_genes_by_counts	total_counts	cellrank_n_genes_by_counts	cellrank_total_counts	cell_index
1505	2432.0417	35080	23586	23586
2210	2432.0317	14059	23587	23587
1950	2432.015	20425	23588	23588
2037	2432.0073	18052	23589	23589
1793	2432.0056	25397	23590	23590
1676	2432.0022	29354	23591	23591
4585	2431.9912	1071	23592	23592
1436	2431.9775	37294	23593	23593
1748	2431.9612	26927	23594	23594
1501	2431.9568	35235	23595	23595
1444	2431.932	37046	23596	23596
1801	2431.9153	25133	23597	23597
1882	2431.8884	22503	23598	23598
2119	2431.859	16071	23599	23599
1842	2431.8496	23785	23600	23600
1963	2431.8289	20068	23601	23601
1443	2431.7974	37083	23602	23602
1579	2431.7861	32668	23603	23603
1733	2431.7854	27441	23604	23604
1732	2431.7542	27450	23605	23605
1396	2431.7192	38616	23606	23606
1422	2431.7185	37783	23607	23607
2008	2431.6814	18809	23608	23608
1292	2431.6814	41586	23609	23609
1769	2431.6719	26225	23610	23610
1531	2431.6487	34301	23611	23611
1864	2431.646	23084	23612	23612
1698	2431.6372	28589	23613	23613
1385	2431.6233	38944	23614	23614
1561	2431.6008	33288	23615	23615
1372	2431.5847	39353	23616	23616
2229	2431.5713	13665	23617	23617
1870	2431.5598	22897	23618	23618
1594	2431.55	32139	23619	23619
1551	2431.5452	33627	23620	23620
1679	2431.5413	29259	23621	23621
1800	2431.5308	25177	23622	23622
1594	2431.5085	32160	23623	23623
1731	2431.4976	27488	23624	23624
1526	2431.4805	34466	23625	23625
1985	2431.478	19436	23626	23626
2074	2431.4573	17100	23627	23627
1637	2431.4473	30730	23628	23628
3747	2431.4292	1969	23629	23629
1517	2431.425	34722	23630	23630
1555	2431.4128	33495	23631	23631
1799	2431.4038	25218	23632	23632
2522	2431.403	8855	23633	23633
2027	2431.4016	18319	23634	23634
1733	2431.3496	27433	23635	23635
1569	2431.3154	32997	23636	23636
1578	2431.2913	32681	23637	23637
1657	2431.2644	30026	23638	23638
1588	2431.2046	32357	23639	23639
2042	2431.1487	17904	23640	23640
1709	2431.1208	28213	23641	23641
1706	2431.1199	28306	23642	23642
2004	2431.0955	18910	23643	23643
1602	2431.08	31884	23644	23644
1949	2431.049	20482	23645	23645
1547	2431.047	33770	23646	23646
1383	2431.0305	39003	23647	23647
1585	2431.017	32438	23648	23648
1906	2431.016	21748	23649	23649
1725	2430.9985	27669	23650	23650
1475	2430.961	36052	23651	23651
1808	2430.9553	24916	23652	23652
1445	2430.9497	37032	23653	23653
1847	2430.9258	23628	23654	23654
1351	2430.9153	39994	23655	23655
1569	2430.915	33024	23656	23656
1533	2430.9138	34240	23657	23657
1498	2430.8362	35342	23658	23658
2935	2430.8325	5064	23659	23659
1604	2430.83	31819	23660	23660
2582	2430.7827	8145	23661	23661
1886	2430.7812	22346	23662	23662
1788	2430.7683	25580	23663	23663
1355	2430.7031	39860	23664	23664
1357	2430.694	39782	23665	23665
1604	2430.6504	31822	23666	23666
1442	2430.6345	37117	23667	23667
1513	2430.6157	34863	23668	23668
1639	2430.6052	30658	23669	23669
2236	2430.5994	13495	23670	23670
1592	2430.5974	32209	23671	23671
1690	2430.5857	28886	23672	23672
1529	2430.5767	34348	23673	23673
1971	2430.5647	19826	23674	23674
2133	2430.5535	15739	23675	23675
1556	2430.5327	33450	23676	23676
1489	2430.5266	35647	23677	23677
1746	2430.5247	27007	23678	23678
1565	2430.5234	33139	23679	23679
2216	2430.5042	13920	23680	23680
1692	2430.4668	28778	23681	23681
1967	2430.4412	19960	23682	23682
1509	2430.4246	34966	23683	23683
1565	2430.4219	33140	23684	23684
1689	2430.3975	28890	23685	23685
1679	2430.3906	29256	23686	23686
1633	2430.386	30858	23687	23687
2077	2430.3271	17015	23688	23688
1817	2430.3167	24633	23689	23689
1573	2430.3164	32884	23690	23690
1938	2430.314	20800	23691	23691
1785	2430.3079	25693	23692	23692
1973	2430.281	19757	23693	23693
1635	2430.2761	30776	23694	23694
1619	2430.226	31311	23695	23695
3992	2430.2202	1602	23696	23696
1777	2430.2166	25915	23697	23697
4477	2430.2065	1145	23698	23698
1594	2430.2017	32157	23699	23699
1624	2430.1968	31164	23700	23700
1476	2430.1929	36024	23701	23701
1997	2430.1914	19121	23702	23702
1326	2430.1785	40731	23703	23703
1748	2430.1716	26934	23704	23704
1407	2430.1714	38239	23705	23705
1765	2430.1433	26347	23706	23706
1433	2430.1172	37390	23707	23707
1904	2430.1108	21820	23708	23708
1698	2430.0632	28568	23709	23709
1953	2430.043	20332	23710	23710
1921	2430.037	21300	23711	23711
2058	2430.0332	17486	23712	23712
2313	2430.0273	12058	23713	23713
1564	2430.0266	33173	23714	23714
1608	2430.0266	31680	23715	23715
1783	2430.02	25753	23716	23716
3051	2429.986	4355	23717	23717
2020	2429.985	18487	23718	23718
1553	2429.9846	33578	23719	23719
2001	2429.9734	18986	23720	23720
1593	2429.9675	32172	23721	23721
1466	2429.9673	36340	23722	23722
1471	2429.9165	36168	23723	23723
2066	2429.9146	17302	23724	23724
1596	2429.9075	32074	23725	23725
2179	2429.89	14701	23726	23726
2049	2429.8665	17730	23727	23727
1853	2429.8494	23450	23728	23728
1515	2429.8086	34792	23729	23729
2006	2429.802	18854	23730	23730
1635	2429.7957	30797	23731	23731
2519	2429.7854	8889	23732	23732
1877	2429.7644	22655	23733	23733
1673	2429.7563	29464	23734	23734
2662	2429.7456	7304	23735	23735
1886	2429.7224	22343	23736	23736
1765	2429.7153	26372	23737	23737
1686	2429.7004	29034	23738	23738
1783	2429.6836	25745	23739	23739
1255	2429.6611	42601	23740	23740
1416	2429.6382	37933	23741	23741
1408	2429.6357	38189	23742	23742
1401	2429.626	38453	23743	23743
1792	2429.6077	25439	23744	23744
1546	2429.5862	33779	23745	23745
1626	2429.5806	31090	23746	23746
1502	2429.5728	35223	23747	23747
1762	2429.5564	26487	23748	23748
1605	2429.5457	31776	23749	23749
1557	2429.5198	33428	23750	23750
1404	2429.5168	38338	23751	23751
1789	2429.5105	25560	23752	23752
1911	2429.5078	21597	23753	23753
1928	2429.4993	21094	23754	23754
1487	2429.4932	35714	23755	23755
1797	2429.4604	25281	23756	23756
1532	2429.459	34254	23757	23757
1289	2429.4436	41672	23758	23758
1752	2429.4397	26790	23759	23759
1623	2429.436	31176	23760	23760
2193	2429.4211	14403	23761	23761
1913	2429.4048	21524	23762	23762
1561	2429.3813	33298	23763	23763
1623	2429.3315	31196	23764	23764
1847	2429.2822	23618	23765	23765
1675	2429.2793	29371	23766	23766
1828	2429.2727	24295	23767	23767
1854	2429.2627	23397	23768	23768
2080	2429.2605	16945	23769	23769
4074	2429.2578	1506	23770	23770
2350	2429.2405	11431	23771	23771
2219	2429.234	13865	23772	23772
2359	2429.2075	11275	23773	23773
1668	2429.196	29621	23774	23774
2059	2429.1934	17453	23775	23775
1582	2429.1865	32571	23776	23776
1881	2429.1604	22558	23777	23777
2017	2429.1343	18584	23778	23778
1688	2429.1301	28938	23779	23779
1635	2429.1292	30767	23780	23780
1790	2429.108	25512	23781	23781
2399	2429.1067	10613	23782	23782
1875	2429.0784	22737	23783	23783
1955	2429.0698	20289	23784	23784
1518	2429.0513	34689	23785	23785
1759	2429.0464	26554	23786	23786
1569	2429.043	32996	23787	23787
2165	2429.0405	14994	23788	23788
1765	2429.0337	26370	23789	23789
1656	2429.0032	30050	23790	23790
2056	2429.0022	17552	23791	23791
1701	2428.9983	28479	23792	23792
1563	2428.9902	33218	23793	23793
1543	2428.968	33886	23794	23794
1368	2428.9673	39485	23795	23795
1688	2428.9602	28932	23796	23796
2178	2428.949	14707	23797	23797
1506	2428.9194	35052	23798	23798
1785	2428.9182	25679	23799	23799
1864	2428.91	23082	23800	23800
1861	2428.9082	23181	23801	23801
1368	2428.8977	39496	23802	23802
1686	2428.8904	29006	23803	23803
1674	2428.8887	29417	23804	23804
1512	2428.8267	34893	23805	23805
1455	2428.8093	36680	23806	23806
1375	2428.8005	39264	23807	23807
2202	2428.7673	14222	23808	23808
1492	2428.7607	35550	23809	23809
1582	2428.7341	32568	23810	23810
2196	2428.721	14331	23811	23811
1468	2428.679	36278	23812	23812
1887	2428.6772	22321	23813	23813
1450	2428.6494	36869	23814	23814
1572	2428.6406	32905	23815	23815
1664	2428.6309	29777	23816	23816
1636	2428.6145	30749	23817	23817
1341	2428.591	40291	23818	23818
2569	2428.5735	8293	23819	23819
1600	2428.5457	31942	23820	23820
2027	2428.4922	18320	23821	23821
1989	2428.4802	19307	23822	23822
1487	2428.4058	35709	23823	23823
1591	2428.404	32263	23824	23824
1656	2428.4026	30046	23825	23825
2152	2428.3843	15295	23826	23826
1409	2428.3535	38172	23827	23827
2034	2428.352	18128	23828	23828
1830	2428.3413	24198	23829	23829
1538	2428.333	34079	23830	23830
1613	2428.331	31515	23831	23831
1367	2428.3237	39514	23832	23832
2069	2428.3188	17209	23833	23833
1387	2428.2925	38900	23834	23834
1875	2428.2898	22761	23835	23835
1852	2428.2593	23483	23836	23836
1554	2428.2437	33531	23837	23837
1471	2428.2244	36193	23838	23838
1250	2428.2114	42712	23839	23839
1754	2428.2092	26718	23840	23840
1591	2428.2007	32224	23841	23841
2083	2428.1838	16858	23842	23842
1658	2428.1714	29990	23843	23843
1416	2428.1685	37961	23844	23844
1606	2428.1453	31755	23845	23845
1340	2428.1243	40331	23846	23846
1709	2428.0952	28193	23847	23847
1689	2428.0933	28916	23848	23848
1356	2428.0903	39831	23849	23849
1800	2428.0896	25166	23850	23850
1727	2428.066	27609	23851	23851
1532	2428.0652	34279	23852	23852
1912	2428.0642	21577	23853	23853
1524	2428.0261	34513	23854	23854
2524	2427.9968	8828	23855	23855
1777	2427.9915	25914	23856	23856
1508	2427.9705	34983	23857	23857
1672	2427.9255	29470	23858	23858
1665	2427.912	29721	23859	23859
1795	2427.9048	25342	23860	23860
1375	2427.9	39258	23861	23861
2061	2427.8877	17427	23862	23862
1774	2427.8848	26022	23863	23863
1694	2427.8633	28725	23864	23864
2059	2427.8079	17459	23865	23865
1886	2427.7974	22363	23866	23866
1502	2427.7893	35213	23867	23867
1469	2427.7834	36256	23868	23868
1602	2427.781	31901	23869	23869
1555	2427.767	33510	23870	23870
1990	2427.7495	19298	23871	23871
2250	2427.692	13225	23872	23872
1621	2427.6736	31256	23873	23873
1578	2427.6611	32687	23874	23874
2098	2427.655	16538	23875	23875
1488	2427.6282	35675	23876	23876
1699	2427.6155	28534	23877	23877
1565	2427.6155	33147	23878	23878
1658	2427.5977	29972	23879	23879
1638	2427.5906	30686	23880	23880
2055	2427.5847	17574	23881	23881
1507	2427.5776	35022	23882	23882
1630	2427.5332	30974	23883	23883
4664	2427.5266	1029	23884	23884
1900	2427.5037	21920	23885	23885
1442	2427.4978	37122	23886	23886
1437	2427.4895	37260	23887	23887
1474	2427.487	36072	23888	23888
3327	2427.467	3092	23889	23889
1493	2427.4553	35507	23890	23890
1998	2427.4167	19072	23891	23891
1396	2427.4082	38593	23892	23892
3791	2427.3967	1884	23893	23893
1684	2427.3655	29098	23894	23894
1820	2427.3438	24548	23895	23895
2236	2427.3313	13498	23896	23896
1345	2427.3303	40154	23897	23897
1687	2427.314	28976	23898	23898
2260	2427.2793	13029	23899	23899
1566	2427.2756	33110	23900	23900
1631	2427.2532	30935	23901	23901
1588	2427.2507	32343	23902	23902
1900	2427.25	21922	23903	23903
1519	2427.2354	34673	23904	23904
1620	2427.2192	31282	23905	23905
1293	2427.2012	41566	23906	23906
1762	2427.1821	26460	23907	23907
1584	2427.1672	32493	23908	23908
1502	2427.1008	35211	23909	23909
2170	2427.095	14890	23910	23910
1654	2427.078	30135	23911	23911
1350	2427.0762	40022	23912	23912
1627	2426.967	31044	23913	23913
2062	2426.953	17385	23914	23914
1862	2426.9517	23166	23915	23915
1401	2426.9163	38440	23916	23916
1828	2426.9146	24265	23917	23917
1764	2426.9111	26415	23918	23918
2285	2426.9053	12544	23919	23919
1926	2426.8916	21146	23920	23920
1649	2426.8826	30309	23921	23921
2400	2426.8516	10590	23922	23922
1725	2426.8289	27680	23923	23923
1553	2426.816	33560	23924	23924
1834	2426.8074	24081	23925	23925
1495	2426.7634	35443	23926	23926
1381	2426.7568	39077	23927	23927
1863	2426.7534	23141	23928	23928
1643	2426.732	30517	23929	23929
1805	2426.7253	25027	23930	23930
1964	2426.722	20041	23931	23931
1913	2426.6948	21552	23932	23932
1972	2426.6824	19766	23933	23933
1365	2426.5972	39567	23934	23934
1453	2426.5964	36729	23935	23935
2008	2426.582	18795	23936	23936
1469	2426.5369	36258	23937	23937
1440	2426.5354	37163	23938	23938
1821	2426.469	24527	23939	23939
1426	2426.4502	37637	23940	23940
1400	2426.429	38473	23941	23941
1371	2426.4187	39374	23942	23942
1947	2426.3967	20532	23943	23943
1872	2426.3787	22818	23944	23944
2196	2426.3606	14327	23945	23945
1369	2426.3284	39470	23946	23946
1337	2426.2793	40414	23947	23947
1647	2426.271	30407	23948	23948
1945	2426.2383	20577	23949	23949
2220	2426.2063	13843	23950	23950
1688	2426.1992	28943	23951	23951
2002	2426.1965	18984	23952	23952
1355	2426.1802	39841	23953	23953
1720	2426.146	27833	23954	23954
1644	2426.1416	30472	23955	23955
2001	2426.1294	18992	23956	23956
1853	2426.129	23452	23957	23957
1465	2426.1094	36365	23958	23958
1456	2426.1074	36653	23959	23959
1547	2426.0984	33753	23960	23960
2200	2426.097	14273	23961	23961
1787	2426.0925	25608	23962	23962
1493	2426.0642	35503	23963	23963
1917	2426.0073	21392	23964	23964
1646	2425.9988	30413	23965	23965
2109	2425.9963	16288	23966	23966
2193	2425.987	14391	23967	23967
1697	2425.9856	28626	23968	23968
1832	2425.9841	24133	23969	23969
1967	2425.964	19925	23970	23970
2184	2425.9424	14568	23971	23971
1789	2425.9368	25535	23972	23972
1476	2425.9224	36023	23973	23973
1484	2425.909	35790	23974	23974
1537	2425.8997	34099	23975	23975
1616	2425.8838	31446	23976	23976
1874	2425.8738	22780	23977	23977
2054	2425.8423	17590	23978	23978
1327	2425.8362	40700	23979	23979
1529	2425.8052	34346	23980	23980
1412	2425.8003	38056	23981	23981
2004	2425.7563	18903	23982	23982
1601	2425.7417	31926	23983	23983
1913	2425.73	21540	23984	23984
1939	2425.717	20772	23985	23985
2311	2425.715	12095	23986	23986
1841	2425.7039	23812	23987	23987
1942	2425.6858	20681	23988	23988
1578	2425.6743	32702	23989	23989
1424	2425.6572	37719	23990	23990
2237	2425.6091	13484	23991	23991
1401	2425.6025	38437	23992	23992
1598	2425.5916	32030	23993	23993
1965	2425.5886	20016	23994	23994
1634	2425.56	30809	23995	23995
1367	2425.526	39517	23996	23996
2502	2425.514	9144	23997	23997
1553	2425.5051	33549	23998	23998
1484	2425.4985	35788	23999	23999
1612	2425.4937	31577	24000	24000
2377	2425.4885	10959	24001	24001
2319	2425.4458	11946	24002	24002
1771	2425.4426	26155	24003	24003
2051	2425.4277	17663	24004	24004
1835	2425.418	24052	24005	24005
1854	2425.4026	23396	24006	24006
1180	2425.396	44529	24007	24007
1708	2425.3813	28227	24008	24008
2406	2425.3774	10489	24009	24009
2229	2425.3506	13670	24010	24010
1821	2425.3503	24501	24011	24011
1825	2425.2864	24390	24012	24012
2530	2425.2688	8742	24013	24013
1424	2425.266	37695	24014	24014
1498	2425.2651	35355	24015	24015
1598	2425.2637	32025	24016	24016
1610	2425.258	31627	24017	24017
1736	2425.2495	27324	24018	24018
1586	2425.2454	32424	24019	24019
1880	2425.2122	22594	24020	24020
1687	2425.2107	28995	24021	24021
1817	2425.2102	24652	24022	24022
1806	2425.1995	25006	24023	24023
1667	2425.1912	29676	24024	24024
1442	2425.178	37107	24025	24025
1401	2425.1545	38447	24026	24026
2348	2425.1445	11486	24027	24027
1563	2425.1428	33224	24028	24028
1966	2425.106	19971	24029	24029
1913	2425.1003	21526	24030	24030
1881	2425.0974	22536	24031	24031
1733	2425.0735	27416	24032	24032
2101	2425.0613	16462	24033	24033
1529	2425.046	34369	24034	24034
2141	2425.0374	15538	24035	24035
1652	2424.9902	30206	24036	24036
1709	2424.9875	28191	24037	24037
2062	2424.9705	17397	24038	24038
1665	2424.9556	29737	24039	24039
1897	2424.9539	22020	24040	24040
1820	2424.9104	24553	24041	24041
1547	2424.871	33762	24042	24042
2440	2424.864	9982	24043	24043
1514	2424.8596	34836	24044	24044
1443	2424.844	37070	24045	24045
1709	2424.7917	28188	24046	24046
2028	2424.7805	18274	24047	24047
1865	2424.7695	23054	24048	24048
2125	2424.7527	15930	24049	24049
1593	2424.7424	32187	24050	24050
1821	2424.7341	24506	24051	24051
1875	2424.7317	22738	24052	24052
1582	2424.712	32565	24053	24053
1666	2424.684	29694	24054	24054
1605	2424.676	31800	24055	24055
1945	2424.5513	20583	24056	24056
1540	2424.5422	33986	24057	24057
1569	2424.5215	32994	24058	24058
1865	2424.5107	23067	24059	24059
1959	2424.5063	20165	24060	24060
1598	2424.5015	32014	24061	24061
1443	2424.478	37082	24062	24062
1571	2424.4622	32948	24063	24063
1668	2424.4602	29639	24064	24064
1584	2424.4436	32504	24065	24065
1539	2424.4138	34030	24066	24066
1771	2424.4128	26125	24067	24067
3643	2424.4	2182	24068	24068
1491	2424.3794	35591	24069	24069
2097	2424.3684	16550	24070	24070
1601	2424.359	31930	24071	24071
1955	2424.3464	20280	24072	24072
1482	2424.3442	35866	24073	24073
1943	2424.3418	20647	24074	24074
1769	2424.3335	26210	24075	24075
1665	2424.33	29744	24076	24076
2272	2424.3235	12814	24077	24077
1814	2424.3213	24749	24078	24078
1633	2424.31	30849	24079	24079
1904	2424.3096	21794	24080	24080
1700	2424.277	28496	24081	24081
1543	2424.2761	33884	24082	24082
1844	2424.2163	23710	24083	24083
1397	2424.2065	38580	24084	24084
2079	2424.1934	16968	24085	24085
1747	2424.1926	26967	24086	24086
1460	2424.1895	36511	24087	24087
1889	2424.1812	22256	24088	24088
1938	2424.1663	20786	24089	24089
1705	2424.1506	28328	24090	24090
1590	2424.115	32296	24091	24091
1869	2424.1055	22938	24092	24092
2022	2424.105	18432	24093	24093
1674	2424.1	29421	24094	24094
1734	2424.099	27395	24095	24095
1960	2424.093	20144	24096	24096
2159	2424.076	15100	24097	24097
1570	2424.0598	32966	24098	24098
1623	2424.0593	31191	24099	24099
1781	2424.0469	25801	24100	24100
1281	2424.0461	41874	24101	24101
2358	2424.0447	11279	24102	24102
2011	2424.0356	18714	24103	24103
1676	2424.035	29357	24104	24104
1339	2424.0112	40361	24105	24105
1720	2424.0015	27848	24106	24106
1399	2423.9854	38499	24107	24107
1621	2423.9773	31248	24108	24108
1410	2423.948	38126	24109	24109
1480	2423.94	35921	24110	24110
1506	2423.9219	35051	24111	24111
1532	2423.8962	34248	24112	24112
1623	2423.8696	31200	24113	24113
1449	2423.865	36874	24114	24114
1727	2423.865	27613	24115	24115
2082	2423.8535	16885	24116	24116
1429	2423.8523	37521	24117	24117
1543	2423.8293	33898	24118	24118
1456	2423.8047	36643	24119	24119
1807	2423.7996	24968	24120	24120
1548	2423.7979	33740	24121	24121
1699	2423.797	28550	24122	24122
2070	2423.7932	17197	24123	24123
1833	2423.7734	24114	24124	24124
1800	2423.7695	25160	24125	24125
1301	2423.7676	41363	24126	24126
1753	2423.7495	26757	24127	24127
1973	2423.7493	19748	24128	24128
1568	2423.7493	33053	24129	24129
1516	2423.7463	34765	24130	24130
1501	2423.7146	35228	24131	24131
1448	2423.7058	36920	24132	24132
1823	2423.7031	24442	24133	24133
1999	2423.684	19049	24134	24134
1790	2423.6633	25498	24135	24135
1906	2423.6582	21727	24136	24136
1520	2423.6392	34659	24137	24137
1557	2423.6372	33434	24138	24138
2137	2423.6196	15649	24139	24139
1425	2423.6091	37658	24140	24140
1817	2423.552	24649	24141	24141
2006	2423.533	18858	24142	24142
1711	2423.5242	28147	24143	24143
1449	2423.4983	36898	24144	24144
1647	2423.4966	30406	24145	24145
1930	2423.4897	21034	24146	24146
1544	2423.4485	33844	24147	24147
1883	2423.4329	22459	24148	24148
1906	2423.4177	21739	24149	24149
1911	2423.3923	21609	24150	24150
1706	2423.3762	28309	24151	24151
1569	2423.3608	33004	24152	24152
1612	2423.352	31548	24153	24153
1719	2423.351	27877	24154	24154
2003	2423.337	18931	24155	24155
1660	2423.3303	29902	24156	24156
1972	2423.3225	19765	24157	24157
1321	2423.2708	40846	24158	24158
1540	2423.2695	34005	24159	24159
1448	2423.2693	36906	24160	24160
2593	2423.2676	8031	24161	24161
1685	2423.2483	29044	24162	24162
1634	2423.2368	30812	24163	24163
1655	2423.2302	30103	24164	24164
1446	2423.218	36970	24165	24165
1550	2423.197	33645	24166	24166
1334	2423.164	40508	24167	24167
1684	2423.1492	29095	24168	24168
1718	2423.1033	27912	24169	24169
1890	2423.1003	22241	24170	24170
1891	2423.0305	22210	24171	24171
1688	2423.0195	28963	24172	24172
1371	2423.0146	39397	24173	24173
1653	2423.0005	30159	24174	24174
1642	2422.9968	30527	24175	24175
1570	2422.9631	32964	24176	24176
1652	2422.9536	30209	24177	24177
2127	2422.9534	15877	24178	24178
1504	2422.937	35120	24179	24179
1788	2422.9216	25600	24180	24180
1437	2422.9158	37256	24181	24181
1943	2422.891	20670	24182	24182
1786	2422.8577	25655	24183	24183
2833	2422.8547	5847	24184	24184
1495	2422.8306	35449	24185	24185
1972	2422.8042	19788	24186	24186
2259	2422.804	13063	24187	24187
1798	2422.7893	25225	24188	24188
4651	2422.7795	1035	24189	24189
2038	2422.7703	18009	24190	24190
1383	2422.7627	39005	24191	24191
1619	2422.7573	31329	24192	24192
1789	2422.7488	25553	24193	24193
4814	2422.745	946	24194	24194
1178	2422.7444	44586	24195	24195
1668	2422.713	29647	24196	24196
1379	2422.6707	39127	24197	24197
2068	2422.6543	17253	24198	24198
1772	2422.6409	26082	24199	24199
1700	2422.6243	28495	24200	24200
1444	2422.6143	37041	24201	24201
1869	2422.5688	22942	24202	24202
2016	2422.526	18603	24203	24203
1924	2422.5164	21185	24204	24204
1892	2422.5012	22169	24205	24205
1599	2422.4912	31989	24206	24206
1527	2422.4812	34428	24207	24207
1616	2422.4321	31441	24208	24208
1621	2422.4163	31257	24209	24209
1842	2422.3774	23788	24210	24210
1399	2422.3687	38509	24211	24211
2685	2422.3462	7089	24212	24212
1792	2422.328	25429	24213	24213
1489	2422.2925	35638	24214	24214
1643	2422.2798	30524	24215	24215
1622	2422.267	31227	24216	24216
1507	2422.2593	35014	24217	24217
1751	2422.2458	26842	24218	24218
1743	2422.242	27106	24219	24219
1837	2422.2393	23957	24220	24220
1761	2422.235	26502	24221	24221
1650	2422.2234	30289	24222	24222
2464	2422.1956	9640	24223	24223
1770	2422.1543	26191	24224	24224
1450	2422.126	36847	24225	24225
1771	2422.0784	26124	24226	24226
1678	2422.077	29289	24227	24227
2095	2422.076	16600	24228	24228
1771	2422.0535	26142	24229	24229
1727	2422.0283	27634	24230	24230
1581	2421.9941	32622	24231	24231
1546	2421.9817	33794	24232	24232
1417	2421.9768	37914	24233	24233
1789	2421.9673	25552	24234	24234
1412	2421.9624	38078	24235	24235
1373	2421.956	39309	24236	24236
1519	2421.9397	34663	24237	24237
1429	2421.922	37545	24238	24238
1910	2421.915	21633	24239	24239
1982	2421.8887	19496	24240	24240
1695	2421.8872	28698	24241	24241
1537	2421.8782	34107	24242	24242
3965	2421.8357	1633	24243	24243
2072	2421.8333	17151	24244	24244
1695	2421.8284	28700	24245	24245
1921	2421.8008	21292	24246	24246
1621	2421.7935	31247	24247	24247
1459	2421.784	36549	24248	24248
1590	2421.7734	32301	24249	24249
1541	2421.7678	33964	24250	24250
1699	2421.7617	28542	24251	24251
1971	2421.748	19815	24252	24252
1615	2421.7134	31453	24253	24253
1489	2421.6873	35652	24254	24254
2165	2421.6768	14987	24255	24255
2060	2421.6538	17433	24256	24256
1350	2421.5854	40023	24257	24257
1454	2421.5667	36721	24258	24258
1860	2421.5295	23234	24259	24259
1743	2421.388	27102	24260	24260
1707	2421.3801	28255	24261	24261
1436	2421.3647	37296	24262	24262
1910	2421.3523	21615	24263	24263
1648	2421.3418	30355	24264	24264
1636	2421.3333	30754	24265	24265
1829	2421.3296	24232	24266	24266
1586	2421.3022	32416	24267	24267
1421	2421.2815	37801	24268	24268
1823	2421.2783	24445	24269	24269
1959	2421.2764	20185	24270	24270
2176	2421.2744	14748	24271	24271
3531	2421.2676	2470	24272	24272
1768	2421.2512	26256	24273	24273
2150	2421.24	15350	24274	24274
1553	2421.21	33553	24275	24275
3064	2421.2039	4285	24276	24276
1838	2421.197	23950	24277	24277
1898	2421.1904	21979	24278	24278
1651	2421.179	30236	24279	24279
1632	2421.1692	30896	24280	24280
1451	2421.1099	36822	24281	24281
2364	2421.1033	11164	24282	24282
1913	2421.1023	21551	24283	24283
2056	2421.072	17525	24284	24284
1957	2421.0696	20222	24285	24285
1690	2421.047	28866	24286	24286
1308	2421.046	41204	24287	24287
1466	2421.0332	36344	24288	24288
1369	2421.0042	39442	24289	24289
1923	2420.985	21212	24290	24290
1996	2420.9385	19159	24291	24291
1453	2420.9246	36762	24292	24292
2038	2420.92	18025	24293	24293
1641	2420.9026	30600	24294	24294
1606	2420.8835	31758	24295	24295
1588	2420.8647	32367	24296	24296
1646	2420.8486	30415	24297	24297
2011	2420.8452	18730	24298	24298
1882	2420.8164	22514	24299	24299
2200	2420.808	14264	24300	24300
1773	2420.801	26039	24301	24301
1478	2420.7869	35952	24302	24302
1860	2420.7808	23217	24303	24303
1583	2420.764	32523	24304	24304
1380	2420.7556	39108	24305	24305
1614	2420.7117	31497	24306	24306
1600	2420.695	31966	24307	24307
2020	2420.6472	18491	24308	24308
2002	2420.644	18963	24309	24309
1936	2420.6218	20851	24310	24310
1532	2420.6213	34272	24311	24311
1698	2420.5916	28588	24312	24312
1422	2420.5317	37771	24313	24313
1845	2420.5212	23682	24314	24314
1577	2420.4963	32731	24315	24315
1726	2420.475	27646	24316	24316
1644	2420.4304	30488	24317	24317
1561	2420.4177	33308	24318	24318
1713	2420.4011	28077	24319	24319
1579	2420.3872	32658	24320	24320
1391	2420.3792	38756	24321	24321
1819	2420.3691	24563	24322	24322
1890	2420.3533	22214	24323	24323
1819	2420.3308	24583	24324	24324
1888	2420.3186	22286	24325	24325
1620	2420.3054	31278	24326	24326
1976	2420.2942	19668	24327	24327
2135	2420.2659	15676	24328	24328
1702	2420.2642	28435	24329	24329
1196	2420.251	44089	24330	24330
2274	2420.247	12765	24331	24331
1655	2420.218	30083	24332	24332
1767	2420.208	26278	24333	24333
1877	2420.2026	22677	24334	24334
1908	2420.1968	21688	24335	24335
2262	2420.1968	12996	24336	24336
1347	2420.1494	40097	24337	24337
1815	2420.141	24718	24338	24338
1525	2420.132	34506	24339	24339
1861	2420.1287	23180	24340	24340
1301	2420.0774	41375	24341	24341
1655	2420.0767	30063	24342	24342
1829	2420.0654	24237	24343	24343
1453	2420.0625	36744	24344	24344
1487	2420.0457	35683	24345	24345
1469	2420.0176	36265	24346	24346
1452	2420.0056	36782	24347	24347
1442	2419.9714	37112	24348	24348
1986	2419.9705	19403	24349	24349
2050	2419.9443	17697	24350	24350
2123	2419.937	15958	24351	24351
1458	2419.932	36589	24352	24352
2018	2419.9233	18558	24353	24353
3143	2419.8992	3883	24354	24354
1623	2419.895	31210	24355	24355
1858	2419.8896	23271	24356	24356
1499	2419.8718	35318	24357	24357
1507	2419.8674	35032	24358	24358
1592	2419.8538	32202	24359	24359
2009	2419.8489	18771	24360	24360
1694	2419.8274	28739	24361	24361
1385	2419.826	38965	24362	24362
1691	2419.8125	28840	24363	24363
2030	2419.806	18208	24364	24364
1585	2419.775	32450	24365	24365
1423	2419.7117	37750	24366	24366
1577	2419.6963	32713	24367	24367
2378	2419.6492	10935	24368	24368
1389	2419.6426	38850	24369	24369
