Feature_ID	chrom	end	start	n_cells_by_counts	mean_counts	log1p_mean_counts	pct_dropout_by_counts	total_counts	log1p_total_counts
chr1_132350000_132400000::	chr1	132400000::	132350000	501	0.5878906	0.4624065	67.3828125	903.0	6.8068295
chr1_132400000_132450000::	chr1	132450000::	132400000	574	0.7623698	0.5666594	62.63020833333333	1171.0	7.066467
chr1_132450000_132500000::	chr1	132500000::	132450000	399	0.46158853	0.37952387	74.0234375	709.0	6.565265
chr1_132500000_132550000::	chr1	132550000::	132500000	200	0.17773438	0.16359256	86.97916666666666	273.0	5.613128
chr1_132550000_132600000::	chr1	132600000::	132550000	103	0.08138021	0.0782382	93.29427083333334	125.0	4.836282
chr1_132600000_132650000::	chr1	132650000::	132600000	100	0.06966146	0.06734221	93.48958333333334	107.0	4.6821313
chr1_132650000_132700000::	chr1	132700000::	132650000	82	0.061848957	0.06001169	94.66145833333334	95.0	4.564348
chr1_132700000_132750000::	chr1	132750000::	132700000	112	0.076171875	0.07341018	92.70833333333334	117.0	4.7706847
chr1_132750000_132800000::	chr1	132800000::	132750000	236	0.19140625	0.17513433	84.63541666666666	294.0	5.6869755
chr1_132800000_132850000::	chr1	132850000::	132800000	143	0.111979164	0.106141455	90.69010416666666	172.0	5.1532917
chr1_132850000_132900000::	chr1	132900000::	132850000	167	0.13085938	0.122977845	89.12760416666666	201.0	5.3082676
chr1_132900000_132950000::	chr1	132950000::	132900000	94	0.06966146	0.06734221	93.88020833333334	107.0	4.6821313
chr1_132950000_133000000::	chr1	133000000::	132950000	204	0.17122395	0.15804932	86.71875	263.0	5.575949
chr1_133000000_133050000::	chr1	133050000::	133000000	652	1.000651	0.6934726	57.55208333333333	1537.0	7.3382382
chr1_12050000_12100000::	chr1	12100000::	12050000	59	0.043619793	0.04269524	96.15885416666666	67.0	4.2195077
chr1_12100000_12150000::	chr1	12150000::	12100000	31	0.022135416	0.021893984	97.98177083333334	34.0	3.5553482
chr1_12150000_12200000::	chr1	12200000::	12150000	36	0.026041666	0.025708357	97.65625	40.0	3.713572
chr1_12200000_12250000::	chr1	12250000::	12200000	45	0.03125	0.030771658	97.0703125	48.0	3.8918204
chr1_12250000_12300000::	chr1	12300000::	12250000	44	0.03515625	0.03455238	97.13541666666666	54.0	4.0073333
chr1_12300000_12350000::	chr1	12350000::	12300000	37	0.027994791	0.0276101	97.59114583333334	43.0	3.7841897
chr1_12350000_12400000::	chr1	12400000::	12350000	40	0.026692709	0.026342673	97.39583333333334	41.0	3.7376697
chr1_12400000_12450000::	chr1	12450000::	12400000	41	0.026692709	0.026342673	97.33072916666666	41.0	3.7376697
chr1_12450000_12500000::	chr1	12500000::	12450000	36	0.026692709	0.026342673	97.65625	41.0	3.7376697
chr1_12500000_12550000::	chr1	12550000::	12500000	33	0.0234375	0.023167059	97.8515625	36.0	3.6109178
chr1_12550000_12600000::	chr1	12600000::	12550000	25	0.016927084	0.016785417	98.37239583333334	26.0	3.295837
chr1_12600000_12650000::	chr1	12650000::	12600000	62	0.052083332	0.050772324	95.96354166666666	80.0	4.394449
chr1_12650000_12700000::	chr1	12700000::	12650000	37	0.02734375	0.026976587	97.59114583333334	42.0	3.7612002
chr1_12700000_12750000::	chr1	12750000::	12700000	81	0.0625	0.06062462	94.7265625	96.0	4.574711
chr1_12750000_12800000::	chr1	12800000::	12750000	62	0.047526043	0.046431236	95.96354166666666	73.0	4.304065
chr1_12800000_12850000::	chr1	12850000::	12800000	91	0.07356771	0.07098741	94.07552083333334	113.0	4.7361984
chr1_12850000_12900000::	chr1	12900000::	12850000	100	0.076171875	0.07341018	93.48958333333334	117.0	4.7706847
chr1_12900000_12950000::	chr1	12950000::	12900000	60	0.046223957	0.04518745	96.09375	71.0	4.276666
chr1_12950000_13000000::	chr1	13000000::	12950000	140	0.11263021	0.106726766	90.88541666666666	173.0	5.159055
chr1_13000000_13050000::	chr1	13050000::	13000000	113	0.10546875	0.10026945	92.64322916666666	162.0	5.09375
chr1_20050000_20100000::	chr1	20100000::	20050000	37	0.026692709	0.026342673	97.59114583333334	41.0	3.7376697
chr1_20100000_20150000::	chr1	20150000::	20100000	37	0.026041666	0.025708357	97.59114583333334	40.0	3.713572
chr1_20150000_20200000::	chr1	20200000::	20150000	40	0.026692709	0.026342673	97.39583333333334	41.0	3.7376697
chr1_20200000_20250000::	chr1	20250000::	20200000	32	0.0234375	0.023167059	97.91666666666666	36.0	3.6109178
chr1_20250000_20300000::	chr1	20300000::	20250000	34	0.0234375	0.023167059	97.78645833333334	36.0	3.6109178
chr1_20300000_20350000::	chr1	20350000::	20300000	28	0.018880209	0.018704189	98.17708333333334	29.0	3.4011974
chr1_20350000_20400000::	chr1	20400000::	20350000	33	0.0234375	0.023167059	97.8515625	36.0	3.6109178
chr1_20400000_20450000::	chr1	20450000::	20400000	28	0.031901043	0.031402774	98.17708333333334	49.0	3.912023
chr1_20450000_20500000::	chr1	20500000::	20450000	36	0.02734375	0.026976587	97.65625	42.0	3.7612002
chr1_20500000_20550000::	chr1	20550000::	20500000	47	0.037760418	0.037064947	96.94010416666666	58.0	4.0775375
chr1_20550000_20600000::	chr1	20600000::	20550000	39	0.028645834	0.028243212	97.4609375	44.0	3.8066626
chr1_20600000_20650000::	chr1	20650000::	20600000	48	0.03515625	0.03455238	96.875	54.0	4.0073333
chr1_20650000_20700000::	chr1	20700000::	20650000	61	0.039713543	0.038945235	96.02864583333334	61.0	4.1271343
chr1_20700000_20750000::	chr1	20750000::	20700000	68	0.046223957	0.04518745	95.57291666666666	71.0	4.276666
chr1_20750000_20800000::	chr1	20800000::	20750000	83	0.06315104	0.061237175	94.59635416666666	97.0	4.5849676
chr1_20800000_20850000::	chr1	20850000::	20800000	216	0.234375	0.21056478	85.9375	360.0	5.888878
chr1_20850000_20900000::	chr1	20900000::	20850000	169	0.15820312	0.14686976	88.99739583333334	243.0	5.497168
chr1_20900000_20950000::	chr1	20950000::	20900000	233	0.20507812	0.1865444	84.83072916666666	315.0	5.755742
chr1_20950000_21000000::	chr1	21000000::	20950000	272	0.24153645	0.21634969	82.29166666666666	371.0	5.918894
chr1_21000000_21050000::	chr1	21050000::	21000000	366	0.35091147	0.30077955	76.171875	539.0	6.291569
chr1_15050000_15100000::	chr1	15100000::	15050000	37	0.026041666	0.025708357	97.59114583333334	40.0	3.713572
chr1_15100000_15150000::	chr1	15150000::	15100000	42	0.03515625	0.03455238	97.265625	54.0	4.0073333
chr1_15150000_15200000::	chr1	15200000::	15150000	48	0.033854168	0.033293728	96.875	52.0	3.9702919
chr1_15200000_15250000::	chr1	15250000::	15200000	28	0.018229166	0.018065007	98.17708333333334	28.0	3.3672957
chr1_15250000_15300000::	chr1	15300000::	15250000	36	0.026692709	0.026342673	97.65625	41.0	3.7376697
chr1_15300000_15350000::	chr1	15350000::	15300000	41	0.029296875	0.028875923	97.33072916666666	45.0	3.8286414
chr1_15350000_15400000::	chr1	15400000::	15350000	55	0.040364582	0.03957121	96.41927083333334	62.0	4.1431346
chr1_15400000_15450000::	chr1	15450000::	15400000	30	0.020833334	0.020619288	98.046875	32.0	3.4965076
chr1_15450000_15500000::	chr1	15500000::	15450000	39	0.029947916	0.029508233	97.4609375	46.0	3.8501477
chr1_15500000_15550000::	chr1	15550000::	15500000	37	0.024739584	0.024438515	97.59114583333334	38.0	3.6635616
chr1_15550000_15600000::	chr1	15600000::	15550000	43	0.03125	0.030771658	97.20052083333334	48.0	3.8918204
chr1_15600000_15650000::	chr1	15650000::	15600000	68	0.048177082	0.047052544	95.57291666666666	74.0	4.317488
chr1_15650000_15700000::	chr1	15700000::	15650000	103	0.09049479	0.08663153	93.29427083333334	139.0	4.9416423
chr1_15700000_15750000::	chr1	15750000::	15700000	60	0.041666668	0.040821996	96.09375	64.0	4.1743875
chr1_15750000_15800000::	chr1	15800000::	15750000	105	0.08268229	0.07944156	93.1640625	127.0	4.8520303
chr1_15800000_15850000::	chr1	15850000::	15800000	228	0.22526042	0.20315342	85.15625	346.0	5.8493247
chr1_15850000_15900000::	chr1	15900000::	15850000	101	0.083984375	0.08064349	93.42447916666666	129.0	4.8675346
chr1_15900000_15950000::	chr1	15950000::	15900000	62	0.044921875	0.04394212	95.96354166666666	69.0	4.248495
chr1_15950000_16000000::	chr1	16000000::	15950000	41	0.029296875	0.028875923	97.33072916666666	45.0	3.8286414
chr1_16000000_16050000::	chr1	16050000::	16000000	57	0.041666668	0.040821996	96.2890625	64.0	4.1743875
chr1_185050000_185100000::	chr1	185100000::	185050000	187	0.1673177	0.15470855	87.82552083333334	257.0	5.5529594
chr1_185100000_185150000::	chr1	185150000::	185100000	143	0.115885414	0.10964818	90.69010416666666	178.0	5.187386
chr1_185150000_185200000::	chr1	185200000::	185150000	184	0.1985677	0.18112727	88.02083333333334	305.0	5.723585
chr1_185200000_185250000::	chr1	185250000::	185200000	476	0.59244794	0.46527243	69.01041666666667	910.0	6.814543
chr1_185250000_185300000::	chr1	185300000::	185250000	209	0.1907552	0.17458773	86.39322916666666	293.0	5.68358
chr1_185300000_185350000::	chr1	185350000::	185300000	221	0.17447917	0.16082479	85.61197916666666	268.0	5.5947113
chr1_185350000_185400000::	chr1	185400000::	185350000	208	0.16015625	0.1485547	86.45833333333334	246.0	5.5093884
chr1_185400000_185450000::	chr1	185450000::	185400000	128	0.102864586	0.09791096	91.66666666666666	158.0	5.0689044
chr1_185450000_185500000::	chr1	185500000::	185450000	139	0.125	0.11778303	90.95052083333334	192.0	5.26269
chr1_185500000_185550000::	chr1	185550000::	185500000	73	0.054036457	0.05262704	95.24739583333334	83.0	4.4308167
chr1_185550000_185600000::	chr1	185600000::	185550000	44	0.030598959	0.030140147	97.13541666666666	47.0	3.871201
chr1_185600000_185650000::	chr1	185650000::	185600000	71	0.05078125	0.049533933	95.37760416666666	78.0	4.3694477
chr1_185650000_185700000::	chr1	185700000::	185650000	69	0.054036457	0.05262704	95.5078125	83.0	4.4308167
chr1_185700000_185750000::	chr1	185750000::	185700000	62	0.044921875	0.04394212	95.96354166666666	69.0	4.248495
chr1_185750000_185800000::	chr1	185800000::	185750000	46	0.034505207	0.03392325	97.00520833333334	53.0	3.988984
chr1_185800000_185850000::	chr1	185850000::	185800000	46	0.032552082	0.03203349	97.00520833333334	50.0	3.9318256
chr1_185850000_185900000::	chr1	185900000::	185850000	52	0.039713543	0.038945235	96.61458333333334	61.0	4.1271343
chr1_185900000_185950000::	chr1	185950000::	185900000	51	0.036458332	0.03580945	96.6796875	56.0	4.0430512
chr1_185950000_186000000::	chr1	186000000::	185950000	52	0.038411457	0.0376921	96.61458333333334	59.0	4.0943446
chr1_186000000_186050000::	chr1	186050000::	186000000	41	0.029947916	0.029508233	97.33072916666666	46.0	3.8501477
chr1_43050000_43100000::	chr1	43100000::	43050000	273	0.2747396	0.24274193	82.2265625	422.0	6.0473723
chr1_43100000_43150000::	chr1	43150000::	43100000	211	0.18815105	0.17239836	86.26302083333334	289.0	5.669881
chr1_43150000_43200000::	chr1	43200000::	43150000	180	0.1673177	0.15470855	88.28125	257.0	5.5529594
chr1_43200000_43250000::	chr1	43250000::	43200000	192	0.1608073	0.1491157	87.5	247.0	5.5134287
chr1_43250000_43300000::	chr1	43300000::	43250000	141	0.111979164	0.106141455	90.8203125	172.0	5.1532917
chr1_43300000_43350000::	chr1	43350000::	43300000	110	0.1015625	0.09672962	92.83854166666666	156.0	5.056246
chr1_43350000_43400000::	chr1	43400000::	43350000	195	0.19335938	0.17677234	87.3046875	297.0	5.6970935
chr1_43400000_43450000::	chr1	43450000::	43400000	288	0.24869792	0.22210136	81.25	382.0	5.9480352
chr1_43450000_43500000::	chr1	43500000::	43450000	451	0.5579427	0.44336617	70.63802083333333	857.0	6.7546043
chr1_43500000_43550000::	chr1	43550000::	43500000	468	0.51171875	0.41324726	69.53125	786.0	6.668228
chr1_43550000_43600000::	chr1	43600000::	43550000	206	0.18359375	0.16855536	86.58854166666666	282.0	5.645447
chr1_43600000_43650000::	chr1	43650000::	43600000	92	0.068359375	0.06612418	94.01041666666666	105.0	4.6634393
chr1_43650000_43700000::	chr1	43700000::	43650000	100	0.072916664	0.07038079	93.48958333333334	112.0	4.727388
chr1_43700000_43750000::	chr1	43750000::	43700000	96	0.071614586	0.06916647	93.75	110.0	4.7095304
chr1_43750000_43776800::	chr1	43776800::	43750000	89	0.06315104	0.061237175	94.20572916666666	97.0	4.5849676
chr1_122050000_122100000::	chr1	122100000::	122050000	35	0.022786459	0.022530725	97.72135416666666	35.0	3.583519
chr1_122100000_122150000::	chr1	122150000::	122100000	35	0.022786459	0.022530725	97.72135416666666	35.0	3.583519
chr1_122150000_122200000::	chr1	122200000::	122150000	42	0.02734375	0.026976587	97.265625	42.0	3.7612002
chr1_122200000_122250000::	chr1	122250000::	122200000	40	0.030598959	0.030140147	97.39583333333334	47.0	3.871201
chr1_122250000_122300000::	chr1	122300000::	122250000	42	0.027994791	0.0276101	97.265625	43.0	3.7841897
chr1_122300000_122350000::	chr1	122350000::	122300000	35	0.02734375	0.026976587	97.72135416666666	42.0	3.7612002
chr1_122350000_122356200::	chr1	122356200::	122350000	5	0.0032552083	0.0032499216	99.67447916666666	5.0	1.7917595
chr1_163050000_163100000::	chr1	163100000::	163050000	65	0.045572918	0.04456498	95.76822916666666	70.0	4.26268
chr1_163100000_163150000::	chr1	163150000::	163100000	74	0.054036457	0.05262704	95.18229166666666	83.0	4.4308167
chr1_163150000_163200000::	chr1	163200000::	163150000	86	0.063802086	0.061849363	94.40104166666666	98.0	4.59512
chr1_163200000_163250000::	chr1	163250000::	163200000	62	0.044270832	0.043318875	95.96354166666666	68.0	4.2341065
chr1_163250000_163300000::	chr1	163300000::	163250000	127	0.110677086	0.104969814	91.73177083333334	170.0	5.1416636
chr1_163300000_163350000::	chr1	163350000::	163300000	149	0.11393229	0.10789636	90.29947916666666	175.0	5.170484
chr1_163350000_163400000::	chr1	163400000::	163350000	182	0.16145833	0.1496764	88.15104166666666	248.0	5.5174527
chr1_163400000_163450000::	chr1	163450000::	163400000	190	0.1516927	0.14123277	87.63020833333334	233.0	5.4553213
chr1_163450000_163500000::	chr1	163500000::	163450000	102	0.07747396	0.074619375	93.359375	119.0	4.787492
chr1_163500000_163550000::	chr1	163550000::	163500000	80	0.059244793	0.057556193	94.79166666666666	91.0	4.5217886
chr1_163550000_163600000::	chr1	163600000::	163550000	85	0.059895832	0.05817063	94.46614583333334	92.0	4.5325994
chr1_163600000_163650000::	chr1	163650000::	163600000	79	0.055989582	0.05447832	94.85677083333334	86.0	4.465908
chr1_163650000_163700000::	chr1	163700000::	163650000	73	0.050130207	0.048914164	95.24739583333334	77.0	4.356709
chr1_163700000_163750000::	chr1	163750000::	163700000	63	0.043619793	0.04269524	95.8984375	67.0	4.2195077
chr1_163750000_163800000::	chr1	163800000::	163750000	125	0.098958336	0.09436276	91.86197916666666	152.0	5.030438
chr1_163800000_163850000::	chr1	163850000::	163800000	95	0.095052086	0.090801924	93.81510416666666	146.0	4.9904327
chr1_163850000_163900000::	chr1	163900000::	163850000	108	0.078125	0.07522342	92.96875	120.0	4.7957907
chr1_163900000_163950000::	chr1	163950000::	163900000	262	0.2298177	0.20686595	82.94270833333334	353.0	5.869297
chr1_163950000_164000000::	chr1	164000000::	163950000	296	0.35351562	0.30270538	80.72916666666666	543.0	6.2989492
chr1_164000000_164050000::	chr1	164050000::	164000000	279	0.3450521	0.29643276	81.8359375	530.0	6.274762
chr1_64050000_64100000::	chr1	64100000::	64050000	532	0.7949219	0.5849615	65.36458333333333	1221.0	7.108244
chr1_64100000_64150000::	chr1	64150000::	64100000	522	0.63151044	0.48950624	66.015625	970.0	6.8783264
chr1_64150000_64200000::	chr1	64200000::	64150000	338	0.32486978	0.28131416	77.99479166666666	499.0	6.214608
chr1_64200000_64250000::	chr1	64250000::	64200000	225	0.18815105	0.17239836	85.3515625	289.0	5.669881
chr1_64250000_64300000::	chr1	64300000::	64250000	250	0.22070312	0.19942702	83.72395833333334	339.0	5.8289456
chr1_64300000_64350000::	chr1	64350000::	64300000	311	0.3372396	0.2906075	79.75260416666666	518.0	6.251904
chr1_64350000_64400000::	chr1	64400000::	64350000	167	0.13411458	0.12585223	89.12760416666666	206.0	5.332719
chr1_64400000_64450000::	chr1	64450000::	64400000	212	0.19661458	0.17949638	86.19791666666666	302.0	5.7137327
chr1_64450000_64500000::	chr1	64500000::	64450000	322	0.28710938	0.2523989	79.03645833333334	441.0	6.09131
chr1_64500000_64550000::	chr1	64550000::	64500000	513	0.6308594	0.4891071	66.6015625	969.0	6.877296
chr1_64550000_64600000::	chr1	64600000::	64550000	275	0.25390625	0.22626369	82.09635416666666	390.0	5.9687076
chr1_64600000_64650000::	chr1	64650000::	64600000	265	0.2513021	0.22418469	82.74739583333334	386.0	5.9584246
chr1_64650000_64700000::	chr1	64700000::	64650000	356	0.39778647	0.33488992	76.82291666666666	611.0	6.4167323
chr1_64700000_64750000::	chr1	64750000::	64700000	272	0.26953125	0.23864774	82.29166666666666	414.0	6.0282784
chr1_64750000_64800000::	chr1	64800000::	64750000	333	0.31054688	0.2704445	78.3203125	477.0	6.169611
chr1_64800000_64850000::	chr1	64850000::	64800000	231	0.2063802	0.1876243	84.9609375	317.0	5.7620516
chr1_64850000_64900000::	chr1	64900000::	64850000	250	0.22851562	0.20580664	83.72395833333334	351.0	5.8636312
chr1_64900000_64950000::	chr1	64950000::	64900000	353	0.39322916	0.33162415	77.01822916666666	604.0	6.4052286
chr1_64950000_65000000::	chr1	65000000::	64950000	219	0.23242188	0.20898125	85.7421875	357.0	5.880533
chr1_65000000_65050000::	chr1	65050000::	65000000	152	0.1373698	0.12871839	90.10416666666666	211.0	5.3565865
chr1_71050000_71078400::	chr1	71078400::	71050000	120	0.095052086	0.090801924	92.1875	146.0	4.9904327
chr1_190050000_190100000::	chr1	190100000::	190050000	68	0.05078125	0.049533933	95.57291666666666	78.0	4.3694477
chr1_190100000_190150000::	chr1	190150000::	190100000	58	0.04296875	0.042071212	96.22395833333334	66.0	4.204693
chr1_190150000_190200000::	chr1	190200000::	190150000	80	0.0546875	0.053244513	94.79166666666666	84.0	4.4426513
chr1_190200000_190250000::	chr1	190250000::	190200000	44	0.03125	0.030771658	97.13541666666666	48.0	3.8918204
chr1_190250000_190299400::	chr1	190299400::	190250000	44	0.032552082	0.03203349	97.13541666666666	50.0	3.9318256
chr1_189050000_189100000::	chr1	189100000::	189050000	124	0.091796875	0.087824844	91.92708333333334	141.0	4.955827
chr1_189100000_189150000::	chr1	189150000::	189100000	72	0.05859375	0.056941375	95.3125	90.0	4.5108595
chr1_189150000_189200000::	chr1	189200000::	189150000	64	0.049479168	0.04829401	95.83333333333334	76.0	4.3438053
chr1_189200000_189250000::	chr1	189250000::	189200000	40	0.032552082	0.03203349	97.39583333333334	50.0	3.9318256
chr1_189250000_189300000::	chr1	189300000::	189250000	63	0.049479168	0.04829401	95.8984375	76.0	4.3438053
chr1_189300000_189350000::	chr1	189350000::	189300000	74	0.057942707	0.05632618	95.18229166666666	89.0	4.4998097
chr1_189350000_189400000::	chr1	189400000::	189350000	45	0.03125	0.030771658	97.0703125	48.0	3.8918204
chr1_189400000_189450000::	chr1	189450000::	189400000	66	0.076822914	0.07401496	95.703125	118.0	4.7791233
chr1_189450000_189500000::	chr1	189500000::	189450000	61	0.044270832	0.043318875	96.02864583333334	68.0	4.2341065
chr1_189500000_189550000::	chr1	189550000::	189500000	60	0.046875	0.045809537	96.09375	72.0	4.2904596
chr1_189550000_189600000::	chr1	189600000::	189550000	83	0.06640625	0.06429435	94.59635416666666	102.0	4.634729
chr1_189600000_189650000::	chr1	189650000::	189600000	144	0.109375	0.10379679	90.625	168.0	5.1298985
chr1_189650000_189700000::	chr1	189700000::	189650000	263	0.27539062	0.2432525	82.87760416666666	423.0	6.0497336
chr1_189700000_189750000::	chr1	189750000::	189700000	224	0.18554688	0.17020416	85.41666666666666	285.0	5.655992
chr1_189750000_189800000::	chr1	189800000::	189750000	274	0.26497397	0.23505154	82.16145833333334	407.0	6.011267
chr1_189800000_189850000::	chr1	189850000::	189800000	208	0.20247395	0.18438107	86.45833333333334	311.0	5.7430034
chr1_189850000_189900000::	chr1	189900000::	189850000	183	0.1673177	0.15470855	88.0859375	257.0	5.5529594
chr1_189900000_189950000::	chr1	189950000::	189900000	169	0.14908855	0.13896905	88.99739583333334	229.0	5.4380794
chr1_189950000_190000000::	chr1	190000000::	189950000	87	0.06575521	0.06368367	94.3359375	101.0	4.624973
chr1_190000000_190050000::	chr1	190050000::	190000000	60	0.044921875	0.04394212	96.09375	69.0	4.248495
chr1_159050000_159100000::	chr1	159100000::	159050000	81	0.059895832	0.05817063	94.7265625	92.0	4.5325994
chr1_159100000_159150000::	chr1	159150000::	159100000	97	0.072265625	0.069773816	93.68489583333334	111.0	4.7184987
chr1_159150000_159200000::	chr1	159200000::	159150000	292	0.25390625	0.22626369	80.98958333333334	390.0	5.9687076
chr1_159200000_159250000::	chr1	159250000::	159200000	408	0.48372397	0.39455515	73.4375	743.0	6.612041
chr1_159250000_159300000::	chr1	159300000::	159250000	353	0.34960938	0.2998152	77.01822916666666	537.0	6.2878585
chr1_159300000_159350000::	chr1	159350000::	159300000	231	0.20572917	0.18708451	84.9609375	316.0	5.7589016
chr1_159350000_159400000::	chr1	159400000::	159350000	159	0.1295573	0.12182578	89.6484375	199.0	5.2983174
chr1_159400000_159450000::	chr1	159450000::	159400000	80	0.059895832	0.05817063	94.79166666666666	92.0	4.5325994
chr1_159450000_159500000::	chr1	159500000::	159450000	70	0.052083332	0.050772324	95.44270833333334	80.0	4.394449
chr1_159500000_159550000::	chr1	159550000::	159500000	84	0.060546875	0.058784693	94.53125	93.0	4.543295
chr1_159550000_159600000::	chr1	159600000::	159550000	66	0.046875	0.045809537	95.703125	72.0	4.2904596
chr1_159600000_159650000::	chr1	159650000::	159600000	73	0.053385418	0.052009184	95.24739583333334	82.0	4.4188404
chr1_159650000_159700000::	chr1	159700000::	159650000	105	0.0859375	0.08244367	93.1640625	132.0	4.890349
chr1_159700000_159750000::	chr1	159750000::	159700000	175	0.15625	0.145182	88.60677083333334	240.0	5.484797
chr1_159750000_159800000::	chr1	159800000::	159750000	143	0.108072914	0.10262239	90.69010416666666	166.0	5.117994
chr1_159800000_159850000::	chr1	159850000::	159800000	229	0.27604166	0.24376284	85.09114583333334	424.0	6.052089
chr1_159850000_159900000::	chr1	159900000::	159850000	148	0.11328125	0.10731173	90.36458333333334	174.0	5.164786
chr1_159900000_159950000::	chr1	159950000::	159900000	227	0.22721355	0.2047462	85.22135416666666	349.0	5.857933
chr1_159950000_160000000::	chr1	160000000::	159950000	426	0.5598958	0.44461906	72.265625	860.0	6.7580943
chr1_160000000_160050000::	chr1	160050000::	160000000	668	0.94596356	0.66575724	56.51041666666667	1453.0	7.2820735
chr1_192471800_192521800::	chr1	192521800::	192471800	86	0.063802086	0.061849363	94.40104166666666	98.0	4.59512
chr1_192521800_192571800::	chr1	192571800::	192521800	102	0.0859375	0.08244367	93.359375	132.0	4.890349
chr1_192571800_192621800::	chr1	192621800::	192571800	107	0.084635414	0.0812439	93.03385416666666	130.0	4.8751974
chr1_192621800_192671800::	chr1	192671800::	192621800	85	0.07356771	0.07098741	94.46614583333334	113.0	4.7361984
chr1_192671800_192721800::	chr1	192721800::	192671800	123	0.099609375	0.094955	91.9921875	153.0	5.0369525
chr1_192721800_192771800::	chr1	192771800::	192721800	359	0.39453125	0.33255833	76.62760416666666	606.0	6.408529
chr1_192771800_192821800::	chr1	192821800::	192771800	173	0.14192708	0.13271725	88.73697916666666	218.0	5.389072
chr1_192821800_192871800::	chr1	192871800::	192821800	164	0.13867188	0.12986256	89.32291666666666	213.0	5.365976
chr1_192871800_192921800::	chr1	192921800::	192871800	117	0.095703125	0.09139628	92.3828125	147.0	4.9972124
chr1_192921800_192971800::	chr1	192971800::	192921800	119	0.10481771	0.09968035	92.25260416666666	161.0	5.0875964
chr1_192971800_193021800::	chr1	193021800::	192971800	120	0.09375	0.089612156	92.1875	144.0	4.9767337
chr1_193021800_193050000::	chr1	193050000::	193021800	71	0.05078125	0.049533933	95.37760416666666	78.0	4.3694477
chr1_113050000_113100000::	chr1	113100000::	113050000	38	0.030598959	0.030140147	97.52604166666666	47.0	3.871201
chr1_113100000_113150000::	chr1	113150000::	113100000	32	0.021484375	0.02125684	97.91666666666666	33.0	3.5263605
chr1_113150000_113200000::	chr1	113200000::	113150000	30	0.020182291	0.019981328	98.046875	31.0	3.465736
chr1_113200000_113250000::	chr1	113250000::	113200000	38	0.026692709	0.026342673	97.52604166666666	41.0	3.7376697
chr1_113250000_113300000::	chr1	113300000::	113250000	34	0.022786459	0.022530725	97.78645833333334	35.0	3.583519
chr1_113300000_113350000::	chr1	113350000::	113300000	36	0.027994791	0.0276101	97.65625	43.0	3.7841897
chr1_113350000_113400000::	chr1	113400000::	113350000	44	0.033854168	0.033293728	97.13541666666666	52.0	3.9702919
chr1_113400000_113450000::	chr1	113450000::	113400000	31	0.022135416	0.021893984	97.98177083333334	34.0	3.5553482
chr1_113450000_113500000::	chr1	113500000::	113450000	38	0.026692709	0.026342673	97.52604166666666	41.0	3.7376697
chr1_113500000_113550000::	chr1	113550000::	113500000	47	0.038411457	0.0376921	96.94010416666666	59.0	4.0943446
chr1_113550000_113600000::	chr1	113600000::	113550000	48	0.034505207	0.03392325	96.875	53.0	3.988984
chr1_113600000_113602700::	chr1	113602700::	113600000	2	0.0013020834	0.0013012365	99.86979166666666	2.0	1.0986123
chr1_123050000_123100000::	chr1	123100000::	123050000	47	0.033203125	0.032663807	96.94010416666666	51.0	3.9512436
chr1_123100000_123150000::	chr1	123150000::	123100000	37	0.026041666	0.025708357	97.59114583333334	40.0	3.713572
chr1_123150000_123200000::	chr1	123200000::	123150000	33	0.022786459	0.022530725	97.8515625	35.0	3.583519
chr1_123200000_123250000::	chr1	123250000::	123200000	40	0.030598959	0.030140147	97.39583333333334	47.0	3.871201
chr1_123250000_123300000::	chr1	123300000::	123250000	39	0.034505207	0.03392325	97.4609375	53.0	3.988984
chr1_123300000_123350000::	chr1	123350000::	123300000	32	0.025390625	0.025073638	97.91666666666666	39.0	3.6888795
chr1_123350000_123400000::	chr1	123400000::	123350000	23	0.018229166	0.018065007	98.50260416666666	28.0	3.3672957
chr1_123400000_123450000::	chr1	123450000::	123400000	35	0.029947916	0.029508233	97.72135416666666	46.0	3.8501477
chr1_123450000_123500000::	chr1	123500000::	123450000	37	0.024739584	0.024438515	97.59114583333334	38.0	3.6635616
chr1_123500000_123550000::	chr1	123550000::	123500000	41	0.02734375	0.026976587	97.33072916666666	42.0	3.7612002
chr1_123550000_123600000::	chr1	123600000::	123550000	48	0.032552082	0.03203349	96.875	50.0	3.9318256
chr1_123600000_123650000::	chr1	123650000::	123600000	35	0.025390625	0.025073638	97.72135416666666	39.0	3.6888795
chr1_123650000_123700000::	chr1	123700000::	123650000	34	0.026041666	0.025708357	97.78645833333334	40.0	3.713572
chr1_123700000_123750000::	chr1	123750000::	123700000	34	0.0234375	0.023167059	97.78645833333334	36.0	3.6109178
chr1_123750000_123800000::	chr1	123800000::	123750000	43	0.032552082	0.03203349	97.20052083333334	50.0	3.9318256
chr1_123800000_123850000::	chr1	123850000::	123800000	38	0.025390625	0.025073638	97.52604166666666	39.0	3.6888795
chr1_123850000_123900000::	chr1	123900000::	123850000	41	0.028645834	0.028243212	97.33072916666666	44.0	3.8066626
chr1_123900000_123950000::	chr1	123950000::	123900000	94	0.072265625	0.069773816	93.88020833333334	111.0	4.7184987
chr1_123950000_124000000::	chr1	124000000::	123950000	46	0.033203125	0.032663807	97.00520833333334	51.0	3.9512436
